,relation
0,produces
1,result_of
2,causes
3,affects
4,location_of
5,disrupts
6,manifestation_of
7,complicates
8,part_of
9,process_of
10,isa
11,connected_to
12,issue_in
13,evaluation_of
14,contains
15,measures
16,precedes
17,degree_of
18,occurs_in
19,analyzes
20,assesses_effect_of
21,uses
22,conceptual_part_of
23,associated_with
24,interacts_with
25,performs
26,carries_out
27,method_of
28,derivative_of
29,measurement_of
30,diagnoses
31,co-occurs_with
32,exhibits
33,ingredient_of
34,treats
35,property_of
36,prevents
37,indicates
38,surrounds
39,practices
40,manages
41,adjacent_to
42,interconnects
43,consists_of
44,developmental_form_of
45,conceptually_related_to
