,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
brazil,1.5046027,0.24133983,1.1474793,0.49022737,-0.41271,-1.2313712,-0.25554624,0.43681514,-0.56536055,1.1965629,-0.2336977,0.1473933,0.4485158,0.20667523,-1.0442144,-1.1142464,0.96152407,-0.16677544,-0.19338922,0.68069273,-0.5803611,1.1948673,-0.6958285,-1.3519049,2.111219,-0.38606688,-0.6428324,0.2792105,1.0921037,1.6769882,0.71519357,0.87856174
burma,0.28956485,0.17779534,0.5551914,-0.3820149,-0.13275248,-3.6321952,-0.08813944,0.34863654,0.017490838,1.1139866,0.09241067,1.7439156,-0.9062486,-0.5903639,-1.3094056,-1.8696201,1.1861699,-0.24131203,0.15025833,-0.3364643,-1.435345,2.7419214,0.67072463,-1.2757447,2.0366652,0.51968956,0.88069075,0.08945234,1.2315387,1.2579755,0.4047083,0.90417534
china,1.0581535,-0.027178736,0.17146115,0.039402697,-0.20415004,-0.24157727,0.123639226,0.0027526743,0.09225266,-0.02483493,-0.19705202,0.79417783,-0.39853707,-1.1475173,0.50684357,-1.2339699,0.34213722,0.22597194,0.3501783,1.1139283,-1.5108091,0.7798546,-0.14881542,-0.9149504,0.70827097,-0.93750936,-0.372222,-0.07080431,0.22211671,0.045013126,0.10793818,0.115724005
cuba,1.3747545,-1.2880845,-0.686427,-0.035927933,-0.9805148,-2.0116432,1.1718515,0.46084723,-0.80108076,0.9706476,0.06447906,1.6153324,-0.4605455,-1.0695765,1.3257582,-1.1158267,0.6508426,-0.58255434,-0.014552702,-1.1042054,0.2963233,2.2605543,0.67900187,-1.4065832,1.437387,0.021430802,0.014965124,-0.8196875,0.12402099,0.6057975,-0.336995,1.2129742
egypt,0.26762637,-0.20058288,0.12886263,0.08907977,2.1625524,-1.6853917,-0.19368653,0.17507337,-0.8242775,0.96723557,0.74449295,0.72011065,-0.08308299,-1.6020807,-0.8090239,-0.6606575,0.7643575,-0.16095719,-0.10896608,-0.44082242,-0.95811903,0.5263449,0.618456,-1.5800042,2.267027,0.8779657,0.020662066,0.9029997,0.5959205,0.7509727,-0.2131848,1.2795867
india,1.5046105,-0.7960398,0.95396227,-0.9541457,-0.73097634,-1.3858789,-0.6094986,1.0877504,-0.036415495,1.3605622,-0.24418068,-0.27654335,-0.24577317,-1.222878,-0.6510219,0.06300653,0.41403696,0.26189047,0.24446301,-0.76256216,0.47057888,1.794344,0.83525425,-0.96168643,2.4402523,0.6228601,-0.36053059,0.05816073,0.13682818,0.667474,0.10080024,1.1350873
indonesia,1.2089089,-0.5283025,-1.1904012,1.5653771,-1.2017546,-0.48135144,-0.3374251,0.2426013,-0.38108155,1.0613528,0.46319985,0.9217911,-0.6791714,-2.0753505,-0.8553224,-0.26818556,1.0655694,-0.18797266,-1.0713825,0.26423088,-0.29296213,1.4355104,0.513232,-0.21258973,0.5532738,0.34554124,-0.69980145,1.0492631,0.52062947,0.61984843,1.444079,1.56264
israel,0.7188589,0.20437796,0.29963678,-0.0037355192,-0.74423355,-1.0253996,0.14158538,0.87013996,0.0149957305,0.9586146,-0.0044557136,0.21590528,-0.29359978,-1.3726104,-1.0322918,-0.59927243,0.38434178,-0.24967864,-0.7043325,-0.31407022,-1.6947356,0.5641769,0.30534828,-0.22767782,2.366034,-0.060139753,-0.64321715,0.18474777,0.14745763,1.6714783,0.32640043,0.09131733
jordan,0.86795765,-0.17364709,0.300221,1.4257605,-1.8196434,-1.77349,-0.557432,0.18262842,-0.18642066,0.34687418,0.2626219,0.6481364,-0.2436835,-1.2265991,-1.0124403,-1.0029758,0.22178465,-0.0013627796,0.6661415,1.1402392,-1.7925924,1.7359345,0.048192576,-1.1925882,0.35009414,-0.7011613,-0.55830526,-1.0021981,-0.59667563,0.48324555,0.3561361,1.6140045
netherlands,1.3989133,-1.0128759,1.0018411,-0.07043811,-0.22375649,0.7831483,0.16588722,0.5071731,-0.5980826,-1.2923205,-0.08353938,0.7346767,-0.3773807,-0.6218676,-1.2324904,-0.8428964,0.20622055,0.25019455,-0.73517895,-0.08467445,-0.9033163,0.44514337,-0.48591888,-2.2704437,2.3341348,-0.7858552,1.6137518,0.6092153,0.22717287,0.9039152,0.8110444,0.56451845
poland,1.0674423,-0.16640368,0.09553144,0.55073106,-0.2246605,-1.1935066,0.17635715,-1.2352259,0.3064991,-0.9815851,-0.33341372,0.69007826,0.50384957,-0.74898577,0.3524367,-1.6819391,0.32957312,-0.2568504,0.07326909,-0.6097705,-0.04931303,1.5712175,0.5370965,-1.9190437,2.3018742,0.28484908,-0.9366234,0.11080949,-0.11232335,1.0573542,-0.31761345,0.36721677
uk,1.8963727,-1.1940722,0.4377582,1.8725985,-0.8771331,-0.31696332,0.21383977,-1.4380491,0.3700047,-0.76444834,-0.7077786,1.8526863,-0.38650665,0.26557204,0.43919376,0.94672644,-0.53991777,0.7745146,-0.16179638,-0.32296556,0.3319153,1.0440422,-1.3718587,-0.0862854,2.0632515,0.48027006,-1.5836463,-0.51699513,-0.07909013,0.9465003,0.30688825,-0.032493446
usa,0.8151786,-1.3280672,-0.8900253,-0.19308296,0.0949491,0.2240096,0.05538558,0.33825392,-0.15832305,0.198193,0.578969,0.42846602,-0.93102443,1.1729454,-0.34775987,-0.6967585,-0.67038417,-0.50166005,0.32473212,-0.002146253,-1.3693093,-0.6148127,-1.1901722,0.2774892,0.5361005,-0.0851439,-0.1851545,-1.0740569,0.00089264964,0.958259,0.87639976,0.75093627
ussr,0.21959135,-0.18656638,0.71298856,1.3225068,0.024076868,-0.24446376,0.15289518,1.4654471,-0.47473687,0.26297644,0.034824234,0.22933653,-0.4753611,-1.2507522,0.52573943,0.060123965,0.07802107,-0.680378,-0.028425194,0.52102566,-0.5597045,1.1423155,-0.120983236,-0.23716532,0.7630705,0.29013807,-0.26745486,-0.08234537,-0.18452719,-0.0046059918,-0.17655545,1.1221957
