,relation
0,disrupts
1,affects
2,result_of
3,interacts_with
4,associated_with
5,precedes
6,location_of
7,uses
8,isa
9,causes
10,part_of
11,issue_in
12,co-occurs_with
13,manifestation_of
14,measures
15,surrounds
16,analyzes
17,diagnoses
18,exhibits
19,process_of
20,produces
21,conceptually_related_to
22,complicates
23,evaluation_of
24,performs
25,assesses_effect_of
26,method_of
27,degree_of
28,indicates
29,prevents
30,consists_of
31,carries_out
32,occurs_in
33,measurement_of
34,developmental_form_of
35,conceptual_part_of
36,ingredient_of
37,property_of
38,treats
39,contains
40,derivative_of
41,connected_to
42,interconnects
43,adjacent_to
44,manages
45,practices
