,entity
0,body_part_organ_or_organ_component
1,pathologic_function
2,injury_or_poisoning
3,embryonic_structure
4,enzyme
5,molecular_function
6,lipid
7,educational_activity
8,hormone
9,cell_function
10,reptile
11,experimental_model_of_disease
12,organization
13,research_activity
14,carbohydrate
15,professional_or_occupational_group
16,biologic_function
17,anatomical_structure
18,laboratory_procedure
19,machine_activity
20,immunologic_factor
21,diagnostic_procedure
22,social_behavior
23,organism_attribute
24,anatomical_abnormality
25,acquired_abnormality
26,clinical_attribute
27,organism_function
28,patient_or_disabled_group
29,tissue
30,pharmacologic_substance
31,gene_or_genome
32,organ_or_tissue_function
33,antibiotic
34,population_group
35,body_space_or_junction
36,occupation_or_discipline
37,chemical_viewed_functionally
38,congenital_abnormality
39,research_device
40,eicosanoid
41,laboratory_or_test_result
42,fully_formed_anatomical_structure
43,organophosphorus_compound
44,behavior
45,cell_or_molecular_dysfunction
46,nucleic_acid_nucleoside_or_nucleotide
47,vertebrate
48,element_ion_or_isotope
49,indicator_reagent_or_diagnostic_aid
50,health_care_related_organization
51,drug_delivery_device
52,molecular_biology_research_technique
53,cell_component
54,age_group
55,inorganic_chemical
56,animal
57,receptor
58,biologically_active_substance
59,hazardous_or_poisonous_substance
60,body_location_or_region
61,intellectual_product
62,rickettsia_or_chlamydia
63,governmental_or_regulatory_activity
64,mental_process
65,sign_or_symptom
66,cell
67,health_care_activity
68,group
69,finding
70,chemical_viewed_structurally
71,amphibian
72,neoplastic_process
73,mental_or_behavioral_dysfunction
74,professional_society
75,language
76,physiologic_function
77,genetic_function
78,occupational_activity
79,disease_or_syndrome
80,phenomenon_or_process
81,daily_or_recreational_activity
82,neuroreactive_substance_or_biogenic_amine
83,amino_acid_peptide_or_protein
84,virus
85,steroid
86,human
87,organism
88,therapeutic_or_preventive_procedure
89,activity
90,vitamin
91,clinical_drug
92,biomedical_or_dental_material
93,self_help_or_relief_organization
94,chemical
95,alga
96,geographic_area
97,body_substance
98,family_group
99,invertebrate
100,fish
101,manufactured_object
102,plant
103,bird
104,substance
105,bacterium
106,individual_behavior
107,organic_chemical
108,environmental_effect_of_humans
109,natural_phenomenon_or_process
110,quantitative_concept
111,medical_device
112,group_attribute
113,qualitative_concept
114,fungus
115,entity
116,functional_concept
117,event
118,mammal
119,carbohydrate_sequence
120,body_system
121,nucleotide_sequence
122,biomedical_occupation_or_discipline
123,spatial_concept
124,amino_acid_sequence
125,human_caused_phenomenon_or_process
126,molecular_sequence
127,food
128,regulation_or_law
129,archaeon
130,conceptual_entity
131,idea_or_concept
132,temporal_concept
133,classification
134,physical_object
