,entity
0,clinical_attribute
1,vitamin
2,organism_function
3,neoplastic_process
4,body_part_organ_or_organ_component
5,family_group
6,fish
7,professional_society
8,tissue
9,plant
10,natural_phenomenon_or_process
11,receptor
12,behavior
13,immunologic_factor
14,daily_or_recreational_activity
15,organism_attribute
16,cell_component
17,injury_or_poisoning
18,disease_or_syndrome
19,quantitative_concept
20,pathologic_function
21,fungus
22,diagnostic_procedure
23,hormone
24,cell
25,biologic_function
26,mental_or_behavioral_dysfunction
27,sign_or_symptom
28,individual_behavior
29,amino_acid_peptide_or_protein
30,organophosphorus_compound
31,human_caused_phenomenon_or_process
32,antibiotic
33,body_location_or_region
34,laboratory_or_test_result
35,organ_or_tissue_function
36,anatomical_abnormality
37,acquired_abnormality
38,nucleic_acid_nucleoside_or_nucleotide
39,educational_activity
40,experimental_model_of_disease
41,hazardous_or_poisonous_substance
42,congenital_abnormality
43,health_care_activity
44,professional_or_occupational_group
45,amino_acid_sequence
46,body_system
47,molecular_biology_research_technique
48,pharmacologic_substance
49,molecular_function
50,reptile
51,therapeutic_or_preventive_procedure
52,gene_or_genome
53,chemical_viewed_structurally
54,element_ion_or_isotope
55,body_substance
56,social_behavior
57,laboratory_procedure
58,organic_chemical
59,food
60,fully_formed_anatomical_structure
61,steroid
62,human
63,lipid
64,phenomenon_or_process
65,bird
66,environmental_effect_of_humans
67,invertebrate
68,cell_function
69,embryonic_structure
70,organization
71,biologically_active_substance
72,vertebrate
73,conceptual_entity
74,population_group
75,research_activity
76,clinical_drug
77,group
78,governmental_or_regulatory_activity
79,occupational_activity
80,physiologic_function
81,cell_or_molecular_dysfunction
82,geographic_area
83,biomedical_or_dental_material
84,body_space_or_junction
85,inorganic_chemical
86,manufactured_object
87,indicator_reagent_or_diagnostic_aid
88,medical_device
89,alga
90,research_device
91,neuroreactive_substance_or_biogenic_amine
92,substance
93,genetic_function
94,temporal_concept
95,carbohydrate
96,patient_or_disabled_group
97,amphibian
98,rickettsia_or_chlamydia
99,mental_process
100,enzyme
101,eicosanoid
102,virus
103,animal
104,finding
105,age_group
106,self_help_or_relief_organization
107,qualitative_concept
108,anatomical_structure
109,carbohydrate_sequence
110,chemical_viewed_functionally
111,physical_object
112,molecular_sequence
113,drug_delivery_device
114,functional_concept
115,health_care_related_organization
116,chemical
117,mammal
118,language
119,archaeon
120,spatial_concept
121,regulation_or_law
122,occupation_or_discipline
123,bacterium
124,nucleotide_sequence
125,idea_or_concept
126,activity
127,group_attribute
128,machine_activity
129,biomedical_occupation_or_discipline
130,entity
131,intellectual_product
132,event
133,organism
134,classification
