,entity
0,clinical_attribute
1,vitamin
2,organism_function
3,neoplastic_process
4,body_part_organ_or_organ_component
5,family_group
6,fish
7,professional_society
8,tissue
9,plant
10,natural_phenomenon_or_process
11,receptor
12,immunologic_factor
13,daily_or_recreational_activity
14,organism_attribute
15,cell_component
16,injury_or_poisoning
17,disease_or_syndrome
18,quantitative_concept
19,pathologic_function
20,fungus
21,diagnostic_procedure
22,hormone
23,cell
24,biologic_function
25,mental_or_behavioral_dysfunction
26,sign_or_symptom
27,individual_behavior
28,amino_acid_peptide_or_protein
29,organophosphorus_compound
30,human_caused_phenomenon_or_process
31,antibiotic
32,body_location_or_region
33,laboratory_or_test_result
34,organ_or_tissue_function
35,behavior
36,anatomical_abnormality
37,acquired_abnormality
38,nucleic_acid_nucleoside_or_nucleotide
39,educational_activity
40,experimental_model_of_disease
41,hazardous_or_poisonous_substance
42,congenital_abnormality
43,health_care_activity
44,professional_or_occupational_group
45,amino_acid_sequence
46,body_system
47,embryonic_structure
48,pharmacologic_substance
49,molecular_function
50,reptile
51,therapeutic_or_preventive_procedure
52,gene_or_genome
53,chemical_viewed_structurally
54,element_ion_or_isotope
55,body_substance
56,social_behavior
57,laboratory_procedure
58,organic_chemical
59,food
60,fully_formed_anatomical_structure
61,steroid
62,human
63,lipid
64,phenomenon_or_process
65,bird
66,environmental_effect_of_humans
67,invertebrate
68,cell_function
69,molecular_biology_research_technique
70,organization
71,biologically_active_substance
72,vertebrate
73,conceptual_entity
74,research_activity
75,clinical_drug
76,group
77,governmental_or_regulatory_activity
78,occupational_activity
79,physiologic_function
80,cell_or_molecular_dysfunction
81,geographic_area
82,eicosanoid
83,biomedical_or_dental_material
84,body_space_or_junction
85,inorganic_chemical
86,health_care_related_organization
87,indicator_reagent_or_diagnostic_aid
88,medical_device
89,alga
90,research_device
91,neuroreactive_substance_or_biogenic_amine
92,manufactured_object
93,population_group
94,substance
95,amphibian
96,rickettsia_or_chlamydia
97,mental_process
98,enzyme
99,genetic_function
100,virus
101,animal
102,finding
103,age_group
104,self_help_or_relief_organization
105,qualitative_concept
106,anatomical_structure
107,carbohydrate_sequence
108,chemical_viewed_functionally
109,physical_object
110,molecular_sequence
111,carbohydrate
112,drug_delivery_device
113,temporal_concept
114,patient_or_disabled_group
115,intellectual_product
116,mammal
117,language
118,spatial_concept
119,regulation_or_law
120,occupation_or_discipline
121,bacterium
122,nucleotide_sequence
123,group_attribute
124,archaeon
125,idea_or_concept
126,activity
127,functional_concept
128,chemical
129,machine_activity
130,biomedical_occupation_or_discipline
131,organism
132,classification
133,entity
134,event
