,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
acquired_abnormality,0.39711252,-1.2397381,-2.0750592,-1.5054471,1.8791426,-1.5872629,0.4129325,1.4304702,-0.94868624,1.1260295,-0.20042583,-0.29231358,0.8939922,0.85472065,0.5794364,-0.67522293,0.7295493,1.2112051,0.46304825,0.88813573,1.3542553,0.2423664,-1.1543139,0.7621333,0.76942503,-0.38970894,-0.1948943,1.0123359,0.10947389,-0.34367895,-1.2632313,0.31608933
activity,0.86604846,0.5694174,-1.8255054,-1.1313965,0.10514009,-1.4937449,0.74999046,-0.14483556,1.5388782,-0.25592723,-1.0230476,-0.45435083,-0.8900411,0.23209143,-1.0448507,0.277961,1.5958681,0.28190044,1.1693457,0.16814116,0.7151924,-0.7614394,0.96162206,1.267558,-1.4546419,-0.68312955,0.29068416,0.18314204,0.79973626,-1.1742725,-0.41867036,1.0344142
age_group,0.19397427,1.7296867,-0.4323586,-1.3285384,1.0515764,-1.7092142,0.2739915,-1.0475515,-1.2375412,-0.20246719,-0.031301856,0.20431954,-1.5176352,0.3530992,0.91357565,0.8668123,0.289943,0.8854726,0.4417723,0.6710499,1.5062053,0.42067444,1.0469959,1.0993948,0.54352456,0.4526016,-0.20829856,0.019661777,1.6062564,-0.35228398,1.105904,-0.22169536
alga,-0.8329663,0.14259969,-0.7705658,-1.0498538,-1.8905236,-1.5945138,0.1731592,-0.5545579,-0.90615284,-0.2727528,-0.6572194,-0.3957194,-0.49437344,-0.25899237,0.8605603,1.5363334,0.06849471,1.9498457,0.7267142,-0.23360425,0.6755339,-0.4823392,-1.0392308,1.4348452,-1.9977821,-1.3120512,0.39457366,-0.35931286,0.74472046,-0.37230915,0.19412455,0.35995513
amino_acid_peptide_or_protein,-0.77615476,0.12221092,-1.344691,0.1605989,-0.6330323,-2.0915134,0.36395723,0.9836173,-0.72527057,-1.5394794,-0.9892576,-1.1206836,0.43533847,-1.6564641,-0.80037224,0.52200496,1.1074233,-0.013715986,0.4832297,0.76197547,2.1431935,-1.1005307,0.45296416,1.4896954,1.8994923,-1.0257769,-0.041007247,1.020424,-1.0566372,-1.5306711,0.77245057,-1.6707839
amino_acid_sequence,-0.9102081,0.9170368,-0.3488003,-1.5217136,0.38351634,-2.5184894,0.19308627,0.7542799,-0.9251186,-0.047680683,-1.6855761,0.32132852,-1.0665209,1.3514978,-0.3625044,1.6397198,1.660828,0.34392533,1.4337169,0.37676933,1.4931936,-0.57546544,0.37888163,0.90753645,-1.6952283,0.34101456,-0.5823793,-0.49938762,0.3032579,-0.54803085,0.013368016,0.984335
amphibian,0.5144268,0.27936953,-0.876421,-0.66040415,-1.972454,-1.8627106,0.92272735,0.12977411,-1.3397858,0.41565937,-0.2680579,-1.6400621,-0.67815626,-1.7995579,-0.2645747,1.2556125,1.1210191,1.059191,0.74662554,-0.29197314,1.6480857,-0.6476371,-1.1759635,1.4806662,-1.5655248,-1.3445445,0.3738826,-0.4563432,0.3132496,-0.8516831,0.75989133,1.0322304
anatomical_abnormality,0.590877,-1.2793789,-2.3366985,-1.7145473,2.206551,-1.4542949,0.8916244,1.1615757,-0.731748,0.9380598,-0.351266,-0.47079948,0.7561598,0.85540116,1.5962547,-0.55764675,0.42042476,1.3138555,0.60972035,1.5816289,1.0275671,-0.81890863,-1.1266811,0.83478343,0.762783,-0.7855065,-0.1444054,1.652934,0.055586483,-0.8435698,-1.1088057,0.73348105
anatomical_structure,0.43555266,-0.29692265,1.0886774,-0.9118822,1.2721776,-2.0149913,0.029387672,0.7225305,-2.3281505,0.43873867,-0.7396725,0.42469484,-1.0829016,0.014103897,0.7127071,-0.8802428,1.6147387,1.0319108,1.548126,1.7151575,0.39626256,-0.16203578,-1.3102357,1.5491229,0.02515075,0.025274832,-0.9771304,0.492161,-0.1295199,-1.1715381,0.4805569,-0.60790086
animal,-0.5490174,0.68711704,-0.22403806,-1.0272577,-2.071509,-1.9287118,1.4451891,0.8451837,-2.2187555,-0.20838088,0.24825904,-0.7374324,-0.99519753,-1.5235748,0.5550631,0.9952364,1.2462686,1.8138793,0.010870928,0.21984674,0.16907555,-0.47438756,-1.4234569,1.4422456,-1.2029757,-0.19688174,-0.049584743,-0.86271167,0.1501364,-0.8730856,-0.19980054,1.1030334
antibiotic,-0.23259692,-1.558201,-0.6101687,-0.33645827,-0.58377695,-1.9727846,0.3906164,1.1606618,-1.3101592,-0.54490453,0.4693751,0.4013898,0.46954456,-1.120746,0.38330883,1.7220678,1.1272795,0.60451233,0.719807,0.67704004,1.4057308,-0.07248926,0.97903347,1.285927,2.064108,0.09695991,-1.7088736,-0.11302932,-0.09078141,-1.2105482,0.6283342,0.691376
archaeon,-0.72177577,0.15607621,-0.5586203,-0.8163445,-2.3356082,-2.1763039,0.39315155,-0.90343064,-1.1135619,-0.9756097,-0.7465441,-1.2202379,-0.7570704,-1.2708946,-0.32096672,-0.009053046,1.2590734,0.7708895,0.73693967,-0.14271931,2.0273848,0.09413116,-1.47747,1.1805815,-1.3737544,-1.1913218,0.1731171,-0.4872609,0.7360899,-0.8783637,0.5143432,1.4032471
bacterium,-0.62613785,0.8655057,-0.37723187,-0.9312416,-1.0474486,-1.3173178,0.74257314,-0.94916874,0.13374713,-0.6266403,0.40609965,-1.0261682,-1.0459884,-1.9046241,0.40076306,1.4990332,1.2956734,1.1303499,0.5945578,-0.69363517,1.4363556,1.0151811,-1.255532,1.2377143,-1.4627869,-1.1680028,-0.86934465,-0.36324325,0.3087922,0.039731186,0.21988678,0.9370751
behavior,0.296231,-0.35639867,0.0003974086,-0.78045255,0.13196966,-1.4574858,0.76882815,-0.61858064,1.3494552,-0.072379015,-1.8201354,1.1790433,1.401516,-0.05751224,-0.55545634,0.09922771,1.7044845,0.8510336,0.6428329,-0.15247099,1.0335974,-1.1695628,-0.15557492,0.3660413,-0.41869342,-0.643546,-0.19127077,0.19952148,-0.52067995,-1.0684586,-1.2292138,-0.62012094
biologic_function,-0.05069059,-1.7972678,-0.23035426,0.1921614,1.1097901,-1.5976154,0.08209607,0.7666387,0.030774098,0.29392433,1.4842322,-1.2355626,0.5067156,1.4849815,1.2432235,-0.015427845,0.7579414,0.7313765,0.22504331,1.4494457,0.3808915,0.8124316,-1.2532935,1.7771043,-1.2223243,-0.87708485,-0.4387453,1.069793,-0.16450399,0.08705767,-0.41608503,0.22290425
biologically_active_substance,0.3269925,-1.2347962,-1.2935786,-0.15433499,-0.96076757,-1.5248146,0.7122731,1.1260742,-0.8709567,-1.2914197,0.17046331,-0.60293406,0.84775513,-0.79231226,0.25823087,0.010517571,1.642757,0.47612593,0.64404374,-0.26829275,1.1982183,0.50368226,1.2991531,1.3893402,1.7924564,0.0846026,-0.53263193,0.21382603,-0.1488927,-1.4626405,0.5992678,0.20477518
biomedical_occupation_or_discipline,0.9172158,1.5782981,-1.0499771,-1.3852482,-0.5129457,-0.6760759,2.4301898,0.49671626,0.2261481,-1.1075246,0.48821196,0.66790605,-0.95009327,0.20342937,-0.090847716,1.2622435,-0.37718776,1.8066866,-0.115028426,-0.2152062,-0.028079364,-0.96742946,0.5609764,1.2330363,-0.29483896,0.8533307,0.051957257,0.9525941,0.38493663,0.2818109,1.1347646,0.25598264
biomedical_or_dental_material,0.27818945,0.03667918,-1.0876483,-1.651585,-0.667585,-1.8372263,-0.080413386,-0.6691905,-0.541075,-1.2761415,-0.4530311,-0.33511677,1.0048134,-1.606716,-0.15819198,1.1522053,1.5691367,0.917595,0.6679013,0.45834062,1.6264471,-0.0927587,0.2524521,1.3712273,1.9632521,-0.1545106,-1.1079854,0.51545733,-0.08313829,-0.63908863,0.46434623,-0.3857494
bird,-0.35103768,-0.619302,-0.60061496,0.078367695,-2.0405073,-2.0558558,0.22990786,-1.0409343,-1.1997219,-0.26854932,-1.0870901,-0.2302268,-1.1850232,-0.94831705,1.6133009,1.3248079,1.1791954,0.8451494,0.6744101,-0.47660425,1.6743869,-0.22803928,-1.601552,1.1283708,-1.6906742,0.17154634,-1.0277147,0.42598367,0.18514924,-1.883369,0.01677424,0.55685395
body_location_or_region,-0.18570018,0.66539705,0.320304,0.8617396,1.1042542,-1.5541707,1.556301,-0.476673,-0.83745533,-0.078364305,-0.769779,-0.61366755,-0.9456722,0.6509714,0.74023455,1.159061,1.6846704,1.1850426,1.4374157,-0.120525725,1.180556,-1.7454242,-1.0956365,1.0268496,-0.3782983,0.44613537,0.25976104,0.22072466,0.65590507,-1.733382,-0.08282251,0.02890765
body_part_organ_or_organ_component,0.31308848,0.16261987,-1.3322138,1.0897709,1.4816701,-1.9017322,-0.21120521,0.5928117,-1.9717563,0.6873835,-0.6943401,-0.94280607,-0.6390783,-0.98718196,-0.2971512,-0.37907976,1.6268538,1.4019098,0.5561941,0.69554526,0.6000965,-0.57282376,-1.0920099,-0.40045464,-0.6083265,-0.07370636,-0.058557607,0.7535865,-0.30741122,-0.81104636,0.5077827,0.25022906
body_space_or_junction,0.32178143,0.825239,0.3428879,0.66221106,0.41720763,-1.0977855,0.41156223,-0.22524661,-0.7506722,0.04066581,-1.5600246,-0.32759157,-0.317746,1.2397879,-0.012883769,0.5105791,1.6391495,0.8677915,0.7836609,0.010746615,0.562331,-1.2989304,-1.0045931,2.2743447,0.15785788,0.61948323,-0.27230367,0.22991693,-0.21158262,-0.07123514,0.13322836,-0.25260633
body_substance,-1.3011295,-0.34660432,-0.614334,1.0273604,-0.72550327,-0.8827329,0.9985809,-0.2681597,-2.0051339,-1.8944498,2.3649635,-0.3100002,-0.25013813,-0.31773922,1.5015866,1.0181681,1.9505332,1.0051119,1.2361954,0.29697838,1.8382325,1.2828375,1.5444012,2.6413057,0.5337947,0.17302133,0.42071444,0.17525056,0.2376645,-1.434837,0.98738813,0.56434083
body_system,0.7153159,0.19913445,-1.9349211,1.5934227,0.56016934,-1.565889,0.17133693,0.2952793,-0.7531066,-1.2797102,-1.8423676,0.36921525,-0.93393624,0.5735573,0.31343746,0.71659476,0.9297532,1.5537716,1.6715628,0.096502,0.8073273,-0.45036623,0.7452859,1.6730973,-1.9986886,0.13541274,-0.49658912,0.7500637,0.22141483,-2.4346735,0.51534295,-0.13757685
carbohydrate,-0.5502477,-0.68580765,-1.1218408,-0.19346,-0.59451383,-1.6518233,0.75406134,0.14833428,-0.5695084,-2.0181518,-1.1088476,0.08695083,0.43517652,-1.3543999,0.58542436,0.8280174,1.6378676,0.57074577,0.2328147,0.40470505,1.0202734,-0.9076812,0.71821207,1.5984378,1.810387,-0.55664957,-1.0435736,0.013745523,-0.035382003,-0.91585857,0.37959638,-0.67273015
carbohydrate_sequence,-0.03700852,1.0865936,0.07461529,-2.0816915,-0.31983116,-2.380343,0.028647685,0.49169478,-1.323691,-0.065689854,-1.414599,0.29068723,-0.6680058,1.898006,0.66548157,2.02956,1.4986238,0.42379165,0.41194806,0.45712373,1.5884722,-0.9036608,0.22821017,1.6165191,-0.85831547,-0.33669984,-0.584601,0.38657326,-0.09071216,-0.59672314,0.574794,0.26412627
cell,1.0823888,0.9453005,-1.0944115,2.0271268,0.8931669,-1.9089048,1.4057624,0.14998274,-2.0796866,0.96472096,-0.9854403,-1.0285708,-1.1405263,-0.8432941,0.4287509,-0.52407247,2.2035997,1.3431655,1.2253063,0.103506416,0.6932473,-0.5600205,-1.7046785,-0.15243806,-0.5989902,-0.66861063,-0.45549303,-0.0030535785,-0.482082,-0.7777945,0.19862074,0.40486488
cell_component,0.43173245,-0.8929629,-1.232882,0.83159053,0.4441605,-1.7581378,0.46504623,0.10434502,-1.8052499,0.6678385,-0.4816372,-0.56113607,-0.9161492,-0.9056591,-0.051463697,-0.2412209,1.3987118,1.0585566,1.4946779,0.69531506,0.56574064,0.15598093,-1.3476334,-0.12873559,-0.51960224,1.2840126,-0.78622645,2.58,0.22044687,-0.734312,0.10925245,0.50955784
cell_function,-1.1152453,-1.3862903,0.2731079,0.63758737,1.1044099,-1.5609605,-0.41280925,1.0543308,0.8649657,0.43424702,0.60400486,-1.5489817,0.7642453,1.4762263,0.63302433,0.17214336,0.61762244,1.2575161,0.3408423,1.4304186,1.4525412,0.4525946,-1.6408037,0.6611937,-0.80355895,-0.95921475,0.18950857,-0.5590175,-1.8331597,-0.7356789,-0.551003,-0.42808422
cell_or_molecular_dysfunction,0.49578738,-1.1215382,-1.416489,-0.7849547,1.6761482,-1.3306525,-0.13487074,-0.758592,-0.8572329,0.6218551,1.3905702,-2.0550907,0.83242977,0.9475586,0.070877165,-0.9257375,0.33105478,0.87900156,-0.002391091,0.07438524,0.69077367,0.47045928,-0.8703061,1.3082353,-0.6680743,-0.8757541,-0.044702463,1.2443632,1.194783,-0.70991546,-1.4157976,-0.44327626
