,relation
0,isa
1,issue_in
2,associated_with
3,causes
4,process_of
5,affects
6,produces
7,part_of
8,contains
9,result_of
10,complicates
11,interacts_with
12,location_of
13,manifestation_of
14,disrupts
15,precedes
16,occurs_in
17,evaluation_of
18,property_of
19,performs
20,exhibits
21,method_of
22,co-occurs_with
23,interconnects
24,measurement_of
25,assesses_effect_of
26,diagnoses
27,degree_of
28,practices
29,measures
30,manages
31,prevents
32,carries_out
33,adjacent_to
34,indicates
35,treats
36,uses
37,ingredient_of
38,conceptual_part_of
39,connected_to
40,conceptually_related_to
41,surrounds
42,analyzes
43,developmental_form_of
44,consists_of
45,derivative_of
