,entity
0,biologic_function
1,molecular_function
2,laboratory_procedure
3,organophosphorus_compound
4,neuroreactive_substance_or_biogenic_amine
5,acquired_abnormality
6,cell
7,qualitative_concept
8,physiologic_function
9,gene_or_genome
10,congenital_abnormality
11,indicator_reagent_or_diagnostic_aid
12,professional_or_occupational_group
13,biologically_active_substance
14,organic_chemical
15,organ_or_tissue_function
16,disease_or_syndrome
17,medical_device
18,family_group
19,cell_or_molecular_dysfunction
20,mental_or_behavioral_dysfunction
21,clinical_attribute
22,sign_or_symptom
23,research_activity
24,rickettsia_or_chlamydia
25,mental_process
26,laboratory_or_test_result
27,pathologic_function
28,alga
29,molecular_sequence
30,social_behavior
31,receptor
32,self_help_or_relief_organization
33,hazardous_or_poisonous_substance
34,body_space_or_junction
35,nucleic_acid_nucleoside_or_nucleotide
36,inorganic_chemical
37,natural_phenomenon_or_process
38,cell_component
39,immunologic_factor
40,pharmacologic_substance
41,carbohydrate
42,hormone
43,organism_attribute
44,organism
45,neoplastic_process
46,regulation_or_law
47,chemical_viewed_structurally
48,carbohydrate_sequence
49,anatomical_abnormality
50,enzyme
51,injury_or_poisoning
52,tissue
53,population_group
54,event
55,organism_function
56,virus
57,bacterium
58,antibiotic
59,fully_formed_anatomical_structure
60,behavior
61,clinical_drug
62,eicosanoid
63,age_group
64,diagnostic_procedure
65,cell_function
66,human
67,molecular_biology_research_technique
68,steroid
69,fungus
70,finding
71,individual_behavior
72,drug_delivery_device
73,genetic_function
74,quantitative_concept
75,amino_acid_peptide_or_protein
76,food
77,vitamin
78,temporal_concept
79,professional_society
80,body_location_or_region
81,geographic_area
82,therapeutic_or_preventive_procedure
83,health_care_activity
84,animal
85,phenomenon_or_process
86,lipid
87,group_attribute
88,bird
89,organization
90,element_ion_or_isotope
91,experimental_model_of_disease
92,chemical
93,occupational_activity
94,embryonic_structure
95,research_device
96,body_part_organ_or_organ_component
97,vertebrate
98,chemical_viewed_functionally
99,educational_activity
100,patient_or_disabled_group
101,classification
102,environmental_effect_of_humans
103,occupation_or_discipline
104,governmental_or_regulatory_activity
105,substance
106,activity
107,reptile
108,functional_concept
109,conceptual_entity
110,group
111,biomedical_or_dental_material
112,amphibian
113,body_substance
114,invertebrate
115,human_caused_phenomenon_or_process
116,plant
117,anatomical_structure
118,health_care_related_organization
119,body_system
120,mammal
121,manufactured_object
122,daily_or_recreational_activity
123,spatial_concept
124,nucleotide_sequence
125,fish
126,language
127,physical_object
128,machine_activity
129,amino_acid_sequence
130,biomedical_occupation_or_discipline
131,intellectual_product
132,archaeon
133,idea_or_concept
134,entity
