relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
adjacent_to,-1.0654778,-1.2136456,2.7508378,0.055658713,1.9510506,-2.087623,-0.11266565,-2.053012,1.1059916,-1.0539677,1.4042047,-1.2515947,0.30574512,1.1997249,3.0854838,0.30713537,2.5464325,0.7317389,-1.0055189,-0.5527418,-0.16549799,1.482687,-2.9850442,1.102339,-2.6897657,2.1881592,-1.9897882,-1.2792349,1.8735032,0.29578304,1.6853576,-2.1322546
affects,-3.1466577,1.7028846,1.7070514,-0.45276588,-0.30311063,-3.3400095,0.84363115,-0.589598,-2.5546174,-2.6925447,-0.06962549,-1.0579765,2.1509044,-0.2180106,1.9720135,2.8320208,0.10140905,2.4777336,-0.6411311,1.3082088,0.7161203,-0.04286746,0.22479188,3.7084432,0.6253016,-2.320401,-3.9183233,-0.017535748,-0.12742579,0.3580433,-2.2979014,2.9173658
analyzes,-2.1657186,-3.7866762,-1.3780317,-2.475243,-1.7508676,-2.329261,-1.1838734,-1.8232168,2.8265395,1.6471543,-3.4992542,-0.20276336,0.07662997,-1.4907998,0.57397926,-4.026073,1.8927534,1.3934752,-0.6624252,-1.4178512,-0.84930015,-1.4749099,2.0673382,-0.15931983,-2.193669,0.37450078,0.44999033,0.48438796,-0.27033564,0.7956135,2.0512247,-4.5304694
assesses_effect_of,-2.23772,-2.3319235,-0.52027845,-1.7303965,-1.7518791,-0.80900925,-2.2252188,3.214637,-0.98491096,1.0848292,-1.8388159,-0.61191964,-2.6348486,-0.054678164,1.0348717,1.7921488,2.5886467,1.3265135,-1.1501571,-0.20405209,1.9967682,-3.0643713,1.3689666,1.3765973,-2.6413004,-1.7108543,-1.8571825,-0.7340989,3.6504643,-0.08925825,0.6365399,0.9724998
associated_with,-2.772769,-1.7819215,2.3626022,-0.7741617,1.1782589,-3.5112627,0.056442626,0.37223497,1.0043564,-3.4797897,0.4355117,0.73724216,-1.7318791,-2.5001078,0.58260936,0.9481426,-4.039905,-2.9136188,0.5549172,0.92411095,1.3805987,-1.0657448,2.0504935,1.4860721,2.5745602,-1.6824298,1.3183188,-1.4511926,4.027674,1.1000798,-0.26453978,-0.2685284
carries_out,-2.0265827,-2.1791663,0.61941725,-1.3635219,1.4470605,-2.3066587,-0.55489486,-0.9718021,-2.9628413,-3.0937176,0.10801047,-0.4360666,3.20367,1.9071887,-1.0334291,-3.12663,-0.9599584,-1.4114187,2.8463926,2.3707635,-1.8829579,-1.9142612,-0.0136709325,2.1416967,-2.743868,3.0423102,-0.31910482,0.42681426,-0.70485026,-2.8967152,-0.7542847,3.66565
causes,-2.0631833,0.7029046,0.61736965,-1.3961067,-0.7782386,-2.3834443,-1.3151251,1.6199927,-2.4041114,1.5546923,0.35800108,0.41965213,0.069878705,-3.012751,0.8501087,-0.4588742,1.0550749,3.019512,3.1809287,-1.1282678,2.875545,-1.456239,0.60721296,-2.2989233,3.5689247,0.24443702,-1.1871616,-2.1638246,-1.0391659,1.0662981,-1.3017584,-2.278189
co-occurs_with,2.6311522,0.4822416,0.1384661,-1.7953887,0.5670513,-2.4908066,-0.035590965,1.014581,2.7766383,1.2982035,-0.24242924,1.4889238,3.6021385,-0.38112772,0.20206867,1.9357421,-0.8211569,-1.2355257,3.291265,0.6520172,0.91482586,0.82057697,1.2084268,-2.4756207,0.2446288,-1.4253032,-0.34812802,-2.0912042,2.5264704,0.053820316,-1.1598485,1.5103015
complicates,1.1316572,0.4997447,2.6609955,-1.2928212,-0.17808254,-1.4825776,-0.7174616,1.1929343,-2.5096073,-2.8833137,-0.9224206,1.5615604,2.052213,-1.8882893,1.1114163,1.9068244,-0.45007983,-1.0512817,3.547017,0.13221,0.04975445,-0.716508,2.2718916,0.27296305,2.6761858,1.7114052,0.36536038,-1.6818562,-1.3851289,-0.41892746,-2.7633214,-2.2855995
conceptual_part_of,-1.9925184,-2.2390356,3.660532,0.8391285,0.5869155,-2.0060558,-2.8005698,-0.6206865,2.3793383,-0.9258763,-0.86523396,-0.5271833,1.4153148,0.6907426,1.9113402,-1.4292253,0.9104281,-1.558902,1.5707142,-2.7908819,2.9942484,0.38190782,-0.77952904,3.9078596,1.2618669,1.2235483,1.2890667,2.80948,-1.5003341,0.70157236,-4.6888065,1.1851552
