,relation
0,associated_with
1,affects
2,manifestation_of
3,property_of
4,measurement_of
5,location_of
6,complicates
7,part_of
8,result_of
9,issue_in
10,assesses_effect_of
11,interacts_with
12,isa
13,process_of
14,diagnoses
15,causes
16,performs
17,degree_of
18,measures
19,disrupts
20,manages
21,co-occurs_with
22,prevents
23,carries_out
24,produces
25,evaluation_of
26,occurs_in
27,adjacent_to
28,precedes
29,indicates
30,practices
31,treats
32,ingredient_of
33,uses
34,conceptual_part_of
35,contains
36,connected_to
37,method_of
38,surrounds
39,interconnects
40,analyzes
41,exhibits
42,developmental_form_of
43,consists_of
44,conceptually_related_to
45,derivative_of
