,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
brazil,-0.0031571453,-0.40750188,0.7239571,0.39154172,-0.7667433,-1.0210313,0.06743932,0.4715789,1.5311627,-0.47721893,1.556247,0.36936873,-0.9029709,-1.1467571,-0.7405355,-1.3900858,-1.3158764,0.3375293,0.4168557,0.97355586,-0.6605297,2.6334386,1.8428175,-0.40274447,-0.7132148,2.178681,-1.299755,-1.2463723,0.08403484,-1.2661343,-0.59853745,0.021121198
burma,-1.6420932,0.2966864,0.9248939,0.31604564,-2.018955,0.9900734,-1.6001443,-0.33336166,-0.420515,0.6053236,0.9232043,0.27486894,2.121274,0.7581566,-1.5354815,-0.8994605,0.8279303,1.6702065,2.0399208,2.0270798,-1.2154206,0.61470795,1.1269107,-0.63847065,-0.03781168,-0.23188129,0.85666484,-0.27083257,0.18319836,-1.5247766,-0.31686774,-0.72111917
china,-1.2757778,1.9443837,-1.3939203,-0.45763776,-1.704635,-1.2989916,-0.84996665,-1.8282673,2.735317,0.0462756,0.5280862,0.31502253,1.0021231,0.66438836,-0.8989321,0.07947246,-2.351238,2.0245032,0.5041539,1.5491053,1.0697763,1.5275867,0.66396594,2.8909066,-1.4852158,-1.6334981,-0.06808737,1.1194662,0.0682527,-1.8005189,-0.12636824,-0.8518175
cuba,-1.0154026,1.1681538,0.28550714,-0.5006946,-0.84350944,0.40757498,-1.1386029,-1.7854266,-1.1519043,-1.5918967,1.8704922,-0.32045302,-0.4650281,0.23160264,-1.0337229,-1.3444978,-1.5762545,0.6845085,2.0096679,0.8581812,-0.009890925,0.73380435,2.7532427,-1.226052,-0.24668056,-1.5110155,1.1590773,0.48115447,-0.67891514,-1.294644,-1.1780733,0.07542855
egypt,-0.9033076,0.9812461,-0.5044315,0.894789,-1.4373419,0.53831834,0.423884,0.0071699875,-0.15710214,0.77982146,1.2272801,0.2337417,-0.30897152,-1.0576706,-0.9640628,-0.7371046,0.7707065,1.6925787,-0.28890905,0.41522825,-1.6972755,1.5988576,1.8115416,-0.34162396,0.5565504,-0.16156222,-0.5045267,-0.085762225,1.0959274,-0.92449874,-0.55900115,-0.15038852
india,0.3633271,0.23340592,2.2573361,0.06662561,-1.7592133,0.9259073,0.3160106,-0.33425975,0.9692884,1.292662,1.0537125,-1.9012314,0.31775087,-0.55528986,-2.1769943,-0.76884675,0.70043707,0.49985617,1.4160022,-0.48946992,0.8127016,1.7937466,0.92653286,-0.94646347,-1.2485073,0.7071966,0.3495632,-0.30462664,0.5133278,0.009407402,-1.6556404,2.3932598
indonesia,1.0216309,0.16999972,1.3767163,1.5657035,-1.4621936,0.9271133,-0.9565994,-2.0564094,-0.77441674,-0.52800363,0.7404587,0.80616426,0.20221612,-0.35002834,-0.9532652,-0.4103574,0.60762984,1.4626507,2.1210604,-0.7745895,-0.1474921,1.3683937,0.421071,-1.0471455,-0.113201976,0.45122877,0.013013467,0.0061884196,0.06998034,-1.1193414,0.41346115,-0.5416813
israel,-1.9815066,-0.035977263,0.617398,-0.004911972,-0.062367763,1.4161528,1.1771598,0.12860823,-0.11659114,1.0213692,0.31385657,1.8670346,-0.92462826,-2.686594,-1.9770613,-0.028875798,2.0470264,1.0235751,1.3571559,0.33562255,0.60270065,1.3593184,-0.14308795,-0.1728795,-1.345878,0.15170418,-2.03686,-0.9835879,-1.5894183,-1.5161983,-1.2211449,-0.121397026
jordan,0.8335561,2.030685,0.042229865,1.2231745,0.031404518,-1.0268605,-0.88395035,0.054357216,0.6110191,-0.05727528,0.74370563,0.5668683,0.7855232,-0.70544493,-1.0495596,-0.080093004,1.6916494,0.7191501,2.883417,1.8436127,0.6358689,0.049402308,1.9803909,-0.1566637,0.15759136,0.8194052,-0.2494807,0.43743593,-1.9438581,-1.5572876,0.21302612,-0.15086262
netherlands,0.41705063,1.6600995,-0.1102683,-0.93023413,-0.3170557,-0.4175379,0.1121454,0.27306274,-0.21141331,0.9115936,0.27745268,-2.1882157,-0.9654236,0.4256875,-1.0514702,-0.9557403,-1.7061081,-0.8584386,1.1222934,1.9896402,0.8607506,1.594028,-0.44904655,0.4293793,0.077299714,2.2089164,0.5504908,-1.5924404,0.2321339,-0.971951,-2.4284472,-1.2467176
poland,0.25938576,1.4001033,0.3432282,-0.60776514,-0.49467367,-1.129977,-0.57141376,0.5370585,-0.448247,0.76227313,0.58011997,0.61261827,-0.36708713,-0.23791516,-0.4859133,-0.3699259,-1.4506575,-0.8118806,1.8495938,0.36117938,0.24721324,0.5945032,0.7649452,0.4111017,0.021291485,-0.84739536,0.7900642,-0.8419876,1.1692827,-0.7699534,-1.8134367,0.25292236
