relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
location_of,1.4688646793365479,1.3935477733612061,2.0932056903839111,0.6293901801109314,0.8927987813949585,0.1416602879762650,-2.2821640968322754,-0.3239987194538116,0.7736924290657043,-0.8249176144599915,2.7961091995239258,-1.7840068340301514,-1.5164053440093994,-1.1957877874374390,2.2167863845825195,-0.6564251184463501,-0.0032134796492755,-1.4296579360961914,-1.5973908901214600,-0.4095683395862579,-0.2331725507974625,0.5047665834426880,0.4628931581974030,-1.9315254688262939,-1.8160736560821533,1.3497322797775269,-0.7461448311805725,-1.5095757246017456,-0.8079069852828979,-0.7119987010955811,-1.6836546659469604,-1.2115143537521362,0.2737334966659546,-1.3427852392196655,-0.1662645339965820,-0.8439513444900513,0.6133858561515808,-1.8162860870361328,0.4382151365280151,1.5635671615600586,0.4339990913867950,0.6968369483947754,-0.8284775614738464,-1.6516730785369873,-0.6813846230506897,-1.1305550336837769,-0.8022730350494385,-0.7198807597160339,-1.1988220214843750,1.4725916385650635,0.1577394604682922,-0.5445150732994080,1.7670532464981079,1.0170971155166626,-0.5505177378654480,-1.1137263774871826,-1.5268292427062988,-0.7270408868789673,-1.0650879144668579,0.8294479846954346,0.4962818324565887,-0.4362713694572449,0.1948729157447815,0.9791699051856995
manifestation_of,-1.0552270412445068,0.6900029778480530,0.1982713788747787,-0.8377758860588074,-3.5067775249481201,0.6902668476104736,-0.2790021598339081,-2.1462740898132324,0.1571699082851410,-0.4383831024169922,-0.8741914033889771,1.3568571805953979,-2.7381653785705566,-0.9597527980804443,2.0839240550994873,-1.6926826238632202,0.9407026171684265,-1.8470082283020020,-0.4502724111080170,-0.7849171757698059,-0.1219920441508293,0.7533993124961853,-0.2100453227758408,0.3875085115432739,-0.4071082770824432,-0.4194918572902679,-0.9979683160781860,0.1852427423000336,-2.2522847652435303,-0.7915023565292358,-0.5619869232177734,-0.1394077241420746,1.2566375732421875,0.1152405962347984,0.9785340428352356,0.2594932615756989,1.3390723466873169,-1.1963279247283936,0.5236973762512207,1.8659209012985229,0.3090545535087585,0.3247153162956238,0.5924845933914185,-0.9204245209693909,-0.3609420061111450,0.4042965471744537,-1.3374781608581543,1.8151834011077881,0.3686063885688782,1.4849044084548950,1.3790423870086670,-3.1630098819732666,1.1984976530075073,-0.9212626814842224,-1.2883204221725464,0.6771651506423950,0.5621936917304993,1.3995668888092041,-1.6403039693832397,0.0298863574862480,-0.1089441031217575,0.7160181999206543,-1.1253161430358887,-0.0956467911601067
isa,0.0196194835007191,1.2351266145706177,-1.7261420488357544,0.6148854494094849,1.7239176034927368,0.5128896832466125,-2.2541108131408691,-1.7811076641082764,0.3994975686073303,-0.8868400454521179,2.0124359130859375,0.8519561290740967,1.1121368408203125,-1.0879272222518921,1.9642477035522461,0.2589980363845825,1.1895455121994019,2.3951396942138672,-2.2307744026184082,-1.5570892095565796,2.4994289875030518,-1.4593987464904785,0.2108843475580215,-0.2705381214618683,-0.0553583726286888,-0.0584207773208618,-0.7999817132949829,-0.8761630654335022,-1.1053718328475952,-0.6924955248832703,0.6041374206542969,-4.4570865631103516,-1.4597332477569580,-1.4813603162765503,2.0267627239227295,1.3258311748504639,-1.1033604145050049,-1.0939507484436035,-1.1658203601837158,-1.6529223918914795,1.6914308071136475,1.8684782981872559,1.4788883924484253,-1.6767014265060425,0.6337311863899231,0.1918394863605499,0.9644259214401245,0.5757900476455688,0.6732408404350281,-1.6910037994384766,-3.2804925441741943,0.4432178735733032,1.5599098205566406,-2.4364445209503174,0.5811992883682251,-1.0852838754653931,-2.1608483791351318,1.2308430671691895,-0.7767282724380493,0.2129655778408051,1.0023666620254517,0.8340386748313904,0.3395870327949524,0.8542960286140442
affects,-2.1893396377563477,0.9590263366699219,1.9474316835403442,0.5983811020851135,-0.8265109658241272,0.7794154286384583,-0.8120087981224060,-2.5931036472320557,1.0502823591232300,-1.8623956441879272,-3.1468288898468018,-0.7409904003143311,-2.9679009914398193,-1.0895994901657104,-0.2573630511760712,-1.9305640459060669,1.3466758728027344,0.9152814149856567,-0.5664193034172058,0.6767613887786865,-1.2404805421829224,0.5380170345306396,0.7821244001388550,-2.6456594467163086,0.4236994981765747,-0.8039627671241760,-0.2652659714221954,-1.4411245584487915,-1.9079518318176270,-0.7526387572288513,1.0964444875717163,-1.0715981721878052,0.6719880700111389,-1.6250646114349365,0.8868508338928223,-0.4901123642921448,-0.5163320302963257,-1.1380510330200195,-1.1824319362640381,-0.7559231519699097,0.2759224474430084,1.1359970569610596,-0.7113918066024780,-1.7863259315490723,0.2272547185420990,-0.8365387320518494,-0.7469584345817566,-0.3958645761013031,-0.5274832248687744,2.4411954879760742,0.5554788708686829,-0.3668006956577301,-0.2460967153310776,-0.6623629927635193,0.3235394656658173,0.3241710066795349,-2.1623897552490234,-1.3702188730239868,0.9555779099464417,-1.5591471195220947,-0.6504385471343994,-1.6849517822265625,-0.2356279194355011,0.3613089919090271
associated_with,-1.5173416137695312,0.6980118155479431,-0.3285067379474640,0.3283213675022125,-0.0544237904250622,1.3563145399093628,-0.9232163429260254,-2.5389537811279297,-0.2761856317520142,-0.7764626145362854,-0.5049021244049072,1.0947728157043457,-0.7655958533287048,-1.1095752716064453,1.4073121547698975,-0.0690867453813553,-0.3239597976207733,1.3667755126953125,0.8245888352394104,-1.1951174736022949,-2.9900465011596680,0.0655831322073936,-0.9313209652900696,-0.9348484873771667,-1.7758648395538330,1.2973806858062744,0.9859254360198975,-1.7749493122100830,-1.3773577213287354,1.0770663022994995,1.0518311262130737,-1.4004040956497192,-0.2548191845417023,1.2142353057861328,-0.5827310681343079,1.6227355003356934,-0.1545622497797012,0.1203235536813736,-0.1331993788480759,1.7467590570449829,-1.2694394588470459,0.1896659284830093,1.6741266250610352,0.1026575714349747,-0.7690384387969971,-2.3238859176635742,-1.7334122657775879,2.3761737346649170,2.1844620704650879,0.9845148921012878,-0.1895618587732315,-0.7994034290313721,1.1274108886718750,0.5281029343605042,0.0133035704493523,0.5073992013931274,1.3909997940063477,1.3684040307998657,0.5541374087333679,-0.3044315874576569,-0.2166688591241837,2.5081472396850586,0.6465470790863037,0.0328816100955009
interacts_with,0.9615776538848877,1.7835055589675903,0.3377541601657867,-0.1533441096544266,0.3976380825042725,0.3948066532611847,-1.7446377277374268,-1.9092643260955811,-2.4570803642272949,0.1899785250425339,2.8024275302886963,0.4016489088535309,-1.2084426879882812,-1.4783703088760376,2.3521759510040283,0.5379507541656494,1.4843027591705322,2.1853647232055664,-2.8619022369384766,-0.7122432589530945,0.6950578689575195,-0.6263915300369263,-0.9200349450111389,-0.1534450352191925,1.5041288137435913,1.0220224857330322,0.0657540559768677,-1.8352630138397217,0.4172112941741943,-0.7016545534133911,-0.6855331659317017,-1.7905079126358032,0.3287146389484406,-0.4439785778522491,0.7975031137466431,-0.7872590422630310,-1.1403120756149292,1.8137509822845459,1.3476529121398926,0.6379491686820984,-0.5617694258689880,0.5373143553733826,1.1174877882003784,2.5998210906982422,-0.1220823526382446,0.5080060958862305,0.7814607620239258,-0.3062344789505005,-1.0834087133407593,-2.0854065418243408,-0.6587913632392883,1.5623370409011841,0.8938506245613098,-2.2612674236297607,-0.0927342101931572,0.4253377020359039,0.7177717089653015,2.8847742080688477,-2.6467030048370361,0.9482647776603699,-0.8334365487098694,-0.1271912157535553,-0.9205236434936523,-2.0036017894744873
result_of,-1.8958221673965454,-0.9396225810050964,0.5929549932479858,-1.4711358547210693,0.1514174491167068,0.1622362732887268,-1.3699271678924561,-2.7220025062561035,0.2857620716094971,1.9541540145874023,1.2737666368484497,-0.7793722152709961,-1.5566916465759277,-0.1408245861530304,2.5810062885284424,-1.4173178672790527,1.0087565183639526,-0.0625247061252594,0.1968070417642593,-1.3850171566009521,-0.8848562240600586,-1.8581844568252563,-0.1299700438976288,-0.6793969273567200,1.9591743946075439,-2.4246916770935059,0.9988776445388794,0.1024909541010857,-2.4457273483276367,1.1739518642425537,-0.5460429787635803,-0.1959925293922424,0.3015413582324982,1.6503109931945801,1.7294741868972778,0.0080690495669842,0.3399819135665894,-0.2543059885501862,0.4179863035678864,0.4051077067852020,1.0826896429061890,0.7288355231285095,-1.0845512151718140,2.1698434352874756,0.1390135437250137,0.5323563218116760,-1.8382343053817749,-0.8421523571014404,-1.6882776021957397,0.1871525943279266,0.2119122445583344,-1.1724010705947876,-0.0821311846375465,0.1028880551457405,0.5206231474876404,0.3335107564926147,0.9287207722663879,-1.0992938280105591,-1.0522831678390503,0.2223827689886093,-0.5672141909599304,-1.3004838228225708,-0.9346305131912231,0.3242311179637909
complicates,-1.6355222463607788,-0.3538464903831482,0.5634972453117371,-0.3505221605300903,-0.3394310176372528,1.9960055351257324,-0.8637213706970215,-1.3247106075286865,-0.9923112988471985,-2.1517076492309570,1.4852608442306519,0.5352469682693481,-1.9579942226409912,-1.5064563751220703,-0.7527726292610168,-0.0626052245497704,1.1924644708633423,0.7605283260345459,0.0795201584696770,-1.9351119995117188,1.6432663202285767,-0.2968805134296417,-1.1986584663391113,-0.7881321907043457,0.9802435636520386,-0.7219936251640320,-0.4150604903697968,-1.8521878719329834,-1.1106982231140137,0.8193643689155579,-1.2287275791168213,-0.2238034754991531,-0.4694211483001709,-3.0627582073211670,-0.1665190458297729,-1.4850578308105469,-0.1648342907428741,-0.4204200208187103,0.8827576041221619,1.9332989454269409,-1.7583426237106323,1.2877476215362549,-2.2563087940216064,-0.7612622976303101,-0.0341919772326946,-1.0162676572799683,1.8867710828781128,1.0594929456710815,-0.9140743017196655,-0.6763415932655334,-0.1257781088352203,-2.2762160301208496,0.4719408750534058,-0.8547421097755432,1.2052701711654663,-0.5710051059722900,-1.3428473472595215,0.2661718130111694,1.9548250436782837,-0.9757522344589233,-0.4716228246688843,-0.9843552112579346,-1.8224347829818726,-0.4636477231979370
occurs_in,-1.5214260816574097,0.4586873054504395,-0.3022862374782562,-1.4017376899719238,-0.3128826320171356,1.3332179784774780,-0.1684945523738861,-1.6215267181396484,0.2088271677494049,0.7799283862113953,-1.0978738069534302,0.0024723371025175,-0.0933092832565308,-0.7141034007072449,1.1611195802688599,1.5474958419799805,0.0721350982785225,0.9032146930694580,-0.5938161611557007,-1.0915920734405518,-0.3440214395523071,-1.4198017120361328,-1.7095278501510620,-0.4371094703674316,-2.1817653179168701,0.7994473576545715,-3.2821350097656250,-0.8455448150634766,-1.4029803276062012,0.7393355965614319,-1.4759798049926758,-0.5063807368278503,0.9221221208572388,-2.0644826889038086,-0.5240648984909058,-0.9476656317710876,-0.8399288654327393,-0.2994844615459442,1.7313189506530762,0.5269709825515747,2.3153905868530273,0.1540830880403519,1.5177980661392212,1.6460419893264771,-0.6024852991104126,-1.2937979698181152,-1.1080565452575684,-1.1060985326766968,-0.8578999638557434,-0.0540878437459469,-2.5317320823669434,-0.1880425512790680,1.3068425655364990,-0.2831583917140961,0.4189868867397308,-0.8652721047401428,-0.0073021063581109,0.0369866564869881,-1.8799116611480713,-0.7017372250556946,0.4665639400482178,-1.7638719081878662,-1.6779034137725830,-0.5591665506362915
uses,-0.0707885324954987,-1.6524139642715454,-0.3199957311153412,-1.6726775169372559,0.0981929004192352,0.9977126121520996,-2.0062034130096436,1.3554378747940063,-2.3587818145751953,-0.5403469800949097,0.3566820323467255,1.5659780502319336,-0.8254024386405945,-0.5956361293792725,0.3474910259246826,-1.5204098224639893,-0.3913060128688812,-1.2109831571578979,0.6054651737213135,-1.7431039810180664,1.0875649452209473,-1.8078570365905762,-0.7322841882705688,-0.6019788980484009,0.2000143527984619,-2.5268950462341309,2.3094677925109863,-1.6912344694137573,-1.8423804044723511,-2.1592602729797363,-0.7657091021537781,0.3864630162715912,0.6611087322235107,2.0062644481658936,2.0986013412475586,0.2864551842212677,1.4702548980712891,1.1012382507324219,0.6503700613975525,0.0441127903759480,-0.4640893042087555,1.0934932231903076,0.3445870876312256,0.4279409945011139,-0.4294058978557587,0.4196854829788208,0.1227379888296127,-0.8314784765243530,-0.0845856964588165,2.1114807128906250,0.4328936040401459,-0.1138808429241180,-0.7213999629020691,-1.7109586000442505,-0.4466266632080078,0.1560439467430115,1.3335148096084595,-1.2576262950897217,1.4447565078735352,0.9926617741584778,-1.7773854732513428,2.2726032733917236,0.2571454644203186,0.7111225128173828
