,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
person0,0.44133854,0.54889446,1.1683811,-0.32709703,-0.042053174,-0.12560128,-0.6927205,-0.6510881,-0.7612431,1.0338328,-0.6803498,-0.24826932,-0.21919028,-0.42395872,-0.8343225,0.09283028,-0.55396056,-0.34991315,1.175467,-0.25789794,-1.2864288,0.15889318,0.4307365,-1.7129186,-0.32263717,0.46007597,0.23005186,1.2166715,-0.20627931,1.3805519,0.77433765,0.15893438
person1,0.6337708,0.42108557,0.5383313,0.08583595,0.7829324,-1.6065522,1.3547417,-0.58756226,-0.62626195,0.9327501,-0.5877768,-0.5529701,-0.12485929,-0.33030623,-0.55625916,-1.4175891,0.28617108,-1.3077911,1.3519626,-0.89955384,-0.96122336,0.3567774,1.2513869,-1.9113517,0.03998147,0.9940785,0.6395397,0.4528419,-0.64347744,0.98062676,0.49239615,0.86532164
person10,0.44878116,1.2901231,1.117782,0.2794747,-0.5830631,-0.7884234,-0.4373603,-2.1903675,-0.8050241,0.9264062,-0.7005119,-0.90864474,-0.2806574,-0.34141827,-1.2011796,0.45328492,-0.13727294,-0.5828977,1.2428169,-0.7237769,-0.71064913,-0.5896846,0.8448538,-1.8068227,0.24316257,-0.25801182,-0.80994457,1.306455,-0.63393724,1.7645725,0.83268493,0.2545812
person100,-0.17070398,0.7519618,-1.437078,-0.5568008,-0.6699225,0.3974261,-0.66041917,-0.762404,-0.6141908,-0.80722106,-0.21083546,0.66161853,-1.6148313,-0.64550775,-1.1706868,0.4624779,-1.6928569,-0.47867596,-1.2643838,-1.1229466,-1.178861,0.34509468,0.34441403,-1.248824,0.35480493,0.9686052,0.5084842,0.5544953,1.2688622,-0.8939155,-0.5831075,-0.0892453
person101,-0.095404275,0.2954008,0.50846106,-0.38034362,0.11884552,-0.5081287,0.20032395,-1.0717224,0.49366158,1.0188677,0.2889845,-0.26191345,-1.7859182,1.0071921,0.98724145,0.45131016,-0.24276897,-0.54275894,-1.0092704,-0.31333214,-1.1894174,0.6993718,0.68851316,-1.3728534,-0.22390296,0.31874746,0.10020958,-0.38966846,0.036181137,-0.29283726,0.71504116,-1.746689
person102,0.4063726,-0.88095725,-0.6402652,0.701714,0.37727144,0.9015566,-0.3960855,-1.9411162,0.11470716,0.8677689,0.08533098,-1.8343619,-1.2983289,-0.5536287,-0.94406676,0.606268,-0.23639712,-1.3502433,1.0553868,-1.375931,-0.9009987,-0.76080614,0.40386653,-0.863198,0.11617012,1.0517273,-0.36959782,-1.3539795,-0.7072387,-0.8023888,0.009392116,0.9477527
person103,0.8235532,0.17820929,-1.2831485,0.34694254,-0.7832186,-0.14853542,0.13098024,-0.5780684,0.5715925,-1.0731714,1.137534,0.50057316,-1.2299747,-0.4436971,-0.92238253,-0.5173707,-1.3488379,0.5949999,-1.2720156,-0.6892408,-1.0328057,0.59241134,-0.5272265,-1.2958539,-0.42504287,1.829159,-0.0020748125,0.35081404,0.29754502,1.0807378,0.4277721,0.18114153
person11,-0.07405314,1.1685328,-0.30680752,-0.4908849,-0.54478586,1.0235467,0.21578652,-0.9844228,-0.9395499,-0.956166,-0.6941909,-0.37010118,-0.07411932,0.26939335,0.8033895,-0.3646464,0.12545078,0.053376842,0.9276971,-0.5690802,-1.0639619,-0.2852234,-0.2883056,-1.6146654,-0.33900765,0.50346774,0.1380408,-0.6382483,-0.69735503,1.1216121,-0.78763485,-0.0137837995
person12,0.10895377,-0.84720725,0.50393575,0.65148443,-0.41947022,-0.124677606,0.7463507,-1.5926715,1.5904704,1.1602155,-0.38557407,-0.24436459,-0.31838423,1.0753137,0.820896,0.75351596,-0.02026251,-0.032841004,-1.1212679,-0.06472613,-1.0161811,-1.0406626,1.6380057,-1.820065,-0.32677588,0.06867696,-0.8061115,1.3525691,-0.25573513,0.8551438,-0.6201193,0.035687834
person13,0.20412788,-1.0438704,0.3043009,-0.51723456,-0.568507,-0.5842269,-0.2923341,-0.69379747,0.57985646,-1.1183419,-0.48231727,0.5645933,-0.40853593,-0.8513506,-1.3225312,-0.54677606,-1.9299555,1.2164776,-1.1697445,-0.82432985,-1.2656226,1.1497736,-1.2938591,-2.119991,0.8198144,-0.0948906,-0.06338219,-0.4065557,-0.76245123,-0.5103895,-0.77533704,-0.09715997
person14,-0.072728194,-0.8399797,0.071725234,-0.73501104,0.22579043,0.96345603,0.33201402,-1.4643458,0.2242689,-1.3100748,-0.50452775,-0.9290897,-0.2435197,-0.09733042,-1.181663,-1.8256711,0.032633774,0.64360344,-1.0225587,-0.43575174,-0.98682386,0.32883704,-1.6703342,-1.5413578,-0.48333544,1.0447509,-0.33163965,-0.56520927,0.23179169,0.26279318,-0.35911325,0.41809943
person15,0.4910651,0.09306763,-0.020279486,0.31781507,0.7840225,-0.75911593,-1.1162285,-0.8967322,0.8698459,1.0328462,-1.0184698,0.09653114,-0.07010538,0.6595277,1.206444,-0.3791104,0.10223166,0.621653,-0.9046766,-1.3466892,-1.0861229,1.1065472,-1.460136,-1.670251,-0.22961305,0.47551078,0.05784816,0.48164564,0.7820287,0.93966603,-1.6488495,0.45625913
person16,-0.29111597,-0.1272727,0.65975195,0.6613415,-0.3715481,0.008288754,-0.5379899,-1.233104,1.6004301,0.83933884,-0.79780996,-0.12202787,-0.23389214,1.1618623,0.41330424,0.687039,-0.9073259,1.1512272,-1.1073514,-0.40203848,-0.822788,-0.60843205,1.9382948,-1.8081439,-0.3328545,0.6822282,-0.18168268,0.33269244,1.1823398,1.0102074,1.210024,0.7398163
person17,0.67632663,0.28141183,0.6260392,0.72352093,0.20349403,0.00037120352,-0.46261916,-0.8189568,0.93380487,1.0073541,-0.6283659,-0.034521647,-0.31638187,0.06168551,1.1041384,0.47045252,-1.0268999,0.97058123,-1.1550387,-1.1541572,-0.49715188,0.30604276,0.96323484,-1.8622968,-0.2015423,0.61758727,-0.77027243,0.7949229,1.0625246,1.2779008,1.2128445,1.2025099
person18,0.5192969,0.0069922796,-0.015870618,-0.12274251,0.6824407,1.4843765,1.0530255,-1.5567367,0.5753931,-1.128361,-1.076045,-1.539144,-0.09581854,-1.0689352,-0.78653747,0.5010755,-1.2271354,0.40592635,-0.80735075,-0.36269322,-0.7209719,-0.24918596,-1.5016217,-1.6379521,0.20667239,1.3792161,0.17842591,-0.88168824,1.2131845,-0.07367922,-0.13696137,0.7871146
person19,-0.17416492,0.86667544,-0.38827753,0.5528956,0.024867825,-2.2501414,1.8606161,-2.0083237,-0.46008876,1.0610887,-0.47857255,-0.4337284,-0.25144434,-0.10100629,-1.0650414,-0.78964126,0.09151514,-0.7894137,1.4556078,-0.87601423,-0.5973683,0.31746653,0.6755668,-2.0363035,0.3960517,-0.08927665,0.2722855,0.39795506,-0.7164672,0.9579561,1.5669659,1.3913472
person2,0.24379218,-0.14640896,-0.1653934,-0.17894618,-0.38751858,-0.25252602,0.02701589,-0.33299655,-0.13803187,0.9165464,-0.78595334,-0.51839983,-0.22588123,0.5314806,0.4644034,-0.34441423,0.3641089,1.1184835,-0.99917805,-1.6446255,-0.82814443,0.8688294,-0.27946678,-1.2630054,0.974954,0.7238982,0.28898486,0.5358282,0.45377055,-0.6265562,-0.9037675,-0.43986225
person20,-0.44122407,-0.042715073,0.73655343,0.3082264,-0.054696478,0.033739123,0.033369042,-0.14636974,1.4111042,1.0598507,-0.88252956,-0.2687937,-0.13858657,1.1597688,0.40633035,0.9269344,-0.7826162,-0.029585432,-0.6318222,-0.5125858,-1.1386163,-1.0999207,1.3113439,-1.7615881,0.6457164,0.7384695,-0.77633125,-0.09131949,0.9868499,0.53696793,0.64662194,0.61024976
person21,-0.16579881,0.48853767,0.3798767,0.06718676,-1.3572268,0.023706418,-0.2338324,-0.64334095,-0.44546366,0.6916725,-0.8220567,0.47979084,-0.37016994,-1.3547398,-1.2725595,0.011984597,-0.15778944,-1.3879721,0.6870614,-0.12054135,-0.97442406,-0.1356959,1.2149652,-2.1396892,-0.032763757,0.83570594,-0.09698868,0.49132594,-1.0818413,0.6082089,1.0864373,1.2981691
person22,-0.69923776,-0.0653677,-0.55390924,-0.99487543,0.58768773,-0.26227626,-0.69320655,-0.5574435,-1.5789737,-0.82268053,-0.094961986,-0.5688416,-0.034448363,1.0741539,0.68390876,-0.8592563,-0.066893235,0.1571789,0.97475964,-0.94572365,-0.48996696,0.9471404,-0.7190998,-1.8740721,0.22580439,1.0420903,0.17111902,-0.34108564,-0.83156276,-0.6629628,0.38557348,0.22882801
person23,1.6197853,-0.52790296,0.063364744,-0.44284165,-0.69941163,-0.418285,-1.9097422,-0.86103296,1.0869904,-1.3524798,0.14320396,-0.66814256,-0.123464294,-1.3977591,-0.19907849,-1.2510322,-0.17469187,-0.12260366,-1.2630322,-0.7057651,-1.0277601,0.012087047,-0.3466065,-1.6574112,0.61521524,1.2550647,-1.3940314,-1.1425836,0.75211686,0.20461795,-0.16516116,-0.16901445
person24,-0.5681739,0.5020961,-0.013569184,-0.049174707,-0.5760473,-0.052796382,0.37279773,-1.3908799,1.9411944,-0.8428851,-0.34999928,0.8963403,-0.35136926,-0.9521088,-0.93375903,0.63515395,-0.44951978,1.0236506,-1.3630726,0.22897519,-0.49257255,-0.5378435,-0.2955515,-1.9133496,1.0366782,1.4106714,0.21782376,-0.107375205,0.90829635,0.44049844,-0.97353345,0.6388704
person25,-0.23176639,0.16721806,-1.3843832,-0.6296701,0.6189492,1.1449804,-0.3634017,-0.61683375,-1.0402234,-0.87197614,-0.83864594,1.6731014,0.054561377,0.847244,0.72032803,0.07659563,-1.1923345,0.020435462,0.73442924,-0.7345163,-0.8524812,0.5781409,-0.12142083,-1.490038,-0.10159554,0.775133,-0.9153122,-0.93768597,-0.85862106,0.12314922,-0.22226477,-0.23309936
person26,0.36495882,0.52562267,-0.39248383,-0.041666247,-0.5182968,0.15679026,-0.2871213,-1.0728214,1.0942883,-0.66537315,-0.72819203,-0.8161492,-0.21511357,-0.5224443,-1.2279648,0.11837117,-1.9059849,0.047256146,-1.099871,-1.1856285,-0.37389147,1.3207655,-1.6093132,-1.6084236,-0.48685804,0.7868314,-0.42685634,-0.7186991,1.3733538,1.2690555,-0.22294235,0.8901079
person27,-0.20896685,-0.72387964,-0.23622972,0.15193765,-0.053245634,-1.1067913,-1.223249,-0.75276583,-1.6377094,-0.74600524,-0.70532805,-0.15448223,-0.24598351,0.7356692,1.0845852,0.9015705,0.007904202,0.7637062,1.057833,-0.6711886,-0.9237793,0.8971698,0.12661128,-1.762909,-0.0040117884,1.1473186,-0.9997331,-0.15412539,-0.6650214,-0.6358807,-0.69137996,0.58414024
person28,-1.0255446,-0.98060405,-0.32805383,1.3128524,0.925957,0.9830503,0.5497913,-1.3528327,0.66167307,0.6829854,-1.50832,0.18278682,-0.015985204,-0.22441347,-1.3299598,0.06361648,-0.27966827,-1.0549043,1.1878337,-1.248277,-1.0991883,-1.4677044,-0.05147032,-1.4849473,0.6592864,0.50117356,-0.37143946,-0.554334,-1.050743,-1.0423999,0.46230447,-0.05186534
person29,-0.038991958,0.61575013,-0.6123922,-0.4602716,1.3521527,0.30706733,0.03567827,-0.7341424,0.04913175,0.75700736,-1.1571249,0.69244397,-0.21667309,0.5439613,0.85679185,0.56677324,-0.6494254,-1.3411986,-1.1189456,-1.0343997,-0.63122237,0.13975772,0.6797616,-1.6549495,1.138289,0.8776852,-0.12841165,-0.6254182,1.3591756,0.1375495,0.37668976,-0.35409403
person3,0.35457292,-1.3159355,0.44773814,0.11862172,0.4134978,0.23361982,-0.14679188,-0.62039137,0.023853682,-1.3470925,-0.8780438,-0.8816953,-0.16573325,-0.8755364,-0.4625142,-1.3876002,-0.61348873,0.0077169184,-1.1475841,-0.26251584,-1.9793584,-0.19465484,-1.270236,-1.5066911,-0.3940159,0.55512667,0.3004707,-0.98328125,0.423913,0.5966416,0.016839411,0.65428436
person30,-0.33973962,0.62083197,-0.5933427,0.14319655,-1.4128313,-0.048438806,0.05867543,-0.74154294,0.6863145,-0.86070305,-0.7829268,-1.146095,-0.16872577,-0.7475419,-0.67608345,0.85250473,-0.90656376,-0.71017396,-0.89195013,-0.5125601,-0.5305379,0.54795724,-1.2240766,-1.5612152,0.69900644,1.700005,-0.3151219,-1.1131494,1.0135009,0.63059795,-0.37196928,-0.088254325
person31,0.27977106,-0.6692669,-0.1997087,-0.71689415,-0.36816698,-1.2011936,-1.4312222,-0.9096784,-1.6773201,-0.6002373,-0.19106399,-0.099198475,-0.44168574,0.9082066,0.95191705,0.9093877,-0.74125755,-0.106980056,0.9983459,-1.0642093,-0.57490456,1.4376453,-0.45604497,-1.7157909,0.28798172,0.8586045,-1.5199162,0.06768657,-0.44804057,-0.63502,-0.6330402,1.1588645
person32,0.22521606,-0.12881163,0.52746886,-0.50341225,-0.59157383,0.09403211,-0.3242405,-0.66634977,0.9952592,-1.2151657,-0.7340178,-0.86247396,-0.14556162,-0.74241906,-0.73050284,0.3357713,-1.1007912,-0.16962928,-0.76988566,-1.5837444,-0.7731431,1.0707853,-1.8593522,-1.4356475,-0.5442517,1.1525971,-0.49253133,-0.668803,0.997266,0.113806374,-0.37436375,0.5530014
