relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
accusation,-4.9713545,2.523141,-1.8200102,0.15809458,-2.6095643,2.1619942,-1.3814445,1.3717488,0.5790367,-1.6654226,-2.1405377,-0.18847802,-0.6772545,0.74672955,-2.1050432,0.02533442,1.4694278,-0.2866162,-1.440869,-0.7718791,-0.08252692,-1.3033429,0.37958908,-1.1988047,-1.0666118,0.32158953,0.7166408,1.1759816,1.2131661,-1.2407614,-1.7795957,-2.4091
aidenemy,-3.3415833,-1.3933653,-0.010571147,-0.21959956,0.25648603,-1.3167194,-2.7504652,-0.11615276,-1.2304196,0.32830325,-1.5981606,2.2256472,-0.52745825,1.2769924,-1.9154112,1.7215685,0.8631728,-0.15667395,-4.831928,-3.2079642,3.4141192,-0.8182621,0.20955682,-1.9019299,0.32244918,1.3934704,-1.0818383,0.25771052,-0.11773813,-1.636928,-1.835065,-2.1768913
attackembassy,0.08789711,1.4442917,0.78986156,-2.6669056,-1.7424748,-0.21329214,-0.7283156,2.7051136,-3.8586962,-0.39634976,0.9256766,-5.0386314,0.29594174,-0.62275356,-2.233839,0.028515132,3.2278945,1.0284996,-2.0250292,1.3214139,0.2270873,-3.5996695,-1.8030878,-0.24454433,-1.2644143,3.6596048,0.0872884,-0.56446743,-0.11223517,-2.1723802,-1.9523363,0.93273515
blockpositionindex,-1.9262712,-3.9174144,-0.43802163,2.6841118,-1.2537673,2.4238188,1.8655088,0.29350656,-0.52591276,0.020211346,-0.8626648,-1.1837804,-1.4724973,-1.2663811,-1.0439246,-2.4500334,0.984776,1.2677602,-0.88653797,-0.635738,0.2751062,-3.177167,1.0836768,0.3614392,-0.47225904,-4.565727,3.4106388,-0.094154194,-0.9865134,-1.1184044,-0.3099195,-4.180143
booktranslations,-1.4938833,-1.8413118,-0.4332916,0.5448367,-0.8025446,-1.271714,2.2261095,2.3137984,-0.9329242,-1.094498,-2.9815784,-0.77661437,-0.33296728,1.49469,-2.8268688,-1.5102357,1.3983831,0.8410901,-0.71837467,-1.0495919,0.6345398,-1.9870559,-1.341135,-0.49373913,-0.5110654,-0.025357302,-2.4818234,1.0217112,0.25251144,-1.7337923,-0.16529943,2.3333783
boycottembargo,-1.3260878,-0.85015684,-1.9294343,3.1830013,-1.6843644,-2.6155787,-1.115865,-0.3679661,-0.4727804,1.8172191,-3.4166684,-0.1958748,0.8947461,-0.6957359,-1.8095094,0.9641496,-0.019466849,-1.2091717,-2.4951332,-0.9362442,-3.9734917,-1.1374778,-2.710036,0.73171157,-1.9966104,-0.32972366,1.4233927,0.68432957,1.9602652,-1.5744306,-0.46405116,-0.91825175
commonbloc0,-1.024731,0.07545897,-0.5533309,0.0640607,-1.6843919,-1.2288688,-1.4297832,-0.9240846,-0.93229884,-1.4461765,-0.0034072716,-2.7328358,0.8463095,-0.13392006,-0.22597016,2.3225348,3.7015898,-0.63046014,-1.0859188,0.82904017,0.41810283,-2.5463984,-2.285693,-0.6885737,-1.16842,-5.0519905,0.055936147,0.7173593,-0.31683084,-2.7255847,0.10108667,-2.8810527
commonbloc1,0.70191914,-0.800142,-0.08128249,-1.4004366,0.043565698,0.20898125,1.1790179,-0.44655782,0.32650387,0.7582017,-1.4846572,1.3823876,-1.2835284,0.11127195,-1.8740095,0.056005474,-4.1168656,-0.3229249,0.41045746,-1.1459483,-0.10953284,-2.5410385,0.78764474,0.14207938,-1.599925,0.5447211,-0.6928676,-0.3415333,-3.3224328,0.8081576,1.4432344,-2.2170625
commonbloc2,-0.1998387,1.0330491,0.29893944,0.1583531,-1.8313261,-0.81779486,-0.066860035,-0.5126229,-2.2003074,-0.9526621,1.186856,0.23631322,2.5282857,0.37251937,1.7555861,-1.8760514,3.273771,-1.510567,-1.7429457,0.96262777,-0.5347652,-0.34587443,0.15372919,0.8501659,-2.9160178,3.5304933,-0.47779197,-2.539729,-0.5571719,-3.1118286,-3.0078366,0.29444718
conferences,0.05715961,-1.1422936,3.4710312,-0.28041416,1.7336283,-3.1287367,2.0433106,-1.1023761,-2.0706892,-1.2398974,-0.29468712,-0.35338733,-1.4065121,-0.3417488,-2.2074814,-1.271635,3.1034687,0.17670804,-0.28545883,-4.2747493,-3.691007,-3.4184341,-0.6445544,2.5207124,-2.5450628,-1.0522363,-0.7009842,-1.9984764,-2.225281,-2.2983515,1.0580105,1.6071233
dependent,-2.7733452,0.3433385,-1.1926314,-0.7302711,-2.4330692,0.078572586,1.3118595,0.9452037,0.38876462,-5.033633,0.81755084,-0.8451234,0.5926345,-0.107568696,-3.273191,-1.1648461,-0.6370033,-2.5317242,-1.3441963,-2.2131977,1.22673,-0.59134144,-2.0072403,-0.13001953,-0.20840049,3.4402592,-3.082944,-0.6922518,-0.22989321,-2.2731876,-1.1324451,0.5031481
duration,-3.2724159,-1.4020332,0.59937865,-0.2792217,-3.3403554,-0.4616808,-1.1815035,-0.8437557,1.0452247,0.62162524,1.2927066,-0.75518394,-1.0715088,0.083152205,-0.69803065,1.7993287,0.15614946,0.39874485,-2.4550986,1.1476449,0.13586858,-0.95784503,-0.77673566,-1.3778543,-0.70421875,2.9320083,0.19796546,1.7631832,4.1429887,-2.5884936,-2.4770114,-3.3407474
economicaid,-4.4006515,0.9740234,1.1943679,0.6141367,-1.7012537,-1.9410901,2.6331947,0.2167479,-1.5553803,-3.6218872,1.1178811,-1.5595511,0.53048664,-1.0101353,1.1876565,-1.6660199,-0.5284318,1.9451368,-0.30259594,-4.114418,-0.3801269,-3.5968544,0.763043,0.5806576,1.7001555,1.232287,-2.0574725,-4.439326,-0.45966005,-2.271829,-2.9230645,-1.7233486
eemigrants,-1.860624,0.3131028,0.7767788,-0.74868894,-1.4255649,0.4781878,1.541322,-1.0287998,-1.3027992,0.45415238,-0.90356106,2.3238888,-1.2115391,-0.557636,-1.1399766,-2.2404976,1.0849301,1.0242317,-3.2028472,0.8759943,0.36438233,-2.6192827,-1.3773326,0.19984734,1.1840034,-2.448008,-0.26909307,-0.6974236,0.28353378,-3.1708574,-0.35479057,0.29099914
embassy,0.281193,1.8354843,-0.041495457,-0.5256398,1.1113868,-0.36461258,-1.8915801,-0.5082066,0.20339866,-0.6439555,-0.08569853,-0.28758538,-0.050307557,-0.9214358,-1.094937,-1.7127353,-0.20930518,-3.3455784,0.11086377,-1.700967,0.33004305,-0.15006943,0.025517903,-0.8805032,-0.0068499334,1.1569275,0.33082148,0.012570646,0.16214395,0.6163165,-0.25276905,-0.9324734
emigrants3,-3.2427487,-0.39342898,-1.7311064,-2.1131446,-3.3369327,-0.44872552,0.91943455,-1.4873098,0.78937,0.5975552,-0.8232704,0.12574714,0.4122355,-1.1570615,-1.4582942,-0.81648153,-0.059522036,-0.89861387,-3.1174934,-2.0591068,-0.61272144,-2.231225,0.25190872,0.38961643,0.35618818,-1.051681,-3.5899882,0.09384618,-0.118467234,-2.420218,-0.17539713,1.2183498
expeldiplomats,-1.8677984,-0.0576603,0.4855725,-1.3619306,-2.716821,-3.0789158,-4.110367,2.09723,-0.89346653,-0.40530282,-2.5601196,-1.0084262,1.0302173,2.0246205,-1.3660054,-2.280731,0.6587897,-0.20153391,-3.4571903,0.07593546,0.7165854,-1.4154319,-0.6696355,-0.75247216,-0.28044537,0.39879376,-0.9188967,0.34367493,-0.7950609,-3.4696465,-1.1681178,-2.1258996
exportbooks,-1.1898838,-0.19770238,2.6381564,-5.4917326,-2.050729,-0.6175415,1.245422,0.1040326,-2.4896705,-3.763877,0.10006397,3.9630673,-1.0413132,-1.2678938,-0.31570145,-1.0798138,2.3358314,-0.5291119,-3.7406566,-2.408453,-1.147952,2.5916312,-1.8441099,-0.55204844,0.3047872,1.8081601,-0.9777347,-1.881445,0.7302034,-3.734306,-3.3299994,-0.53011996
exports3,0.9663734,1.8592906,0.7460458,1.519987,0.22913027,-0.5626185,1.936931,0.32637236,-0.44637257,0.6380775,0.27055624,-1.6267284,0.8915869,-1.315864,-1.8108526,-1.8236386,-1.1637219,0.06082495,-1.5011741,-2.844418,-0.63130426,-1.8682249,-1.2411717,-1.0135149,-1.7355059,0.89885986,-2.1083791,-1.5390052,0.19756135,0.108117215,-0.3159604,1.8921297
independence,-0.8069601,-1.442326,1.1537877,-1.4406614,0.256027,0.13592611,-0.47132152,1.7162696,-0.37213743,-0.89296085,0.60838264,0.4391618,1.244852,-3.0602062,0.53827584,-1.7400484,0.8945136,-0.8713553,-1.6683933,-0.50099766,-2.567869,-0.24175252,-2.0713577,-0.30221528,1.2781513,-0.32714495,-0.12007631,-0.24101812,-0.40412757,2.2349775,-1.1214734,-1.5928807
intergovorgs,-2.5925012,-3.5466096,0.09645797,0.5671767,1.095191,-0.75973696,-1.4095929,-0.3443136,-2.3044333,-0.39458358,-3.024019,-1.5989118,4.0825505,-0.25662062,-0.79272324,-0.5670802,0.44569394,-0.83613557,-1.0097969,-0.77376604,-0.02733006,1.3517036,-1.5132217,1.501755,-2.011459,0.49219686,-4.752271,-1.1209872,0.4835375,-1.5553198,2.4682348,0.016249087
intergovorgs3,-0.20901352,-1.0713303,-0.52221316,0.06549173,2.2045765,-2.3800738,0.23305444,0.6634481,-1.5254155,-0.63121545,-0.3219894,-0.72905815,-0.12432402,-0.3585873,-0.75320184,-1.014869,0.24852845,0.31014666,-1.307204,0.008989077,-0.8538897,-0.29586112,-1.4102271,-0.040109478,0.26289308,0.17302941,-0.98860335,-0.18091153,0.7735226,-0.24971354,1.6313738,-0.80469424
lostterritory,-4.633398,0.8859684,-0.6480593,-0.84296095,0.12404979,-3.1919847,-2.26199,0.59389466,-0.82288116,2.5122042,-3.2004764,-1.707738,1.5854546,0.60356444,-1.1919253,-0.39062285,0.949883,0.9377889,-2.011413,-0.1750226,0.85083395,-1.3953694,-1.4556522,-1.3394077,1.8481038,0.07677511,-0.08194237,0.54516345,0.667324,-4.052779,-3.2362235,-3.2219858
militaryactions,-0.2303729,0.54850465,-3.4005022,-0.68164766,-3.7407386,-0.8863134,0.007116086,-0.8965245,-0.48820275,1.2539082,0.8988877,-4.3200626,-1.425406,0.5360858,0.6245057,1.2414458,1.782305,1.1375345,-1.449815,-2.9524205,1.6633297,-3.4512827,0.22769752,-0.40772563,-2.5705197,2.0444155,-0.45613664,-2.088865,1.7170303,-2.5281496,-3.2398896,-0.033755776
militaryalliance,-0.96207076,-1.2381004,-0.5140853,0.72106934,-3.6102934,-1.6963933,1.7777272,-0.17580408,-0.6645512,-0.54057294,1.0723323,-1.0964341,0.57572126,-4.753794,-2.4662087,-0.69846696,1.3989896,2.0038476,-2.3672693,-2.235512,0.8047724,-2.2754898,1.4489629,2.4823275,-3.3541229,3.0296295,-2.4621124,-1.9054894,-1.4228333,-1.7425097,0.06972786,0.5487395
negativebehavior,-2.877298,0.27700648,-1.1712376,-1.4596663,-2.1346216,-0.21469936,-1.0602907,3.709411,1.3160805,0.3139246,-3.4527714,-2.4094677,-0.95373213,-0.7284602,-0.4650118,-1.1921885,1.5601525,2.096948,-2.2282672,-3.793314,1.3720198,-1.2835733,-0.79892176,-0.8197076,-1.7257078,-1.0605109,3.242085,1.4140799,1.5517948,-0.7667219,-0.653714,-3.6804717
negativecomm,-1.8162544,-1.4517354,-0.12984154,-0.23578942,-0.53321004,0.12530707,-2.582753,0.59601104,-0.1566206,1.1574867,-2.6674201,0.094877735,0.4443115,-1.305744,-0.60979545,-0.32440892,1.7006071,-0.7903544,-1.9332863,-0.60401493,-0.07810692,-2.0906942,-1.5120654,-0.3316584,-1.4499017,0.5073591,0.9133209,1.7436194,2.2815473,-1.8478433,-3.2043474,-3.6490397
ngo,-2.5364041,-3.1501732,-1.1116004,-0.85186845,2.3858533,-2.1112804,1.8334179,0.16720797,0.9150286,-2.5704443,-1.9115595,-0.65057486,2.0983808,-0.4904532,0.6848473,-2.6536703,1.0088239,-4.901562,-2.2120948,0.055404134,-0.04894644,3.1141238,-1.6952889,0.71458125,0.88528615,-1.7589809,-2.2544215,1.3297228,-2.345061,-1.544062,3.280018,-3.6457849
ngoorgs3,-0.034649532,-3.375485,-0.8228121,0.38701963,0.52011764,-1.1857785,-1.4974746,-1.1848791,0.5773621,-0.14126052,0.83647895,0.7023835,-0.24316955,1.1976175,0.78448623,-0.27988377,0.3179366,-1.8607081,-0.3874445,-0.14509784,1.4932573,-0.73158073,-0.27368063,0.6481386,-0.17554078,0.31175745,-0.6587959,-0.0072736274,-1.314051,-0.27810696,0.95153767,-1.2589254
nonviolentbehavior,-1.4899244,3.6642082,0.52620053,-1.7168747,-1.1346545,-1.936772,-1.8036572,2.1246424,-1.9090319,-0.8559148,-2.1991637,-0.7231003,1.4036481,-0.5557404,-0.33894414,-0.11581006,-0.38705027,0.32429147,-1.0881025,0.009841958,0.13544579,-3.1915462,-2.0418682,2.501358,-0.80955535,-1.690414,0.31436953,-0.5511243,0.55467033,-3.4133058,-2.3159685,-1.0569772
officialvisits,0.55110717,-0.24876013,-0.106868364,-0.30771977,1.2075508,-3.5465682,1.1398267,0.6450698,-1.5841509,-0.24733724,-1.5785111,1.020846,3.2878933,-0.8459513,-2.207268,-1.2158722,0.15014824,-1.129809,-0.0066184774,-3.6112442,-2.6566944,-4.6078024,-0.7504853,-3.380803,-1.4387804,-0.43965894,-0.9009345,-1.8854764,-1.2407994,-1.1861743,-1.7321948,-0.21459864
pprotests,-0.67114383,2.474898,-0.5358681,-0.76335156,-0.8076557,-2.6707945,-2.3565977,0.1934537,0.7881917,1.0850825,-1.7511806,-3.0893962,0.5513344,-2.8190956,0.48850992,-1.9061613,1.7277701,0.1361068,-2.358687,-1.2403123,-0.1928339,-0.13349827,-2.2697103,-0.8936052,-2.9460678,-0.22170635,-2.5838125,0.08488693,2.6960142,-1.0994896,-1.3319772,-3.1669128
relbooktranslations,-1.9384606,-1.1786538,-0.9023502,-0.8168699,-2.517194,1.1023281,0.30215666,-1.0987959,0.57034683,-2.9732802,-2.8267019,-0.8175306,-0.17560145,1.9804194,-3.5350738,-0.61561525,1.0930831,-2.0664754,-1.02335,-1.0445334,-1.8793986,-0.08103823,-0.8783781,0.6209297,0.379355,0.6236366,0.27558237,1.4317844,0.6833096,-1.2536973,-0.3213916,-0.11538351
reldiplomacy,0.59057945,0.37537274,-1.473285,0.8583787,2.3387396,-2.2904484,-0.15970716,-0.18284482,-0.1492144,-0.3212359,-0.17904054,-0.6716345,0.1732732,-0.77372956,-1.7732874,-2.3850985,-1.0878631,-1.5624533,-0.06642949,-2.6539595,0.32718813,-1.4980837,0.007816706,1.5490186,-2.8022544,0.22339387,-0.32211688,-2.4828877,0.08937008,1.768266,-1.3028435,1.014759
releconomicaid,-4.2589893,1.5022184,4.1728234,-0.2215785,-1.5018554,0.40970013,3.455701,0.13730776,-0.26199186,-4.0729604,-1.4635679,-0.14052753,0.4109875,-0.9854675,-0.7768458,-0.93188643,-0.2753573,4.674513,-0.7910865,-4.4737296,1.0713861,-2.9593673,-0.73201334,1.3321046,0.5568348,-0.44922584,-3.3540282,-0.75928986,-0.6056643,-2.6417136,-1.9531813,-1.9937166
relemigrants,-2.6648362,-0.30816644,-1.5842159,-1.8002598,-1.1318353,0.09305969,0.2113911,0.18009299,1.4350473,1.4597657,-3.0377448,-0.83872515,0.92403823,-3.140366,-2.1079085,-0.7614715,0.61397916,0.52092296,-4.895546,0.57619905,-2.201813,-0.7709413,1.3521268,0.33965313,0.17002715,-3.1318474,-1.3344785,0.16375788,0.78896254,-1.9613342,-1.1682181,1.7603344
