,entity
0,body_space_or_junction
1,organism_function
2,molecular_function
3,individual_behavior
4,drug_delivery_device
5,amino_acid_sequence
6,age_group
7,enzyme
8,biologic_function
9,alga
10,patient_or_disabled_group
11,finding
12,research_device
13,amino_acid_peptide_or_protein
14,gene_or_genome
15,physiologic_function
16,steroid
17,immunologic_factor
18,pharmacologic_substance
19,injury_or_poisoning
20,lipid
21,mental_or_behavioral_dysfunction
22,pathologic_function
23,organ_or_tissue_function
24,anatomical_structure
25,health_care_related_organization
26,vitamin
27,disease_or_syndrome
28,laboratory_or_test_result
29,self_help_or_relief_organization
30,chemical_viewed_functionally
31,body_part_organ_or_organ_component
32,hormone
33,acquired_abnormality
34,educational_activity
35,neoplastic_process
36,biomedical_or_dental_material
37,professional_or_occupational_group
38,antibiotic
39,tissue
40,cell_or_molecular_dysfunction
41,molecular_biology_research_technique
42,occupational_activity
43,food
44,diagnostic_procedure
45,machine_activity
46,social_behavior
47,mental_process
48,anatomical_abnormality
49,congenital_abnormality
50,clinical_attribute
51,receptor
52,genetic_function
53,embryonic_structure
54,body_substance
55,invertebrate
56,virus
57,organic_chemical
58,animal
59,carbohydrate
60,eicosanoid
61,family_group
62,nucleic_acid_nucleoside_or_nucleotide
63,hazardous_or_poisonous_substance
64,laboratory_procedure
65,experimental_model_of_disease
66,bacterium
67,fish
68,biologically_active_substance
69,organophosphorus_compound
70,environmental_effect_of_humans
71,cell
72,therapeutic_or_preventive_procedure
73,professional_society
74,bird
75,sign_or_symptom
76,entity
77,amphibian
78,chemical
79,intellectual_product
80,neuroreactive_substance_or_biogenic_amine
81,natural_phenomenon_or_process
82,health_care_activity
83,rickettsia_or_chlamydia
84,population_group
85,fully_formed_anatomical_structure
86,organism_attribute
87,indicator_reagent_or_diagnostic_aid
88,medical_device
89,research_activity
90,inorganic_chemical
91,cell_component
92,organism
93,regulation_or_law
94,chemical_viewed_structurally
95,behavior
96,clinical_drug
97,cell_function
98,human
99,fungus
100,quantitative_concept
101,mammal
102,temporal_concept
103,body_location_or_region
104,geographic_area
105,phenomenon_or_process
106,group_attribute
107,organization
108,element_ion_or_isotope
109,vertebrate
110,governmental_or_regulatory_activity
111,substance
112,activity
113,reptile
114,qualitative_concept
115,occupation_or_discipline
116,idea_or_concept
117,conceptual_entity
118,molecular_sequence
119,group
120,plant
121,body_system
122,manufactured_object
123,physical_object
124,nucleotide_sequence
125,human_caused_phenomenon_or_process
126,spatial_concept
127,classification
128,language
129,carbohydrate_sequence
130,functional_concept
131,archaeon
132,daily_or_recreational_activity
133,biomedical_occupation_or_discipline
134,event
