relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
term0,-0.2454031,0.0044724136,0.8861481,2.2616436,-0.68099934,0.1662424,0.6460766,0.62297475,-1.8695021,-1.9346137,0.16414456,-0.35885438,0.9307363,0.13571656,1.2050692,-0.3856126,1.1365416,-1.554802,0.27355263,0.39640418,0.38403684,0.5730942,-0.085398406,-1.9785885,0.16633542,0.5847019,1.0120499,0.2746313,-1.1503314,-0.6999375,-1.3010764,-0.60410285
term1,-1.5621635,0.71182173,-1.0179095,0.792093,-0.38436708,1.3272802,-0.93271863,0.79641557,-1.3440332,-0.052652333,0.25066438,-0.09288512,-1.7063928,1.0237458,0.8388188,-1.4212168,0.1119706,-1.3401213,-0.30500525,0.8259048,0.8131848,-2.0510721,1.4425526,0.2042187,-0.661159,1.0488017,-1.8615023,-0.8760608,-0.9298566,-0.6871579,-1.428313,0.94663584
term10,1.0628575,-0.46597496,-0.6298339,-0.34357822,-2.0829976,-0.4890306,0.05239739,0.8246885,0.2208981,0.83552843,0.5463314,-0.4576172,0.7153258,1.1361473,1.0044237,0.046849314,-0.12328353,-0.82046473,-0.5051007,0.5236378,0.65185815,0.20814049,-0.17762871,-1.1006731,-0.41207093,0.10958373,-0.3347446,-0.43055764,0.23692152,-1.5040996,-0.87204546,-0.043692853
term11,0.59008247,-0.7067467,0.041598063,0.120157614,-1.2457243,-0.47358772,-0.5432349,0.60135293,-0.12592886,0.50620186,-0.004202842,0.48418924,0.93883324,1.2298937,1.0975382,0.0067174872,0.2753424,-0.9487206,0.032777715,0.8353334,-0.7685859,0.70194167,-0.53386635,-0.37563938,0.39008415,-0.025866624,-0.38256788,-0.41564506,0.3799879,-0.0009825248,-1.1232234,-0.41722855
term12,1.239627,0.5192865,0.21202023,-1.3082844,-0.78626376,-0.3228733,-1.1149923,-0.24142855,-0.39748445,0.366646,0.3125097,-0.13510823,0.69276726,1.214534,-0.8466987,0.03230704,-0.5195777,-1.5442668,-0.97631335,-0.63354766,-0.4730198,0.51166606,-0.51599634,-0.23337378,-0.66052413,-0.6404714,-1.1393999,0.32967973,0.2764931,-0.061418615,-0.5620455,-2.4761927
term13,0.8459082,1.269971,-0.1963521,0.09523445,-0.9981818,0.3337022,-0.63092947,-1.0303072,-0.2449053,-0.59903187,0.31776386,-0.21095023,0.28941244,1.4757097,-0.9627465,0.38971865,0.9839958,-1.1563244,-1.8611183,-1.0927161,-0.17972419,-0.26948074,0.20136271,-0.5495239,-0.23790269,0.8944748,0.23778763,-0.029146114,1.2220616,-1.258132,-0.7636281,-0.24028936
term14,0.62402886,1.1231319,-0.69061685,0.451374,-0.55621326,0.9370629,-2.2008157,0.5068401,0.87172323,-1.9256998,-1.7215981,-0.021123102,1.9802923,0.45458087,-0.6846194,1.0908345,-1.0681417,-2.7789276,-0.12731285,-2.7207255,-0.15639938,0.796953,-0.24914142,0.32545027,-2.0330327,-0.301695,-1.1744969,0.15306112,0.48534065,-0.2638085,-0.8240033,-0.097148046
term15,-0.5517699,-0.08858831,0.06598161,-0.529707,-0.5066246,-0.6698957,-0.1590181,0.58370686,-0.6896778,-0.056426216,0.3128463,0.37861165,0.6547636,-0.7741442,-1.0646662,0.27839124,-0.53075784,-1.0636802,-0.24091215,1.1059003,0.0704308,-0.35972854,0.0793827,-0.6426777,-0.12170588,0.494612,-0.03521568,0.27801478,0.06754055,0.3023939,-1.1119329,0.57684743
term16,-0.046905436,0.14069507,-0.17868331,-0.25922874,-0.38917094,-0.08300501,-0.15297964,-0.59546787,-0.06252845,0.034812097,-0.028090473,0.082383275,-0.009068179,-0.8067039,1.1759322,-0.09408463,0.37841114,-0.88772243,-0.1956994,-0.53523415,-0.22948201,-0.103063755,-0.00320197,0.090333775,-0.2741023,-0.71044,-0.015437245,-0.046012033,0.012898732,-0.21200256,-0.7034824,-0.079524435
term17,0.27482826,-1.0042963,0.061959032,-0.015542887,-0.5453938,-0.08461264,-0.3341248,-0.8133168,0.8091555,-0.11001589,1.1467563,2.8074498,-1.6189528,1.2667867,-0.8996449,-1.0079348,-0.888534,-1.5286779,-0.84619415,-0.7379272,-0.055472065,0.26210436,-0.18663912,-0.83820903,-0.3076827,0.05777835,0.82242256,0.56482154,-1.108822,-1.0871838,-1.3322406,-0.89769846
term18,1.906276,-0.30527198,0.39011103,2.5277526,-0.43864504,1.0371307,-0.4542249,0.3342822,-0.65568304,0.4287581,0.35437956,0.14881435,-1.2725136,-1.3342633,-1.0045332,-1.7942946,-0.87325627,-1.1579325,-0.10393907,0.8203539,1.197841,0.17448096,-1.3537132,0.6391898,0.21062979,1.1016122,0.11686543,-1.7252727,-0.8759634,-1.0730801,-0.9415834,-2.9997852
term19,-2.3158858,0.5037773,-2.098882,-0.5934317,-0.08261229,-0.16917874,0.39457572,-0.69769824,-1.3358905,0.6335732,0.69958836,2.2456164,2.3071868,-1.9243981,1.5482923,-1.6381073,1.5013046,-3.7925658,-1.6427422,-1.265255,3.2276998,0.52479804,0.26604643,-0.44232973,-0.89950633,-0.41527757,-1.2907302,-0.28737244,-0.88750964,1.7739761,-1.8000876,-2.8844764
term2,-1.8218983,1.8531314,0.61653143,-0.077887736,0.10204296,-0.43368164,0.38646203,1.8431532,-1.7564821,-0.306491,-0.23380867,-0.6072203,-1.2654388,1.1581628,0.73485947,0.6642388,0.7129445,-1.7747564,-1.1058174,0.04785213,0.8199254,-1.8376889,-0.45945376,0.525704,-0.07371414,0.39800104,-0.39178056,1.0958937,0.1792207,0.045770913,-1.2839961,-0.25098976
term20,0.60312676,-0.5262472,2.283079,0.18225324,0.06051561,0.575735,-0.14274873,0.8449721,-0.43233636,0.34797558,0.39669108,-1.430284,-0.94542605,0.5191624,-1.4075787,-2.0037658,0.36180842,-1.8984337,0.22408788,-2.475296,-0.022398267,-0.76838934,-1.262712,0.32319176,0.9962623,0.22196972,-0.14211604,-0.5299523,0.5577392,0.3123053,-1.6020006,-2.4053822
term21,0.84313405,-0.16763492,-1.4044404,-0.044073023,-0.93382967,0.75512475,2.34893,-1.8901739,-0.21211803,0.5345642,-1.2797436,-1.5359215,-0.6693907,0.59686804,-1.2449605,-0.0154904295,0.34624174,-1.0636792,-0.7540341,2.3391435,-0.0494664,0.21615368,0.14388064,-1.3478284,-0.6950247,-0.11772087,0.41625237,-1.2638915,0.05166884,-0.9011397,-2.5314467,1.2060782
term22,0.7236322,-0.41110504,-1.5987942,-0.09406152,-1.873788,0.80940586,1.2627182,2.2421584,0.27985772,0.2653323,-2.1205614,-1.9043981,-1.1956773,-0.7430748,-1.1946815,-0.89781773,0.647566,-0.95109886,-1.8487351,-1.6285064,-0.18662088,0.52768123,0.19740611,0.88290036,0.21991664,-0.12323356,-0.47138485,0.8907808,1.336627,-1.6019537,-1.8237821,-0.19900256
term24,1.0448159,0.8009901,-3.49094,-1.2139844,-0.96006745,1.6015227,-0.23605351,-0.9379493,-2.3877006,-0.19073007,1.3556559,-0.3333936,-1.9149622,0.41063645,-1.9398218,0.28446108,0.64562774,-1.5780381,-1.8721228,0.4912318,-0.19085835,-0.3827492,-0.9531774,1.1735487,-0.49605945,0.8640239,-0.7373225,0.9564062,2.1602068,0.35343727,-3.00428,-0.2820389
term25,1.1567811,-1.7287885,-0.26965007,-1.99516,-1.8083413,0.24366862,-0.962764,-1.0670468,-0.23238954,-4.146252,0.16997671,-1.1083376,-1.1805348,1.5753125,-0.78698695,1.8161395,-0.80990815,-3.899434,0.51279587,-0.7469168,0.44071388,-0.99501294,-0.2608041,3.7023838,-0.20134443,-2.2070763,-1.1170996,-1.1540022,0.44334957,1.7471219,-2.4060674,1.378688
term3,-0.6889036,-1.6317041,0.19067998,0.3293063,-1.7197019,-0.7651039,0.5134589,-1.4051129,-0.5940766,0.37027636,-1.0007492,-0.72539127,-0.9447511,0.3118834,-1.6355126,-0.5688106,-1.3153714,-0.7216171,0.7449321,-0.72621155,0.041817762,-1.6160642,-0.6639269,-0.10177565,-0.9577861,-0.57397735,0.80507386,-0.54134625,-0.21164495,-1.36113,-1.5458363,-0.700141
term4,-1.5766978,0.50613606,0.4368354,1.4137491,-0.44565234,0.356148,0.71974814,0.01110086,-1.2364858,-0.44413105,1.127744,0.8943457,1.6147528,0.98101455,-0.4808654,-0.5160447,-1.3110425,-1.3904729,-0.1747867,-0.5217767,-0.83209926,0.65009105,1.0763475,0.5432286,0.56802845,-2.9144337,-0.89470005,1.3561664,-1.115435,0.44711646,-2.1638837,1.1178738
