,EpochLoss
0,1.7054216861724854
1,1.3826484680175781
2,1.1205793619155884
3,0.9550387263298035
4,0.841711163520813
5,0.7605423927307129
6,0.7067529559135437
7,0.6712488532066345
8,0.6433746814727783
9,0.6170292496681213
10,0.5915455222129822
11,0.5682127475738525
12,0.5477177500724792
13,0.5296964645385742
14,0.5133793950080872
15,0.49810728430747986
16,0.4834880530834198
17,0.4695460796356201
18,0.45668280124664307
19,0.4451505243778229
20,0.43450650572776794
21,0.4237050712108612
22,0.4123717248439789
23,0.40145343542099
24,0.39182430505752563
25,0.38322216272354126
26,0.3749242126941681
27,0.36662811040878296
28,0.3584209978580475
29,0.3502601385116577
30,0.34190136194229126
31,0.33332908153533936
32,0.3248528242111206
33,0.3166729509830475
34,0.30871912837028503
35,0.300965815782547
36,0.2934889793395996
37,0.2861626148223877
38,0.27884504199028015
39,0.27180126309394836
40,0.2652900815010071
41,0.25914180278778076
42,0.2531336545944214
43,0.24711060523986816
44,0.24091356992721558
45,0.23468820750713348
46,0.22864410281181335
47,0.22279106080532074
48,0.21717438101768494
49,0.211681067943573
50,0.20618736743927002
51,0.20076586306095123
52,0.19539836049079895
53,0.1901451051235199
54,0.18500901758670807
55,0.18002517521381378
56,0.17530880868434906
57,0.17082874476909637
58,0.16657699644565582
59,0.16241447627544403
60,0.1583356261253357
61,0.15431542694568634
62,0.1504085510969162
63,0.1465768665075302
64,0.14283718168735504
65,0.1391684114933014
66,0.13562951982021332
67,0.13219600915908813
68,0.12888643145561218
69,0.1256822645664215
70,0.12255141139030457
71,0.11947380006313324
72,0.11640775203704834
73,0.11344435811042786
74,0.11063037067651749
75,0.10793151706457138
76,0.10533588379621506
77,0.10282226651906967
78,0.10041749477386475
79,0.09813403338193893
80,0.09594155102968216
81,0.09380882233381271
82,0.09171771258115768
83,0.0896892100572586
84,0.08773500472307205
85,0.085825115442276
86,0.08402326703071594
87,0.08242004364728928
88,0.08129069954156876
89,0.08151911944150925
90,0.08154861629009247
91,0.08045871555805206
92,0.07454955577850342
93,0.07515472918748856
94,0.07550488412380219
95,0.07019324600696564
96,0.07125787436962128
97,0.07073171436786652
98,0.06629858911037445
99,0.06799987703561783
