relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
location_of,0.4954091012477875,0.0860218629240990,-1.4869788885116577,-0.6003075838088989,-0.9515973329544067,0.9015998840332031,0.3313670158386230,1.4237725734710693,-0.0880020558834076,0.7683209776878357,-1.0750286579132080,-0.1578618735074997,1.7881540060043335,-0.0373490825295448,0.5721606016159058,-0.3372210264205933,-0.9507630467414856,0.0082177296280861,0.2059834301471710,-0.2718131542205811,0.0568800047039986,-1.5479395389556885,-1.0719659328460693,0.0336550399661064,0.6525695919990540,-0.3503243029117584,-1.0320199728012085,0.2924905121326447,1.1835496425628662,0.9721771478652954,-0.5175591707229614,1.4074382781982422
manifestation_of,0.4839185178279877,-0.0649927258491516,-0.1865577697753906,-0.0867036655545235,-1.0802152156829834,1.1566239595413208,-0.4188490211963654,0.2881860733032227,-0.1200135573744774,1.4198244810104370,0.1958329677581787,1.3243885040283203,2.3298785686492920,0.0277514345943928,-0.2469478249549866,0.4764091968536377,0.8065302968025208,-1.8269234895706177,1.3562169075012207,0.3899741470813751,0.4472116231918335,0.0833866894245148,0.0283269472420216,0.1206860393285751,0.1011650338768959,-1.3977799415588379,-1.0838491916656494,-0.8715253472328186,0.2477084100246429,0.1580087840557098,-0.9294633269309998,-0.6871529817581177
isa,-0.1967555731534958,-0.0860685259103775,1.4009100198745728,-0.0442974381148815,1.8319789171218872,-0.2737791538238525,-0.1470259279012680,-1.5155457258224487,-0.0769621357321739,0.1433503776788712,-1.1544582843780518,-0.2117794901132584,-0.0372939892113209,-1.2299532890319824,-0.2330410629510880,-0.3734141588211060,1.6252520084381104,0.3813538551330566,-0.4230497479438782,-0.0345571339130402,-0.0506339184939861,-1.4942599534988403,-0.5203338265419006,-0.4243466854095459,-0.0159835722297430,1.3047767877578735,-1.2781184911727905,0.2574739456176758,0.7062160372734070,-0.5034369826316833,-0.0040714973583817,-1.3441282510757446
affects,0.3891206681728363,-0.0057025682181120,0.1418096423149109,-0.8567841649055481,-1.2097383737564087,-0.1646238416433334,-0.1176113560795784,0.5809401869773865,-0.1373124569654465,0.7559850215911865,0.1815382242202759,-0.2338441610336304,1.9450767040252686,-0.4154298603534698,-0.1464874148368835,-0.2815518975257874,0.8643013238906860,-1.3642144203186035,1.1751847267150879,0.0346660241484642,-0.2308631390333176,0.0893626511096954,0.8509213924407959,-0.2173753231763840,-0.0451587103307247,0.4858102798461914,-0.7893845438957214,-0.1889573931694031,0.2780890762805939,0.0926783755421638,-0.3282364904880524,-0.4855132102966309
associated_with,0.3635272979736328,-0.3520155847072601,-1.2537856101989746,0.1424147337675095,-1.6514575481414795,1.4455038309097290,-0.4632814526557922,0.2499036043882370,0.2145343124866486,1.3260639905929565,-0.6866821050643921,-0.6673371195793152,0.1351174563169479,-0.2446185946464539,-0.4332830607891083,0.6513519287109375,1.1166169643402100,-1.7123774290084839,1.2851518392562866,0.2244249135255814,-0.2591951489448547,-0.6389584541320801,0.1525691300630569,-0.4233672916889191,0.7784338593482971,-0.8204577565193176,0.6209581494331360,-0.7824413776397705,0.5167258381843567,0.1644807159900665,0.3248196244239807,-0.5464485287666321
interacts_with,-0.1369816660881042,-0.1711638569831848,0.1345289796590805,0.2966885268688202,-0.5630814433097839,-1.4070940017700195,-0.8126957416534424,1.1815215349197388,-0.1183594092726707,0.0511914603412151,-0.1172841936349869,-0.2835316061973572,-0.9653263092041016,-0.2057922631502151,-0.2548811137676239,-0.1987656205892563,-0.6757541894912720,1.3389414548873901,-1.2481241226196289,-0.0118256434798241,0.0033803842961788,-1.6705485582351685,1.1200767755508423,-0.1182704567909241,-0.8996683955192566,0.7462653517723083,-0.0358185544610023,0.0138748306781054,-0.1800100654363632,-0.7521729469299316,0.4796667397022247,0.8318890929222107
result_of,0.2284770160913467,0.0078961085528135,0.2550341784954071,-0.1434181481599808,0.2297286242246628,0.0583468265831470,-0.1229146197438240,0.5907042026519775,0.0670009851455688,0.4737013280391693,0.1403951793909073,0.6383050084114075,2.4128847122192383,0.1647823750972748,-0.0050827530212700,0.1057275980710983,1.0342991352081299,-1.5402705669403076,1.2900485992431641,-0.2772563099861145,-0.0831755250692368,0.4547362029552460,0.6103180050849915,0.0010374792618677,-0.7492700815200806,-1.3421679735183716,-0.8798350691795349,-0.2724674046039581,0.6330696344375610,0.2022398710250854,-0.7535361051559448,0.0538675747811794
complicates,0.3470333814620972,0.0194238126277924,-1.2074401378631592,-0.3403758108615875,-1.3913570642471313,1.1295589208602905,0.4902316033840179,-0.8667633533477783,-0.1761731505393982,0.0606612190604210,0.7833154201507568,-0.0902307257056236,1.9370850324630737,-0.4370336532592773,0.1692475676536560,-0.3697673082351685,0.5736281275749207,-1.3181439638137817,1.0248578786849976,-0.4678142964839935,-0.4213979244232178,0.8350973129272461,0.7699006795883179,-0.6741728782653809,0.1910514831542969,1.1737990379333496,0.0283262282609940,-0.4718347787857056,0.3402577340602875,0.1310250312089920,-0.7370470762252808,-0.9931018352508545
occurs_in,0.2785772085189819,0.3163361847400665,1.4829796552658081,-0.3839121758937836,1.6350406408309937,-1.4269379377365112,-1.1263720989227295,-1.8148071765899658,-0.1269726753234863,-1.3997443914413452,0.8437583446502686,1.3423116207122803,2.1053109169006348,-0.0236361399292946,0.6672666668891907,0.1269599795341492,0.0605940409004688,0.4134454727172852,-0.5890134572982788,-0.5310301184654236,0.4554709196090698,-1.7450644969940186,0.0219772718846798,0.0266241542994976,-1.3050472736358643,-1.4620716571807861,-0.9464086890220642,-0.4978311359882355,1.2566128969192505,0.1790328621864319,-1.5598047971725464,1.1156079769134521
uses,0.1388093382120132,-0.4027030766010284,0.4761751890182495,-0.6142369508743286,0.4711246788501740,-1.7167464494705200,-0.0818057507276535,0.3219709098339081,-0.2259249985218048,-0.0544025748968124,-0.5335849523544312,1.1640018224716187,-0.5736047029495239,0.2350423634052277,-1.4064258337020874,0.8804758191108704,-1.7556130886077881,1.8073147535324097,-1.0375242233276367,-0.1999632865190506,-0.4034276306629181,1.7067418098449707,0.6161845922470093,-0.1021624654531479,0.0855486765503883,-0.6601783633232117,-1.0183998346328735,-0.1186792999505997,0.5759236812591553,0.0756792873144150,1.3338618278503418,-1.4504911899566650
produces,1.1684765815734863,-0.1751808226108551,-0.3797596096992493,-0.2596406638622284,1.3254051208496094,-1.4984942674636841,-0.7007166743278503,1.2558585405349731,0.4484904110431671,-0.4971157610416412,-0.2807200253009796,0.5100851058959961,-0.0276171751320362,0.3283705115318298,-0.8061298131942749,-0.6891613006591797,-1.3761750459671021,1.6651556491851807,-0.9856671094894409,-0.4122337996959686,0.4206697344779968,-0.0046545988880098,0.3672194480895996,0.4758850336074829,-0.1958498358726501,-2.0686807632446289,-0.5520611405372620,-0.5129653811454773,1.1769237518310547,0.0154357338324189,1.2328878641128540,0.6930634975433350
