,relation
0,complicates
1,contains
2,measurement_of
3,result_of
4,causes
5,degree_of
6,isa
7,conceptually_related_to
8,co-occurs_with
9,affects
10,indicates
11,interacts_with
12,location_of
13,developmental_form_of
14,associated_with
15,issue_in
16,carries_out
17,conceptual_part_of
18,disrupts
19,process_of
20,adjacent_to
21,manifestation_of
22,consists_of
23,surrounds
24,performs
25,ingredient_of
26,method_of
27,diagnoses
28,produces
29,part_of
30,assesses_effect_of
31,occurs_in
32,uses
33,derivative_of
34,exhibits
35,precedes
36,manages
37,analyzes
38,measures
39,connected_to
40,interconnects
41,property_of
42,evaluation_of
43,treats
44,practices
45,prevents
