,entity
0,diagnostic_procedure
1,sign_or_symptom
2,age_group
3,genetic_function
4,group
5,neoplastic_process
6,organ_or_tissue_function
7,governmental_or_regulatory_activity
8,population_group
9,biomedical_or_dental_material
10,natural_phenomenon_or_process
11,amino_acid_peptide_or_protein
12,clinical_attribute
13,chemical_viewed_functionally
14,disease_or_syndrome
15,organism_function
16,regulation_or_law
17,body_part_organ_or_organ_component
18,receptor
19,medical_device
20,geographic_area
21,mental_process
22,anatomical_abnormality
23,laboratory_procedure
24,organism_attribute
25,biologic_function
26,neuroreactive_substance_or_biogenic_amine
27,organic_chemical
28,cell_or_molecular_dysfunction
29,enzyme
30,element_ion_or_isotope
31,qualitative_concept
32,research_device
33,hazardous_or_poisonous_substance
34,patient_or_disabled_group
35,experimental_model_of_disease
36,eicosanoid
37,vitamin
38,physiologic_function
39,body_location_or_region
40,acquired_abnormality
41,virus
42,mental_or_behavioral_dysfunction
43,research_activity
44,antibiotic
45,pharmacologic_substance
46,injury_or_poisoning
47,body_system
48,cell_function
49,mammal
50,organism
51,molecular_function
52,body_substance
53,gene_or_genome
54,bird
55,steroid
56,health_care_related_organization
57,animal
58,food
59,finding
60,bacterium
61,body_space_or_junction
62,congenital_abnormality
63,alga
64,anatomical_structure
65,pathologic_function
66,health_care_activity
67,cell
68,inorganic_chemical
69,tissue
70,individual_behavior
71,plant
72,biologically_active_substance
73,therapeutic_or_preventive_procedure
74,chemical_viewed_structurally
75,lipid
76,reptile
77,professional_society
78,hormone
79,carbohydrate
80,immunologic_factor
81,phenomenon_or_process
82,organophosphorus_compound
83,professional_or_occupational_group
84,cell_component
85,family_group
86,nucleic_acid_nucleoside_or_nucleotide
87,behavior
88,social_behavior
89,molecular_biology_research_technique
90,temporal_concept
91,self_help_or_relief_organization
92,molecular_sequence
93,vertebrate
94,substance
95,invertebrate
96,chemical
97,occupational_activity
98,laboratory_or_test_result
99,fully_formed_anatomical_structure
100,machine_activity
101,embryonic_structure
102,daily_or_recreational_activity
103,indicator_reagent_or_diagnostic_aid
104,manufactured_object
105,entity
106,biomedical_occupation_or_discipline
107,educational_activity
108,amino_acid_sequence
109,organization
110,group_attribute
111,rickettsia_or_chlamydia
112,drug_delivery_device
113,quantitative_concept
114,human_caused_phenomenon_or_process
115,human
116,fish
117,environmental_effect_of_humans
118,amphibian
119,intellectual_product
120,spatial_concept
121,clinical_drug
122,fungus
123,activity
124,conceptual_entity
125,occupation_or_discipline
126,archaeon
127,nucleotide_sequence
128,classification
129,language
130,functional_concept
131,carbohydrate_sequence
132,idea_or_concept
133,physical_object
134,event
