,entity
0,professional_or_occupational_group
1,sign_or_symptom
2,element_ion_or_isotope
3,vitamin
4,experimental_model_of_disease
5,diagnostic_procedure
6,organism_attribute
7,receptor
8,health_care_activity
9,antibiotic
10,body_space_or_junction
11,social_behavior
12,hormone
13,biologic_function
14,research_activity
15,population_group
16,molecular_function
17,molecular_biology_research_technique
18,organ_or_tissue_function
19,organic_chemical
20,mammal
21,congenital_abnormality
22,organism_function
23,physiologic_function
24,biologically_active_substance
25,temporal_concept
26,self_help_or_relief_organization
27,gene_or_genome
28,molecular_sequence
29,lipid
30,food
31,mental_or_behavioral_dysfunction
32,body_part_organ_or_organ_component
33,qualitative_concept
34,inorganic_chemical
35,vertebrate
36,individual_behavior
37,virus
38,substance
39,anatomical_structure
40,steroid
41,invertebrate
42,tissue
43,chemical
44,neuroreactive_substance_or_biogenic_amine
45,neoplastic_process
46,amino_acid_peptide_or_protein
47,pathologic_function
48,acquired_abnormality
49,therapeutic_or_preventive_procedure
50,enzyme
51,biomedical_or_dental_material
52,disease_or_syndrome
53,injury_or_poisoning
54,animal
55,hazardous_or_poisonous_substance
56,pharmacologic_substance
57,organophosphorus_compound
58,mental_process
59,cell_or_molecular_dysfunction
60,clinical_attribute
61,health_care_related_organization
62,family_group
63,reptile
64,occupational_activity
65,eicosanoid
66,immunologic_factor
67,anatomical_abnormality
68,cell_function
69,natural_phenomenon_or_process
70,medical_device
71,body_location_or_region
72,laboratory_or_test_result
73,geographic_area
74,laboratory_procedure
75,fully_formed_anatomical_structure
76,machine_activity
77,nucleic_acid_nucleoside_or_nucleotide
78,cell_component
79,embryonic_structure
80,phenomenon_or_process
81,chemical_viewed_structurally
82,daily_or_recreational_activity
83,patient_or_disabled_group
84,alga
85,behavior
86,indicator_reagent_or_diagnostic_aid
87,age_group
88,bacterium
89,research_device
90,manufactured_object
91,body_substance
92,professional_society
93,cell
94,group
95,regulation_or_law
96,entity
97,biomedical_occupation_or_discipline
98,educational_activity
99,amino_acid_sequence
100,finding
101,genetic_function
102,bird
103,chemical_viewed_functionally
104,organization
105,group_attribute
106,rickettsia_or_chlamydia
107,drug_delivery_device
108,carbohydrate
109,fish
110,environmental_effect_of_humans
111,amphibian
112,intellectual_product
113,organism
114,conceptual_entity
115,clinical_drug
116,human
117,fungus
118,governmental_or_regulatory_activity
119,activity
120,occupation_or_discipline
121,plant
122,body_system
123,human_caused_phenomenon_or_process
124,archaeon
125,nucleotide_sequence
126,classification
127,quantitative_concept
128,language
129,carbohydrate_sequence
130,idea_or_concept
131,physical_object
132,functional_concept
133,event
134,spatial_concept
