relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
term0,0.9474907,-0.8070018,0.2394306,-1.1289171,-0.17129733,-1.1419046,2.5118532,0.9996721,0.9773877,0.926124,-0.2941307,-0.29073307,-0.75982064,-0.54755634,-1.91855,0.45385653,0.27968848,1.842033,1.731121,0.9358564,-1.9811889,0.49509788,-1.0799992,-1.2796487,-0.247022,-0.16748177,-0.98283476,-1.9534167,-2.8912966,0.49575627,0.8681425,-3.005023
term1,-0.7687016,0.022099644,0.28484213,-0.50019336,-0.08219687,-0.1720883,2.0008953,0.2667872,-1.3906192,-0.53353477,-1.2965101,0.96361613,0.15949163,-0.5778944,-1.2893285,1.3744972,0.57145137,0.4658535,0.7028122,-1.080207,1.5603375,-1.4641885,-0.37602633,-0.19706321,-0.6741853,-2.0176275,-0.00095132226,-1.9883446,0.31793794,0.24765372,1.5479668,-1.082462
term10,-0.25841957,-0.80986464,-0.33206627,-1.2145455,-0.09111265,0.46860147,0.763004,0.08676343,0.5780801,-0.07030989,1.431416,-0.59876597,0.96417123,-0.49846566,-1.4929876,-0.3938404,0.46975347,0.8306725,-1.0032195,-0.42524025,-0.7002328,-0.03891943,-0.9458911,0.16447714,-0.6309671,1.0190982,0.106692486,-1.0162753,-0.29620963,-0.76139593,1.2595341,1.1429904
term11,-0.7303438,0.01964717,-0.2750088,-0.7130821,-0.3857548,-0.04116573,-0.27403775,1.0384102,0.6799568,-0.21367937,0.42050642,0.0045717056,1.3742867,0.6340758,-0.7676969,-0.7253759,0.36652252,0.6258122,-0.58742505,-0.0077177854,-0.33498746,0.14860196,0.26380008,-0.07682076,-0.14887685,0.44368538,0.20353821,-1.1061409,0.39322162,-0.70343584,1.0928019,0.9685525
term12,-0.25148985,-0.82027066,0.64682007,-1.2670021,0.24254157,-0.9299577,0.058410086,-0.08803743,-1.038449,0.4693663,0.107590385,0.23778525,-1.6756222,-0.9814738,-0.6899859,1.0699564,-1.4923658,-0.37703472,-0.12891604,-0.4598141,0.08687116,-0.7283483,0.5501054,0.53985137,-0.05651552,-0.24934262,0.4341508,-1.912628,-1.007541,0.27420822,1.2802318,2.1635
term13,-0.007450901,-0.7219216,1.2922121,-1.7912141,-1.146455,0.59027666,-0.83050436,-1.4772782,0.12787922,-0.640905,0.98443574,0.9279116,-1.0370182,0.056517083,-1.3678811,-0.33473277,-0.3874587,-0.32434273,0.87787145,0.29615557,-0.87094074,-0.09701834,-0.60105646,0.7680183,0.52090067,-1.0086532,0.3145024,-1.1609929,-0.042877458,0.53088117,1.2469923,0.7039892
term14,0.6407386,-0.34057814,0.8646139,-1.4522676,-0.88094926,-0.4316118,0.7266215,-0.3279248,-1.0904384,-0.07368707,0.45203787,-1.4490955,-2.03323,-2.160495,-1.2354428,2.2874804,-0.37684247,0.43877822,0.5311797,1.5206763,-1.7684342,-0.28430295,2.4721959,1.3566816,-0.8668457,-0.40483332,0.6982575,-2.4775445,1.047124,-0.43048495,1.899845,1.6384054
term15,-0.3796005,-0.3368367,-1.0097208,-0.6245803,-0.12287021,-0.13631386,0.48591697,-1.6550395,-0.8716976,-0.029938031,0.58004296,-0.2600201,0.80336446,0.23123871,-0.94074774,-0.08931216,0.080736965,-0.75069475,0.25066197,-0.040928382,0.115293615,-0.05421566,-0.47923738,0.06429278,0.03475321,-0.39293104,0.61455226,-0.9214425,0.2660246,-0.084561855,-1.0275733,0.22480762
term16,0.19429587,-0.12835337,-0.39445472,-0.49878892,-0.14408667,0.031052476,-0.6268887,0.5297836,-0.068746485,0.23788549,-0.04747233,0.3626767,-0.43662715,-0.38742587,-0.7079005,-0.2986468,0.23548555,0.8303523,-0.11059127,0.04335779,0.052386977,0.26143128,0.08762406,0.0475987,-0.25873783,0.07096853,-0.42421892,-0.9269112,0.043231472,0.08276884,-1.0927904,-0.12906793
term17,-0.37283444,2.2247152,0.39850408,-1.6852561,2.1730528,-1.7560565,-0.39229712,0.33700794,0.81133395,-0.849835,0.023768242,-0.5049053,-1.1534189,0.56146663,-0.85294086,-0.5529176,-0.8876648,-1.1334206,0.7017309,-1.7338988,0.095861755,-0.75823337,-0.9606682,-2.0809112,-1.103139,-0.18620212,-0.5687241,-1.064927,-0.22980164,0.18480712,1.1494479,0.24172534
term18,0.27977926,-0.8129694,0.22910377,-1.0070852,0.14802441,-1.5274881,1.8052167,0.5532276,1.8415921,-0.7827798,-2.5068462,-0.43606323,0.33814955,-0.05052088,-0.9219104,0.48260993,-2.147507,0.08544407,-1.2304348,0.46087682,-1.2468423,-0.7771755,0.4936186,-0.77517706,0.61656344,1.5136594,-1.751871,-2.2526598,0.5202987,0.24328043,-1.4169241,0.4363722
term19,1.3964404,1.6132268,1.6243916,-1.3721919,-2.6750295,-1.1257138,0.31088898,1.6904384,0.8805729,-1.7688038,0.98993224,3.3218043,-2.8128479,-0.33462757,-1.4305816,2.7887378,-1.5245844,0.16281407,-3.3340185,-0.124847986,-0.10946931,-0.41031295,0.7678112,-2.075138,0.68304783,-0.8309893,1.3854109,-2.5943613,0.5416841,0.1881018,-0.59805644,1.1587286
