,relation
0,complicates
1,measures
2,causes
3,uses
4,issue_in
5,result_of
6,affects
7,interacts_with
8,process_of
9,contains
10,treats
11,associated_with
12,evaluation_of
13,isa
14,adjacent_to
15,produces
16,performs
17,location_of
18,surrounds
19,property_of
20,assesses_effect_of
21,degree_of
22,part_of
23,occurs_in
24,disrupts
25,manifestation_of
26,measurement_of
27,precedes
28,developmental_form_of
29,co-occurs_with
30,prevents
31,diagnoses
32,indicates
33,connected_to
34,conceptual_part_of
35,manages
36,exhibits
37,method_of
38,ingredient_of
39,carries_out
40,analyzes
41,practices
42,consists_of
43,conceptually_related_to
44,interconnects
45,derivative_of
