,entity
0,receptor
1,diagnostic_procedure
2,mental_or_behavioral_dysfunction
3,element_ion_or_isotope
4,group
5,sign_or_symptom
6,genetic_function
7,enzyme
8,rickettsia_or_chlamydia
9,experimental_model_of_disease
10,chemical
11,molecular_function
12,fully_formed_anatomical_structure
13,pathologic_function
14,pharmacologic_substance
15,laboratory_or_test_result
16,organ_or_tissue_function
17,nucleic_acid_nucleoside_or_nucleotide
18,human_caused_phenomenon_or_process
19,qualitative_concept
20,body_part_organ_or_organ_component
21,lipid
22,age_group
23,cell_component
24,body_substance
25,food
26,environmental_effect_of_humans
27,organism_attribute
28,laboratory_procedure
29,hazardous_or_poisonous_substance
30,tissue
31,congenital_abnormality
32,chemical_viewed_structurally
33,population_group
34,hormone
35,vitamin
36,acquired_abnormality
37,cell_or_molecular_dysfunction
38,self_help_or_relief_organization
39,anatomical_structure
40,disease_or_syndrome
41,organism_function
42,inorganic_chemical
43,steroid
44,clinical_attribute
45,neuroreactive_substance_or_biogenic_amine
46,molecular_biology_research_technique
47,fish
48,amino_acid_peptide_or_protein
49,mental_process
50,finding
51,anatomical_abnormality
52,group_attribute
53,archaeon
54,physiologic_function
55,biomedical_or_dental_material
56,embryonic_structure
57,cell_function
58,geographic_area
59,biologically_active_substance
60,governmental_or_regulatory_activity
61,antibiotic
62,alga
63,family_group
64,professional_or_occupational_group
65,bird
66,behavior
67,therapeutic_or_preventive_procedure
68,immunologic_factor
69,neoplastic_process
70,quantitative_concept
71,plant
72,medical_device
73,eicosanoid
74,biomedical_occupation_or_discipline
75,cell
76,phenomenon_or_process
77,manufactured_object
78,body_system
79,carbohydrate
80,organic_chemical
81,social_behavior
82,organization
83,educational_activity
84,invertebrate
85,chemical_viewed_functionally
86,health_care_related_organization
87,biologic_function
88,human
89,body_space_or_junction
90,animal
91,virus
92,temporal_concept
93,individual_behavior
94,organophosphorus_compound
95,patient_or_disabled_group
96,carbohydrate_sequence
97,gene_or_genome
98,molecular_sequence
99,drug_delivery_device
100,natural_phenomenon_or_process
101,research_activity
102,fungus
103,activity
104,injury_or_poisoning
105,bacterium
106,indicator_reagent_or_diagnostic_aid
107,health_care_activity
108,professional_society
109,body_location_or_region
110,daily_or_recreational_activity
111,nucleotide_sequence
112,amphibian
113,language
114,regulation_or_law
115,event
116,research_device
117,occupational_activity
118,reptile
119,mammal
120,substance
121,clinical_drug
122,vertebrate
123,amino_acid_sequence
124,conceptual_entity
125,machine_activity
126,functional_concept
127,intellectual_product
128,occupation_or_discipline
129,entity
130,organism
131,spatial_concept
132,physical_object
133,idea_or_concept
134,classification
