,relation
0,process_of
1,issue_in
2,assesses_effect_of
3,interacts_with
4,affects
5,result_of
6,carries_out
7,produces
8,complicates
9,precedes
10,prevents
11,performs
12,co-occurs_with
13,associated_with
14,measures
15,manifestation_of
16,location_of
17,disrupts
18,indicates
19,isa
20,ingredient_of
21,causes
22,contains
23,connected_to
24,degree_of
25,part_of
26,interconnects
27,uses
28,practices
29,evaluation_of
30,measurement_of
31,diagnoses
32,property_of
33,treats
34,method_of
35,conceptual_part_of
36,surrounds
37,occurs_in
38,manages
39,developmental_form_of
40,consists_of
41,exhibits
42,derivative_of
43,analyzes
44,adjacent_to
45,conceptually_related_to
