relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
term0,-1.3270036,-0.7405861,0.9279074,0.27092135,-0.7464239,0.60921735,0.7133012,0.9740829,-1.3177365,-1.9522518,-0.4330167,-0.20816784,0.94861233,0.5089964,0.735727,-0.04770006,1.5939376,-1.8826461,0.3105373,-1.1914154,0.41887093,0.017309705,0.33062056,-1.0523672,0.26487905,-0.6737669,1.4871765,0.24544187,-0.14794773,-0.041195046,-1.2107027,-0.08907746
term1,-1.2422656,0.6281419,-1.1477472,0.8562433,-0.0335328,0.1178261,-0.7000079,1.012326,-0.97685707,-0.022014182,-0.3139389,0.2439697,-1.2328305,0.8705061,0.6264502,-1.1479064,0.21242833,-1.135746,-0.24634013,-0.4837015,-0.7259091,-1.7040799,1.5333673,0.27096972,-0.94041467,0.80423504,-1.6656189,0.8475947,-1.0481429,-0.5581604,-1.2640529,0.4144548
term10,1.1952084,-0.48604742,-0.62189484,-0.6273821,-1.5845457,-0.27073112,0.1940176,0.7397678,-0.26483586,0.620975,0.4521146,-0.47082087,0.28643614,0.9706131,0.9465534,0.24117723,0.3820069,-0.5253705,-0.41061923,-1.2954392,1.2552494,0.32583398,-0.16228367,-0.53147846,-0.01946251,0.20472103,-0.5773514,-0.16139892,0.29097393,-1.0486943,-0.9905526,-0.08403895
term11,0.836816,-0.82325125,-0.22751465,0.0153692495,-1.4201506,-0.5053226,-0.5048554,0.8865455,0.094742455,0.56173164,-0.2605193,-0.104413934,0.57460374,1.3124468,0.9532345,-0.032288916,0.24296673,-0.8881623,-0.10292102,0.43167633,-0.46945193,0.57741755,-0.35047784,-0.3317196,0.29845095,-0.10575063,0.12915848,-0.7668995,0.05424348,-0.23602556,-1.2582266,0.1353212
term12,1.12152,0.674175,0.43118665,-0.78447556,-0.8741614,-0.4573586,-1.304866,-0.60128963,-0.08725922,-0.8483043,-0.5517201,0.20063062,0.91699034,1.192394,-1.3219184,0.085535966,-0.237505,-1.7937382,-0.83068025,0.36471784,-0.48875374,0.19455925,-0.7070569,-0.3998586,-0.22133875,0.030704578,-1.8717984,-0.56308025,-0.5011744,-0.2358476,-0.71261996,-1.8649114
term13,1.2131675,0.6355978,-0.19928141,-1.7232697,-1.3507506,0.07189103,-0.7732538,-0.8361063,-0.52875155,-1.2063129,-0.17977738,0.6284503,1.0544934,1.1097363,-1.630337,0.16508079,0.24364921,-0.94258356,-1.7374938,-0.15560769,-0.35506228,0.19943039,-0.60553503,-0.20730846,0.58771783,0.5900318,0.1958463,0.06552299,0.8073718,-1.3649322,-0.9397239,0.27076474
term14,0.39767236,0.07207172,-0.5023967,0.2307074,-0.6753085,-0.24564315,-0.64011407,-1.3774744,1.2131124,-2.6447992,-0.3685711,0.65623695,1.9733292,1.2066071,0.40283877,-0.7862562,-1.2155805,-2.6171958,-0.97748834,1.7451025,1.3316729,-0.54260254,-0.17142524,-0.8068894,-1.6590668,-0.7023754,-0.21388316,0.035080425,0.08369499,-0.6534522,-0.91592693,-0.10547866
term15,-0.41420463,0.30031306,0.41189474,-0.331547,-0.74617857,-0.4334473,-0.041752707,0.9543763,-0.32897344,-0.110663615,0.44875693,0.0001374362,0.7537188,-1.0997303,-0.9275406,0.19808075,-0.34890336,-0.89713234,0.03691988,0.012646345,-0.2407446,-0.18491921,-0.1291943,-0.7134446,-0.11836873,-0.3625516,0.10692901,0.08022613,0.12887768,-0.0014019441,-1.0789262,0.29074854
term16,-0.0102253305,0.032762278,0.032697324,-0.14321338,-0.24461035,0.075135745,-0.07877347,-1.0233858,0.072310306,0.20089395,-0.036600552,-0.16477937,0.07524349,-0.893397,0.92087847,0.022499165,0.14643319,-0.84459287,-0.1505767,-0.1786422,-0.17545307,0.0134077035,-0.23839991,0.12490868,-0.26667827,-0.607123,-0.19650254,-0.23361243,0.33929595,-0.22190803,-0.8085609,0.054814536
term17,0.660048,0.29321593,-0.12327505,0.26143053,-0.13111828,-0.16832,-0.25783753,-0.47996175,0.7835989,-0.1813135,1.1883352,-0.1958524,-1.8321984,1.8895189,-1.4826217,-0.7149608,-1.612859,-1.3823133,-1.5664023,-0.65815145,-0.098845206,0.30583963,0.1570129,-1.129695,-0.75025344,-0.074773096,1.3703446,1.2973065,-1.2689661,-1.838854,-1.2214409,-1.5539435
term18,1.3407816,-0.29539612,0.38902894,-0.22093385,0.12882568,2.043209,0.33762547,1.0329307,-0.1958414,0.09854235,0.49317858,0.1351304,-1.2995728,-0.59628344,-0.8188275,-2.1277485,-0.426229,-1.4671217,-0.22238609,0.013435591,0.84844697,0.6671053,-0.8857316,0.5578719,-0.1678768,0.70937234,-0.22388335,-1.5309117,-0.49416262,-0.7597006,-0.7388826,-2.7974308
term19,-0.9843356,1.0800291,-1.9781907,-0.8502653,-0.68007404,0.093113445,-0.5479599,-0.86961406,-0.51951015,-0.30150607,-2.3965259,1.6430626,0.8603019,-1.4596679,0.8415394,-2.1034575,0.61540264,-3.4463503,-1.9226358,-0.49826932,4.1699953,0.7505114,0.3799293,-0.297132,-1.3482729,-0.6108184,-1.3310568,-2.5642245,-2.3170035,2.2837884,-2.2520075,-2.4096203
term2,-1.3619518,0.8179606,1.5349312,-0.6650904,-0.07692377,-0.052867755,-0.6445161,0.9213542,-2.070608,0.09419298,-0.388874,0.22731936,-1.1652939,1.2103621,0.49275795,-0.14910343,0.81210506,-1.3704578,-1.1401095,0.19185819,-0.83828086,-2.7530365,-0.5767967,-0.12571779,0.24736789,0.8424733,-2.0242407,0.7906055,-1.063965,-0.97382927,-1.1300544,0.49334386
