relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
adjacent_to,0.5521502,-0.30856785,0.10441352,-0.27001598,-0.47500947,0.8617991,0.8573164,-1.8899668,0.22418343,-0.70695746,-0.117989674,-0.687954,-0.41621342,1.4877404,-0.5015933,-1.0234972,-0.07997625,1.1777772,0.1946878,-0.002920393,-0.62980694,-0.73984987,0.24911061,0.05184894,-1.821635,0.31216967,0.09341113,-0.27411154,0.250095,0.060552448,1.3161029,1.8699151
affects,-1.0232997,-0.117300205,-0.049217593,-0.5167494,0.6399535,-0.72460634,-0.16883111,-0.5470575,0.19877692,1.1199552,0.71085954,0.118841335,-0.41437963,0.24378642,-0.1661858,-1.17512,-0.44755012,0.2281176,-0.33637473,-0.39075357,-0.24608698,0.4945998,-0.48111603,0.5181715,-0.1057223,0.43102068,0.23508309,1.6988615,0.18810642,-0.53281367,0.43657222,-0.17286453
analyzes,-0.076633,0.32553095,-0.7680437,-0.15355812,-0.4137836,-0.31342676,0.019940007,-0.922488,-1.0606376,0.7757345,-1.9225317,1.5199833,-0.9728819,-0.23969845,-0.9158177,-0.9344481,-0.13462111,0.13909021,0.7316233,-1.7955867,-0.356096,0.5080648,-0.62907904,0.8936464,0.47535866,-0.9174157,0.3533908,-1.0855576,1.2351371,-0.21928458,0.4558462,1.3672117
assesses_effect_of,-1.3238142,0.29315302,-0.84602004,-0.12414097,-1.8087438,1.9891803,-0.04634097,-1.6777823,-1.4706304,-0.83581764,-0.008847041,1.2245926,-1.4143242,-0.45157984,0.9073599,-1.2750231,0.03690231,0.07031512,1.4103607,-1.6854024,0.56427103,-0.5442578,-0.7529064,-0.0066232122,0.93281674,-0.40058517,0.95453763,1.0974202,-0.89700633,0.88261586,0.30114266,0.32209024
associated_with,0.038101956,0.23167458,-0.5867346,-0.6827831,-0.013778325,-1.3228675,-0.6636931,-1.1238633,0.1673197,-0.019249491,0.1022799,0.5218494,-0.2580594,1.0090308,-0.76565206,-1.2193905,-0.15729797,-2.209521,0.11962633,0.24528992,0.882917,-0.06592228,-0.49227917,-0.78724426,0.38945094,-1.032641,-0.533175,0.79489744,0.6636909,-0.03453132,-0.09805481,0.20829234
carries_out,0.058410466,0.4871191,-1.0622392,-0.6823443,-1.5748166,0.5947889,1.1784457,-0.98848206,-1.9981463,-0.82909316,0.40892,-1.3002414,0.65901744,-1.7635677,-3.6180465,-1.1437594,-0.15691249,0.43271065,0.018282857,-0.07236899,-0.45398608,-0.9632435,-0.16594069,-0.61578035,0.31571668,1.3781301,1.494762,-0.034651164,0.94242847,2.234015,0.022049144,-0.6136957
causes,0.37055802,-0.17617571,-0.7994977,-0.22982898,-0.89350414,-0.6206832,-0.079704486,-1.0628259,-0.09232186,0.6285831,-0.2926344,-0.32117116,0.32547382,-0.4498805,0.7439541,-1.4167942,-0.055945236,-2.4302182,0.123632714,-0.09876292,0.14718166,1.2795929,0.34795013,0.025693692,0.13640139,0.19629605,-0.7775514,0.15354553,-0.119524166,0.9870364,-0.28330287,-0.34081578
co-occurs_with,-0.091607615,1.1119348,-1.3947852,0.07173939,-0.43890378,1.3515571,0.16022167,-1.3227563,-0.50544536,-0.2756851,0.76379246,0.48942965,1.0965073,0.64936686,-0.8242808,-1.7512814,0.62011003,-0.18513681,-1.5072829,-0.4279839,1.1327708,0.38300654,-0.27626914,-0.6938101,0.37846705,-0.34318125,-0.14117138,0.52855366,-0.444158,-1.2119396,-0.09498152,0.3340978
complicates,0.4470615,1.3447125,-0.8054857,-0.2990255,-0.11483381,-0.13674887,-1.4934443,-1.1211655,-0.42246014,0.45645693,-0.3351392,0.18771036,0.5614308,0.8744662,-0.40886614,-1.7849905,0.2539043,-0.6425529,-0.7290736,-0.89541477,2.5458832,1.0803429,-0.07509691,-0.36315185,-0.7323119,0.5731726,0.27776295,1.672525,-0.035969637,-0.3440915,-0.3780448,0.2795376
conceptual_part_of,0.8528663,0.5393505,-1.3450692,0.43163732,-0.03800214,0.31112137,0.13130671,0.044110775,-0.5267634,-0.22483139,-0.84028417,0.27630952,-0.11034179,-0.4191584,0.27703846,-1.6292998,0.073119596,0.17229842,0.7784547,-0.09496076,0.082788005,-0.14077154,-0.29179606,0.1760535,-0.06736588,0.066574536,0.40469107,0.5461181,0.27298433,-0.1275108,-0.22626647,0.21752527
conceptually_related_to,0.30860403,1.5150435,-0.031511035,0.35336998,-0.33755726,-1.3383428,0.96358967,-2.21631,-1.53841,-1.7885647,-1.0231903,1.3226875,-0.88913095,0.79368097,0.95019436,-2.0789163,0.25165838,-0.86784405,-1.9074931,-0.7169526,-0.2948234,-1.5237414,-1.6632206,0.492874,-0.3661052,-0.13884014,1.4685311,1.0585469,-2.2045436,2.0504134,-1.3105713,-1.1960706
connected_to,-0.4251922,-0.40181687,0.7665087,-0.060059063,-0.35603824,0.17962663,-0.45814878,-1.7860626,1.7314122,0.71320045,0.08239049,1.611579,-0.47428653,-0.1107289,-1.1910892,-1.0207145,0.12754373,0.6807424,0.7826938,-0.16150069,0.71634644,-2.3935635,0.090169385,1.6975386,-0.7221868,1.3789297,-1.5227249,-0.8100372,1.2146529,0.17382592,1.4883882,0.9400097
