,EpochLoss
0,2.3381435871124268
1,1.8674519062042236
2,1.5059714317321777
3,1.2376538515090942
4,1.043060064315796
5,0.9020607471466064
6,0.7954034805297852
7,0.7060075402259827
8,0.619992196559906
9,0.5282004475593567
10,0.42880547046661377
11,0.32988670468330383
12,0.2482428103685379
13,0.19994203746318817
14,0.18663297593593597
15,0.1944301724433899
16,0.20709966123104095
17,0.2149612009525299
18,0.2147141396999359
19,0.2067851722240448
20,0.19350627064704895
21,0.17823714017868042
22,0.16475550830364227
23,0.156226247549057
24,0.15376929938793182
25,0.1557026356458664
26,0.15834447741508484
27,0.1582665890455246
28,0.15450407564640045
29,0.1481907218694687
30,0.14112161099910736
31,0.13486869633197784
32,0.13035286962985992
33,0.12771090865135193
34,0.12642043828964233
35,0.12562482059001923
36,0.12451494485139847
37,0.12261002510786057
38,0.11986197531223297
39,0.11657389998435974
40,0.113180972635746
41,0.11005765944719315
42,0.10738064348697662
43,0.10506550967693329
44,0.10291719436645508
45,0.10080345720052719
46,0.09868057817220688
47,0.09655212610960007
48,0.0944482758641243
49,0.09241954237222672
50,0.09052344411611557
51,0.08881095796823502
52,0.08731178939342499
53,0.08597590774297714
54,0.08464141935110092
55,0.08315601199865341
56,0.08157091587781906
57,0.08010943233966827
58,0.0789075717329979
59,0.0778779461979866
60,0.07685469090938568
61,0.07578016817569733
62,0.0747140645980835
63,0.07371284067630768
64,0.07276853919029236
65,0.0718563050031662
66,0.07097577303647995
67,0.07013269513845444
68,0.06932511925697327
69,0.06855455785989761
70,0.06783445179462433
71,0.06715909391641617
72,0.06648509204387665
73,0.06581175327301025
74,0.0651930570602417
75,0.06463944911956787
76,0.06410548090934753
77,0.06356901675462723
78,0.06305544078350067
79,0.0625864639878273
80,0.06213778629899025
81,0.06167830899357796
82,0.06122154742479324
83,0.0607931986451149
84,0.06039481237530708
85,0.06001560017466545
86,0.05964294448494911
87,0.059270571917295456
88,0.05890794098377228
89,0.05856432765722275
90,0.05823226645588875
91,0.05790451914072037
92,0.05758790299296379
93,0.05728449672460556
94,0.056985706090927124
95,0.05669410154223442
96,0.05641687288880348
97,0.05614645779132843
98,0.05587569996714592
99,0.05561085417866707
