,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
brazil,-1.5503668,0.61586344,0.24083775,-1.3893185,0.3149043,-0.7546097,2.088174,-0.8759644,-1.5810988,0.049706414,-1.2106445,0.01267463,0.87106705,0.02850761,0.82256734,-0.95851755,2.0360348,0.6650491,-1.2999755,-0.3004699,1.0447813,-0.15620123,1.0704831,1.6419014,-0.88309777,-1.1205325,0.33988857,-0.6084354,-0.6367595,-0.8677146,-0.42226586,-0.12736312
burma,-0.50944936,1.2894281,0.16446112,-1.7556887,0.75940335,-1.7290168,0.3629808,-1.025961,-0.40125018,-0.56372696,-0.12178901,-0.22486986,0.78401023,-0.18935567,-0.25369057,-0.7903719,-0.23338974,0.19245738,0.1488073,-0.900278,0.3868821,-0.802957,-0.6632815,1.3919599,1.3049586,-2.0899343,-0.8590825,1.7138864,2.6288242,0.28592807,0.6536885,1.7603549
china,0.9085408,-0.9391769,0.7061252,-0.72356707,-1.2970669,-1.1530173,1.4188513,1.0666147,-1.3521663,0.97857004,-0.37045974,1.0423441,1.1406956,0.17848955,0.2951785,-0.26029438,-1.1104035,0.1778033,-1.1913279,-0.21968316,1.0095031,0.1709898,1.3155663,0.39952713,1.3041401,-1.5576789,0.76720697,2.1828039,0.42243055,-0.055364013,-0.28491065,-0.25511506
cuba,-0.7921378,1.2364341,2.2821727,-1.3858932,-0.22615997,-1.2157154,-0.39238197,0.05487543,-0.372182,-0.7376534,-1.3528981,-0.6112172,0.42501467,0.6425012,-0.032561753,0.92315716,-1.9241171,-0.30982968,-1.0451107,0.9865944,2.0509882,-0.6235352,1.9971001,2.201096,1.4703357,-0.9570602,0.44948086,0.2447668,2.0283964,1.015067,-0.80073315,-0.21329443
egypt,-0.6539556,-0.41658765,0.81281084,-0.3842455,0.24555534,-0.06434467,0.5050821,0.5647669,0.5227279,-1.4236336,0.21898375,-0.13618861,0.29034021,-0.9874523,0.74813414,-1.2074188,0.017118001,-1.6305138,1.0276107,-1.0039893,1.5681504,0.042211674,1.4510719,3.1189072,0.9157776,-0.78740627,-1.3711541,0.41364375,-0.6767602,0.7361961,0.25167722,1.2244912
india,-1.3660711,1.1975912,1.7564424,-0.83462423,-1.8256098,-1.1953084,0.66536206,1.2645725,-1.0811267,0.63772917,-0.4122218,2.9873793,-2.2260835,-1.4111693,1.5922124,-0.24225588,0.07105231,-0.262392,-0.8376859,-1.7470019,0.83376867,-1.0153173,0.6358042,0.5829784,0.25363567,-0.5743859,-0.7424129,-0.804378,0.45733014,0.68778324,-0.37969136,1.948648
indonesia,-1.0973351,2.2868576,-0.20977616,0.40883446,-1.1772089,-0.130663,0.7762308,0.0032763095,-0.1454693,-0.30146047,2.0524383,0.32529113,0.4356215,1.7616842,0.5923743,-0.8703819,0.040225714,-1.5497757,1.3546244,-1.0285854,0.115112305,1.906274,0.028171651,1.6224121,1.3261328,-1.7955447,-0.62523127,2.4155974,0.88204193,-1.786266,-1.0689087,1.2852372
israel,-0.50359476,0.6631419,1.31959,0.2701685,-0.3916935,-1.3265896,1.14267,1.0980844,-1.777829,-0.78213215,-0.1788102,-0.24649975,0.8724969,0.85180074,2.4300737,-0.80528784,1.0317644,-1.4420083,0.78896743,1.0769224,-1.6591254,-1.1640064,-0.28157547,1.547971,1.4062986,-1.6023449,-1.670109,-0.65711683,-0.7539658,0.30894756,0.27155802,1.5844647
jordan,-1.827585,0.5248802,1.1075444,0.10809592,-0.20440146,-0.978765,0.24398501,-0.8337362,-2.5622206,-0.5627537,-0.76156676,-0.77225876,1.1814021,-1.6555568,-2.0756052,-0.9017437,-0.19523925,-0.6325287,0.09289401,0.4714583,1.3433113,0.95490533,0.5144763,1.0730666,0.31435525,-1.1500099,-2.5275111,-0.5957343,1.8149179,-0.40429422,-1.4633993,1.030052
netherlands,-1.3870842,0.016215079,-0.8173809,0.2475091,-0.9294923,-0.40729874,-0.6534509,-0.49547398,-0.49252442,-1.1112746,-2.5258927,1.5727432,0.688243,-0.6299266,1.8029997,0.61644375,1.7991382,0.2993354,-1.0987005,0.14041749,-0.47745323,1.4356649,2.268561,1.2981287,0.38615412,-1.8998106,0.9494648,-0.9261121,0.16663052,0.8426389,1.0764686,-0.05698954
