,entity
0,clinical_attribute
1,biomedical_occupation_or_discipline
2,enzyme
3,pathologic_function
4,experimental_model_of_disease
5,idea_or_concept
6,mental_or_behavioral_dysfunction
7,amphibian
8,hazardous_or_poisonous_substance
9,organophosphorus_compound
10,intellectual_product
11,laboratory_procedure
12,health_care_activity
13,behavior
14,physiologic_function
15,pharmacologic_substance
16,biomedical_or_dental_material
17,quantitative_concept
18,injury_or_poisoning
19,acquired_abnormality
20,finding
21,diagnostic_procedure
22,cell_or_molecular_dysfunction
23,nucleic_acid_nucleoside_or_nucleotide
24,element_ion_or_isotope
25,molecular_biology_research_technique
26,individual_behavior
27,physical_object
28,cell_function
29,natural_phenomenon_or_process
30,virus
31,medical_device
32,sign_or_symptom
33,disease_or_syndrome
34,nucleotide_sequence
35,congenital_abnormality
36,genetic_function
37,hormone
38,anatomical_structure
39,receptor
40,anatomical_abnormality
41,organ_or_tissue_function
42,fungus
43,molecular_function
44,substance
45,body_part_organ_or_organ_component
46,environmental_effect_of_humans
47,laboratory_or_test_result
48,body_location_or_region
49,neoplastic_process
50,gene_or_genome
51,educational_activity
52,plant
53,activity
54,food
55,organic_chemical
56,temporal_concept
57,chemical_viewed_structurally
58,immunologic_factor
59,carbohydrate
60,entity
61,age_group
62,archaeon
63,invertebrate
64,therapeutic_or_preventive_procedure
65,group
66,spatial_concept
67,cell
68,language
69,body_substance
70,carbohydrate_sequence
71,lipid
72,health_care_related_organization
73,classification
74,professional_or_occupational_group
75,organism
76,biologically_active_substance
77,eicosanoid
78,embryonic_structure
79,research_activity
80,vitamin
81,organism_attribute
82,molecular_sequence
83,antibiotic
84,body_system
85,inorganic_chemical
86,fully_formed_anatomical_structure
87,social_behavior
88,rickettsia_or_chlamydia
89,bacterium
90,neuroreactive_substance_or_biogenic_amine
91,steroid
92,qualitative_concept
93,human_caused_phenomenon_or_process
94,animal
95,mental_process
96,chemical_viewed_functionally
97,tissue
98,self_help_or_relief_organization
99,occupation_or_discipline
100,biologic_function
101,body_space_or_junction
102,manufactured_object
103,functional_concept
104,clinical_drug
105,bird
106,family_group
107,chemical
108,patient_or_disabled_group
109,reptile
110,geographic_area
111,occupational_activity
112,organism_function
113,cell_component
114,group_attribute
115,conceptual_entity
116,professional_society
117,drug_delivery_device
118,phenomenon_or_process
119,organization
120,alga
121,population_group
122,research_device
123,amino_acid_sequence
124,governmental_or_regulatory_activity
125,mammal
126,event
127,vertebrate
128,human
129,daily_or_recreational_activity
130,amino_acid_peptide_or_protein
131,regulation_or_law
132,fish
133,indicator_reagent_or_diagnostic_aid
134,machine_activity
