,relation
0,precedes
1,location_of
2,uses
3,isa
4,causes
5,part_of
6,issue_in
7,co-occurs_with
8,manifestation_of
9,measures
10,analyzes
11,diagnoses
12,exhibits
13,process_of
14,affects
15,produces
16,conceptually_related_to
17,complicates
18,evaluation_of
19,result_of
20,disrupts
21,interacts_with
22,conceptual_part_of
23,performs
24,assesses_effect_of
25,method_of
26,degree_of
27,associated_with
28,indicates
29,prevents
30,consists_of
31,carries_out
32,occurs_in
33,surrounds
34,treats
35,measurement_of
36,ingredient_of
37,property_of
38,contains
39,derivative_of
40,developmental_form_of
41,adjacent_to
42,interconnects
43,connected_to
44,practices
45,manages
