,entity
0,experimental_model_of_disease
1,tissue
2,age_group
3,diagnostic_procedure
4,professional_or_occupational_group
5,manufactured_object
6,embryonic_structure
7,injury_or_poisoning
8,cell_component
9,sign_or_symptom
10,laboratory_procedure
11,nucleic_acid_nucleoside_or_nucleotide
12,fish
13,cell_or_molecular_dysfunction
14,regulation_or_law
15,mental_process
16,disease_or_syndrome
17,organophosphorus_compound
18,chemical_viewed_structurally
19,neuroreactive_substance_or_biogenic_amine
20,finding
21,environmental_effect_of_humans
22,acquired_abnormality
23,chemical
24,amino_acid_peptide_or_protein
25,organ_or_tissue_function
26,virus
27,physiologic_function
28,pharmacologic_substance
29,pathologic_function
30,body_location_or_region
31,gene_or_genome
32,phenomenon_or_process
33,antibiotic
34,vitamin
35,congenital_abnormality
36,lipid
37,cell
38,molecular_function
39,inorganic_chemical
40,biologic_function
41,language
42,fungus
43,organism_function
44,biologically_active_substance
45,eicosanoid
46,patient_or_disabled_group
47,genetic_function
48,carbohydrate
49,family_group
50,enzyme
51,cell_function
52,occupational_activity
53,organic_chemical
54,immunologic_factor
55,body_substance
56,therapeutic_or_preventive_procedure
57,population_group
58,medical_device
59,anatomical_structure
60,plant
61,laboratory_or_test_result
62,human
63,fully_formed_anatomical_structure
64,group
65,drug_delivery_device
66,mental_or_behavioral_dysfunction
67,hormone
68,natural_phenomenon_or_process
69,receptor
70,vertebrate
71,human_caused_phenomenon_or_process
72,hazardous_or_poisonous_substance
73,geographic_area
74,anatomical_abnormality
75,self_help_or_relief_organization
76,individual_behavior
77,molecular_biology_research_technique
78,research_activity
79,steroid
80,biomedical_or_dental_material
81,organization
82,food
83,body_part_organ_or_organ_component
84,element_ion_or_isotope
85,neoplastic_process
86,rickettsia_or_chlamydia
87,animal
88,health_care_activity
89,invertebrate
90,bird
91,qualitative_concept
92,carbohydrate_sequence
93,reptile
94,governmental_or_regulatory_activity
95,organism_attribute
96,group_attribute
97,physical_object
98,amphibian
99,daily_or_recreational_activity
100,alga
101,chemical_viewed_functionally
102,spatial_concept
103,idea_or_concept
104,social_behavior
105,clinical_attribute
106,substance
107,bacterium
108,body_system
109,educational_activity
110,behavior
111,event
112,professional_society
113,functional_concept
114,mammal
115,body_space_or_junction
116,molecular_sequence
117,nucleotide_sequence
118,amino_acid_sequence
119,archaeon
120,quantitative_concept
121,temporal_concept
122,indicator_reagent_or_diagnostic_aid
123,health_care_related_organization
124,research_device
125,clinical_drug
126,conceptual_entity
127,intellectual_product
128,biomedical_occupation_or_discipline
129,organism
130,machine_activity
131,occupation_or_discipline
132,entity
133,activity
134,classification
