,relation
0,interacts_with
1,conceptual_part_of
2,location_of
3,measurement_of
4,produces
5,issue_in
6,measures
7,evaluation_of
8,manifestation_of
9,result_of
10,co-occurs_with
11,isa
12,prevents
13,occurs_in
14,affects
15,disrupts
16,method_of
17,complicates
18,process_of
19,adjacent_to
20,conceptually_related_to
21,part_of
22,manages
23,contains
24,ingredient_of
25,assesses_effect_of
26,indicates
27,causes
28,performs
29,interconnects
30,exhibits
31,treats
32,derivative_of
33,uses
34,connected_to
35,consists_of
36,precedes
37,practices
38,carries_out
39,degree_of
40,surrounds
41,developmental_form_of
42,property_of
43,associated_with
44,diagnoses
45,analyzes
