,relation
0,causes
1,affects
2,isa
3,produces
4,co-occurs_with
5,interacts_with
6,location_of
7,process_of
8,ingredient_of
9,result_of
10,part_of
11,complicates
12,carries_out
13,associated_with
14,disrupts
15,manifestation_of
16,diagnoses
17,measures
18,practices
19,performs
20,occurs_in
21,property_of
22,issue_in
23,prevents
24,assesses_effect_of
25,measurement_of
26,precedes
27,developmental_form_of
28,indicates
29,contains
30,degree_of
31,uses
32,evaluation_of
33,treats
34,method_of
35,adjacent_to
36,connected_to
37,conceptual_part_of
38,analyzes
39,consists_of
40,manages
41,surrounds
42,exhibits
43,conceptually_related_to
44,interconnects
45,derivative_of
