,entity
0,diagnostic_procedure
1,sign_or_symptom
2,age_group
3,genetic_function
4,group
5,neoplastic_process
6,pathologic_function
7,governmental_or_regulatory_activity
8,population_group
9,biomedical_or_dental_material
10,natural_phenomenon_or_process
11,amino_acid_peptide_or_protein
12,clinical_attribute
13,chemical_viewed_functionally
14,disease_or_syndrome
15,organism_function
16,regulation_or_law
17,organ_or_tissue_function
18,body_part_organ_or_organ_component
19,receptor
20,medical_device
21,geographic_area
22,mental_process
23,vitamin
24,laboratory_procedure
25,organism_attribute
26,fungus
27,neuroreactive_substance_or_biogenic_amine
28,organic_chemical
29,cell_or_molecular_dysfunction
30,enzyme
31,element_ion_or_isotope
32,qualitative_concept
33,research_device
34,hazardous_or_poisonous_substance
35,cell_function
36,patient_or_disabled_group
37,experimental_model_of_disease
38,eicosanoid
39,physiologic_function
40,body_location_or_region
41,acquired_abnormality
42,virus
43,machine_activity
44,mental_or_behavioral_dysfunction
45,research_activity
46,antibiotic
47,pharmacologic_substance
48,anatomical_abnormality
49,injury_or_poisoning
50,body_system
51,mammal
52,organism
53,molecular_function
54,body_substance
55,amphibian
56,gene_or_genome
57,bird
58,steroid
59,health_care_related_organization
60,animal
61,food
62,finding
63,bacterium
64,body_space_or_junction
65,congenital_abnormality
66,alga
67,anatomical_structure
68,health_care_activity
69,cell
70,inorganic_chemical
71,tissue
72,individual_behavior
73,plant
74,biologically_active_substance
75,therapeutic_or_preventive_procedure
76,chemical_viewed_structurally
77,lipid
78,fully_formed_anatomical_structure
79,reptile
80,human_caused_phenomenon_or_process
81,vertebrate
82,professional_society
83,hormone
84,carbohydrate
85,immunologic_factor
86,biologic_function
87,phenomenon_or_process
88,organophosphorus_compound
89,professional_or_occupational_group
90,laboratory_or_test_result
91,cell_component
92,family_group
93,nucleic_acid_nucleoside_or_nucleotide
94,social_behavior
95,molecular_biology_research_technique
96,temporal_concept
97,self_help_or_relief_organization
98,molecular_sequence
99,substance
100,invertebrate
101,chemical
102,rickettsia_or_chlamydia
103,occupational_activity
104,functional_concept
105,embryonic_structure
106,daily_or_recreational_activity
107,behavior
108,indicator_reagent_or_diagnostic_aid
109,manufactured_object
110,entity
111,biomedical_occupation_or_discipline
112,educational_activity
113,amino_acid_sequence
114,organization
115,group_attribute
116,drug_delivery_device
117,quantitative_concept
118,human
119,fish
120,environmental_effect_of_humans
121,intellectual_product
122,archaeon
123,spatial_concept
124,clinical_drug
125,occupation_or_discipline
126,activity
127,conceptual_entity
128,nucleotide_sequence
129,classification
130,language
131,carbohydrate_sequence
132,idea_or_concept
133,physical_object
134,event
