,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
brazil,0.00277762,1.5092546,-0.1504373,-2.7586522,2.1784317,-2.2724159,-4.607072,0.1045866,-1.4082415,1.0431929,-0.73313415,-1.3514808,-0.1968124,-2.4085932,0.4084376,-1.4712722,0.51809406,-4.2177596,-1.6165539,-0.71401846,-1.5079503,4.1645284,1.7339875,-2.5774713,1.1709626,0.6959174,-0.22853464,0.70549685,-3.640977,-0.4700797,5.151343,0.36267036
burma,-2.3333194,-0.4628041,-0.09916387,-0.47187984,2.940041,-1.4392525,-0.95782775,0.10967589,-0.24254072,-1.4103673,-1.0869328,-0.24105497,1.0193524,-2.4482727,1.4523721,-2.174155,-2.4744382,-1.1416712,-0.24843568,-0.48394018,0.48793757,-1.5215374,1.4002949,-1.8876947,-1.5927033,2.57167,-1.4123696,-3.2976396,-2.6736972,1.8459418,-1.1156745,-2.052385
china,-0.15721494,1.843704,-0.23934695,0.23303957,0.6826797,-1.4799206,-1.6632581,1.1967028,-1.7745764,-0.22246796,0.07847774,-0.76150775,-2.577756,-0.6155886,0.23789918,-2.15691,-2.0073905,2.3295677,0.4619975,-0.9705665,1.6522162,1.300866,-1.0790397,0.5445213,-3.8439782,1.3325644,3.0030081,-2.1535137,2.966294,-0.65528005,1.757784,-2.468562
cuba,-0.8424524,1.1047523,-1.6237836,0.84399945,2.4036424,-0.56851363,-1.235863,0.25751075,-1.1742055,-0.6554952,-1.1366707,-0.26137605,-0.32340786,-1.0445501,-0.39493,-2.165527,-3.1262963,-2.783743,0.8570571,0.10503058,0.34385443,-2.3244042,-1.5095681,-0.5107831,-2.1222985,1.568243,-0.86265063,-3.5720184,0.7810165,0.62485147,2.8632004,-0.40479386
egypt,-1.1141785,0.09307966,-1.1109679,-1.1341103,1.9623364,1.2317768,-2.163662,-0.48653904,-1.0915232,0.4878225,-0.21110582,-1.3394488,1.0530477,-2.4995985,-0.7565252,-0.011764477,-1.4485084,1.2239395,-2.1773257,0.55534947,0.57902694,-2.8043149,-0.07309021,-0.5892983,-3.0261605,2.5077403,-1.3559539,-3.5874848,-2.3594556,1.8482189,-0.26590005,1.8621352
india,-0.065295815,0.39700603,-1.3098195,-1.218899,1.514726,1.1849593,-0.7487054,-0.9368982,0.27083215,0.47018063,1.3741533,-2.2259269,-1.0510585,-2.2443926,-0.40119296,-1.8067117,-1.8421677,-1.8673582,-0.6734004,-0.70582014,-2.3690207,-0.14058773,-0.442315,-2.561009,0.33776507,1.8069928,2.3776023,-2.2717147,-2.8530397,0.58086675,1.8754958,-0.7548019
indonesia,-0.13250557,0.32124504,-3.7569098,-2.209124,1.7008067,-0.8863259,-1.43986,0.16200684,0.2689954,-0.39926755,-1.7078209,-0.9627335,1.1724217,0.1680756,0.9082455,-1.8107843,-1.570952,-0.88552344,-1.8722879,0.18633427,-1.0054753,-1.1209414,1.6015097,-0.7026547,-0.467524,2.5080667,-2.0740147,-2.0403316,-3.5622492,1.8681742,-2.4319582,-3.0022855
israel,1.8404392,-0.044331413,-0.51938516,-1.9719169,0.5145753,0.0119229285,-0.61932963,-2.1211982,-0.5097422,-0.40458086,-1.018479,0.44110405,-0.36861104,-2.9858816,0.5804815,-1.8038006,-1.6992044,-0.49794292,-0.9411134,1.5558901,-1.5609125,-1.8952585,1.8595269,-2.310129,1.9399508,2.6150568,-1.4197502,0.8581985,-1.510047,0.9521158,-0.8532091,0.73755276
jordan,0.062259205,-0.31249714,-0.7539338,-1.069266,2.1496162,-0.47533643,-1.3753358,-1.8304365,-1.1385804,-1.2139615,-1.1361113,0.5834353,0.1745928,0.7791817,-1.0266845,-3.4347787,-2.3168588,-0.22653735,2.060829,1.0645791,0.9820191,0.91541505,2.3491688,0.48681337,-1.890137,2.5480344,-2.795845,-2.9428585,-3.6725202,1.0257996,-0.96528864,0.26839992
netherlands,1.1597866,1.1693512,0.2439224,0.89193255,-0.1594528,-0.46294823,-1.777659,0.60267544,-1.23001,-1.9739263,0.5660378,-0.4266266,-0.017711775,-1.1375304,0.06092699,-1.3454072,-0.664909,-0.7132472,-0.03174319,-0.66483414,-1.3193107,1.4563376,-0.3733045,-2.6956937,1.8873179,-0.41877842,0.683351,2.2823133,0.3619101,-0.24577194,1.6060146,-0.29953292
poland,0.9209109,1.3689609,0.059483763,0.49390456,1.1058575,0.07737447,-1.496833,0.8333878,-0.73276114,-0.95870155,-0.7032706,-0.2839338,0.9889357,0.270466,-0.3288484,-1.6078389,-0.9706454,-1.472863,-0.030921202,-2.46994,0.19155183,-0.40988752,0.14859198,-1.4738257,-1.69198,-0.70622635,1.4794207,-1.4879508,0.5217206,-0.7780641,2.898916,1.0677394
uk,1.156575,0.8428242,-1.3129632,0.049885284,-1.7992177,0.39037535,-0.3994988,2.1599078,-1.3817888,0.042822823,-1.4930931,-1.620553,0.3359645,-1.7850101,-1.281307,-1.0983772,0.58187056,-0.70309484,-1.7820903,-0.2149022,-2.7440531,1.9874405,-1.332148,-3.0339959,0.18942335,0.47592798,-1.6437362,2.9202228,0.06272973,0.41949967,3.3847294,-0.22749475
