relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
term0,0.19792382,-0.39807174,0.93829334,0.7261049,-0.49301317,0.7342129,0.5745915,0.5002575,-0.6668484,-1.8355407,0.59732705,-0.23059551,0.20800239,-1.2946367,-1.1410614,0.26486948,1.6809086,-1.963618,0.6691841,1.1591669,0.074342534,-0.6363131,0.301299,-1.4395915,-1.345466,-0.22349,0.8100427,0.31715596,-0.49134994,-0.032316454,-1.2299346,-0.030885559
term1,-1.9185743,0.4283991,-0.92046416,1.1329086,0.03410159,0.34137756,-1.112778,0.087601535,-1.4891198,-0.016464,-0.36639515,-0.24372953,-1.4296036,-1.0619925,0.7418091,-0.54523486,0.5553215,-1.1433945,-0.7022134,0.85212517,0.6262222,-1.2266525,1.4199587,0.30725765,0.30915427,0.9286043,-1.6485139,-0.60773855,-0.4524166,-0.67756367,-1.3246096,0.50599384
term10,1.1313599,-0.59226596,-0.68424064,0.77742606,-1.625352,-0.28272176,0.077742,0.48790923,0.34358436,0.40157413,0.17674404,-0.7351899,0.49850616,0.6968616,1.1188447,-0.011162147,0.59094155,-0.63714325,-0.52029914,0.9087684,0.7502887,0.016965758,0.18051538,-0.6848558,-0.37487125,-0.32001424,-0.2850671,-0.5168796,-0.09004627,-1.5617424,-1.2810441,-0.26342994
term11,0.79039824,-0.53202796,-0.1817211,0.74723643,-1.4786547,-0.30478048,-0.28346503,0.1147108,-0.41481626,0.41256246,-0.3066468,0.5182321,0.6811589,0.6500352,1.4349971,-0.06290083,0.5148332,-0.9388724,0.2628656,1.4851439,-0.2676178,0.22162552,-0.2862315,-0.5998506,0.13793404,-0.089262694,-0.40529078,0.017172208,-0.122538984,-0.1315339,-1.1256019,-0.08368632
term12,1.2806957,1.0756421,0.21461464,0.87134284,-0.5998849,-0.10509121,-1.0926415,0.67016995,-0.16578312,0.9123727,-0.46569422,-0.46385854,1.2757435,1.269882,-0.82509875,-0.035308104,-0.7531944,-2.2246869,-1.1692101,-1.4005294,0.08912259,0.48182875,-0.4542588,0.049578346,-0.5600732,0.9954739,-1.1483114,0.5030235,-0.09587142,0.17071138,-0.6449451,-2.1347249
term13,0.43596837,1.0103899,-0.04797673,1.4685189,-1.7395996,0.34234458,-0.6725336,-1.0618894,-0.08184332,-0.14384726,0.109120086,-0.38327748,0.75597507,0.6810177,-1.0590208,-0.103617586,-0.94954157,-1.2715992,-1.2312447,0.005250969,-0.17210017,0.1639458,-0.02523644,-0.12993139,0.02658267,-0.6818331,0.3873127,-0.0032601599,0.8794332,-1.1240634,-0.644846,0.19506726
term14,-0.22348873,0.7116077,-0.42264336,1.8932053,-0.9404328,-0.078112386,-1.7041471,0.8450546,0.6152863,0.23268184,-1.242416,-1.3005584,0.04994601,1.2872735,0.73913366,-1.374848,-1.0608879,-2.285822,0.03412169,-1.0589288,-1.3790138,0.9039055,0.5959632,-0.73279124,-1.3956659,-0.48542076,0.102670535,0.80985457,-1.1660296,0.29827255,-0.8525793,-0.005361717
term15,-0.6301726,-0.032016195,0.036502525,-0.96255213,-0.6053531,-0.32309806,-0.013895454,0.055317134,-0.47350416,0.05728412,0.12469713,0.40686128,0.4109276,0.25573173,-0.5294247,0.11888296,-0.86846966,-0.8618243,0.052659437,1.0000076,-0.043173373,-0.23265378,-0.19061978,-0.59899485,-0.28816336,0.040135056,-0.009462608,0.39770457,0.18940033,0.0614812,-0.9818462,0.43956524
term16,0.12004734,0.11654301,0.166984,-1.0348018,-0.18311858,0.012624249,0.015809901,-0.15938143,-0.045364436,0.11550334,0.111703165,0.08926063,-0.022716017,0.010949956,0.8100094,-0.049580347,0.6548711,-0.76892835,-0.051444467,-0.91184145,-0.019147558,0.024009222,-0.11151067,0.037058074,-0.18078302,-0.7022647,0.2637285,-0.14965387,0.063728094,-0.3329092,-0.84589636,0.056384414
term17,-0.9541278,-0.596702,0.27516297,0.7621805,-0.8286804,0.009450359,-0.33221644,1.3421564,0.7170509,0.15978183,1.0329336,2.0313554,-1.719997,1.1259215,-1.2589258,-1.2467254,-0.6538556,-1.4934043,-1.3953133,-2.1643734,-0.73784935,-0.19467889,-0.34089208,-1.631532,-0.82643324,-0.10241623,-0.5630164,0.19817927,-1.2464228,-1.2112795,-1.2718117,-0.3612518
