,entity
0,immunologic_factor
1,archaeon
2,hazardous_or_poisonous_substance
3,body_location_or_region
4,conceptual_entity
5,fish
6,occupation_or_discipline
7,amino_acid_sequence
8,hormone
9,chemical
10,organic_chemical
11,neoplastic_process
12,quantitative_concept
13,nucleic_acid_nucleoside_or_nucleotide
14,mental_process
15,event
16,molecular_function
17,behavior
18,organism
19,self_help_or_relief_organization
20,injury_or_poisoning
21,vitamin
22,neuroreactive_substance_or_biogenic_amine
23,element_ion_or_isotope
24,virus
25,antibiotic
26,group_attribute
27,laboratory_procedure
28,chemical_viewed_structurally
29,amino_acid_peptide_or_protein
30,population_group
31,phenomenon_or_process
32,biologically_active_substance
33,pharmacologic_substance
34,mental_or_behavioral_dysfunction
35,medical_device
36,fully_formed_anatomical_structure
37,physical_object
38,cell_or_molecular_dysfunction
39,vertebrate
40,regulation_or_law
41,bacterium
42,anatomical_abnormality
43,gene_or_genome
44,indicator_reagent_or_diagnostic_aid
45,experimental_model_of_disease
46,acquired_abnormality
47,manufactured_object
48,disease_or_syndrome
49,steroid
50,biomedical_occupation_or_discipline
51,governmental_or_regulatory_activity
52,diagnostic_procedure
53,alga
54,body_space_or_junction
55,pathologic_function
56,genetic_function
57,idea_or_concept
58,finding
59,therapeutic_or_preventive_procedure
60,laboratory_or_test_result
61,health_care_related_organization
62,social_behavior
63,patient_or_disabled_group
64,age_group
65,temporal_concept
66,chemical_viewed_functionally
67,carbohydrate
68,human
69,organ_or_tissue_function
70,nucleotide_sequence
71,body_system
72,lipid
73,molecular_sequence
74,plant
75,inorganic_chemical
76,receptor
77,qualitative_concept
78,classification
79,environmental_effect_of_humans
80,tissue
81,biologic_function
82,bird
83,body_substance
84,rickettsia_or_chlamydia
85,professional_society
86,congenital_abnormality
87,cell_function
88,physiologic_function
89,group
90,occupational_activity
91,fungus
92,invertebrate
93,family_group
94,geographic_area
95,intellectual_product
96,animal
97,machine_activity
98,individual_behavior
99,body_part_organ_or_organ_component
100,research_device
101,entity
102,professional_or_occupational_group
103,health_care_activity
104,food
105,clinical_drug
106,cell_component
107,carbohydrate_sequence
108,cell
109,enzyme
110,biomedical_or_dental_material
111,clinical_attribute
112,embryonic_structure
113,educational_activity
114,organism_attribute
115,spatial_concept
116,reptile
117,natural_phenomenon_or_process
118,research_activity
119,language
120,organization
121,organophosphorus_compound
122,eicosanoid
123,amphibian
124,mammal
125,activity
126,drug_delivery_device
127,anatomical_structure
128,molecular_biology_research_technique
129,organism_function
130,human_caused_phenomenon_or_process
131,functional_concept
132,daily_or_recreational_activity
133,sign_or_symptom
134,substance
