,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
person0,-0.17206855,-1.0868837,0.5179121,1.4540075,0.8512748,-1.4988527,1.2020594,0.6541584,-0.39532578,-0.95945287,-0.31447124,-0.036826033,0.4104903,-1.2312543,-0.2934845,-1.0139217,1.0019823,-0.24906296,0.13930173,0.6886538,-0.64940625,0.44714367,1.4195802,0.11081627,-0.37181538,0.9846873,-0.9469185,1.3218951,0.99449646,-0.06493662,0.15877049,0.21227103
person1,0.029771399,-0.5668569,0.6697838,1.2022486,0.2405334,-1.8620968,0.46245936,0.65083,-0.055488963,-0.98641324,0.012395496,0.98149586,0.5529482,-1.0632776,-0.57310414,-0.8512382,-0.4423692,-0.47334358,0.7793628,1.0204457,0.45136,0.2613605,1.2562093,0.5069232,-1.0552298,0.9781919,-0.44199967,1.221348,1.0468954,0.1641658,0.16243877,0.03221151
person10,-0.11462523,-1.0111694,0.6998409,1.6609784,-0.734927,-1.6988826,1.1225901,0.36697632,-0.1744062,-1.0134555,0.64563423,-0.009700084,0.12553892,-1.130506,-0.44818103,-1.198995,1.0931005,-0.39687002,0.38656044,0.5680741,0.6708776,0.35901847,1.7041407,-0.23051135,-0.1532395,1.2324101,-1.0094696,1.0847715,1.2768455,-0.031796098,0.27962285,-0.036606386
person100,-0.57958925,-1.4112214,0.4141078,1.8154168,0.44518432,-1.3258493,-0.66994107,0.36356086,0.7367062,0.907434,0.5028878,0.94495595,-0.53711796,0.70053756,0.5078204,-1.2198322,-0.2082951,1.3676553,0.67067033,0.61488724,-0.12345223,1.1983665,0.35267118,-0.08423393,-1.436301,-0.28089026,-1.2019005,0.2150314,-0.8679892,1.0513271,0.18750373,-0.27098793
person101,-0.34783965,-0.2263421,-0.021498032,1.4522994,-0.44690788,-1.1810794,-0.023337334,0.57521504,-0.06919932,0.98562837,0.053385444,-0.8495614,0.84454715,0.75864065,0.3468773,0.3699689,-0.17401935,1.3026025,-0.25112036,0.41587412,0.43162322,0.7614598,0.22006044,0.943021,0.21277876,0.43198928,-0.488,0.15441206,0.85502386,0.66007864,0.25357464,0.6665038
person102,-0.7594824,-0.9321429,0.18279989,2.045475,-1.0612329,-0.7920752,0.5053511,1.0933441,-0.8398205,0.68226045,0.19942495,-0.61990607,0.62610596,-1.0035983,-0.15247028,-1.1490726,-1.0743383,1.1299001,0.46778852,0.9750887,-1.5012567,1.0188817,1.1275966,-1.1097099,0.076534696,-1.6171203,0.17229241,0.38478506,1.070183,-0.97940683,0.09057743,0.22713013
person103,0.10508322,-1.1166575,-0.23613547,2.1149805,-1.4420689,-0.72179055,0.22325845,-0.11187858,0.29184338,-0.4916312,-0.13070293,0.74807274,-0.3662593,0.7658753,0.25093755,-0.48215303,0.62820137,0.8943345,0.07826345,0.5804712,-0.03606311,0.8186349,0.44185203,0.19285372,0.5116522,-1.2771462,-0.0102141285,0.67007846,-1.1778077,1.2013502,0.4184231,-0.9796988
person11,0.42066976,0.73448235,0.2765621,0.9773015,0.85420626,-2.1953106,0.65013075,-0.24751073,-0.571834,-1.4069642,0.15677607,-0.09595175,-0.5930474,-1.2098318,0.99383235,0.973627,-0.06672646,0.70535314,-0.37660417,0.696136,-0.3883565,0.77223164,0.63732237,1.0005565,0.10621693,0.68798447,-0.9597779,-0.14098357,-1.0926837,-0.07117562,0.006823654,-0.07328807
person12,0.39175528,-0.30632782,0.058339883,1.5524908,-0.099922754,-1.5729945,0.51400125,-0.109336786,1.2741054,-0.80052423,-0.1741765,1.0283533,0.06622404,1.1795006,-0.36699414,1.2412993,-0.12969278,-0.3576838,-0.15346096,0.4047828,0.18959738,0.34617808,1.4222324,-1.0334532,0.61099917,1.0479647,0.7786041,-1.3957881,0.9054716,0.012247199,0.23740445,0.54159516
person13,-0.8403827,-0.6981276,0.57305,1.158819,-1.0990586,-1.439052,0.72519827,-0.48944017,0.21523839,-0.6007238,-0.16139096,-0.91901594,-0.508314,1.0298604,-0.1703266,-0.7605695,-0.17244528,-0.2618443,0.067659944,0.5968606,0.15482366,0.603845,1.0186334,-0.06792216,-0.5363302,0.16621736,1.1356895,0.24529529,-0.7713585,0.4153296,0.49991095,-0.42115563
person14,0.26518974,-0.45293385,-0.2117983,1.3905417,0.2706449,-1.7168028,0.5460364,-0.41190514,0.7055217,-1.3511152,-1.0178095,-0.46991485,-0.85273814,0.90709287,-0.21718602,-1.060321,0.04418504,-0.044280168,0.3096791,0.63402617,-0.062837385,0.4356917,1.5460114,0.88500994,0.39359206,-0.4615059,1.4829725,0.6771577,-0.9955537,-0.08399004,-0.49799985,-0.5177382
person15,0.0022388853,0.19606438,0.22319956,1.2839482,0.88221186,-1.5856564,0.7300885,0.091101505,-0.743612,-0.6942525,-0.6977152,0.99697345,0.61893356,1.4147944,0.11194927,0.23008649,0.85764855,0.11544079,-0.80918145,0.986771,0.65907365,0.52734965,0.5825246,-0.34192312,0.13641852,0.016858729,0.08618558,-0.19871244,1.6099293,0.28488192,0.3264832,-0.8432521
person16,0.1546213,-0.5543174,1.2175314,1.5957248,0.12076861,-2.2570498,0.9761655,0.77497584,1.9232818,-0.48818046,-1.7251095,-0.034587536,0.7554875,1.6393,-1.3562728,0.12255361,1.1108971,-0.567079,-0.06790668,0.96291584,-0.56092286,0.6358002,0.6879257,0.79377496,-0.2155758,-0.29276314,-0.33834603,-1.8308029,1.4664243,0.5088064,1.8225411,0.14305377
person17,0.044690035,-0.22386204,1.3188785,1.7752378,0.67442214,-1.8053932,1.219374,-0.15701932,1.4835397,-0.67678064,-1.6300969,0.52469814,0.73792017,1.3987883,-0.55759084,1.081802,1.5716975,-0.49705082,-0.8824543,0.8712903,1.1618227,0.34102127,1.3900428,0.68618184,0.16395777,-0.41353837,0.0034487117,-1.5947095,1.2778627,0.46093652,0.75227886,0.4934873
