,entity
0,professional_society
1,congenital_abnormality
2,hormone
3,biologic_function
4,enzyme
5,laboratory_procedure
6,biologically_active_substance
7,qualitative_concept
8,anatomical_abnormality
9,organism_function
10,organism_attribute
11,cell_function
12,gene_or_genome
13,mental_process
14,population_group
15,chemical_viewed_structurally
16,cell
17,pharmacologic_substance
18,group
19,immunologic_factor
20,acquired_abnormality
21,lipid
22,regulation_or_law
23,individual_behavior
24,inorganic_chemical
25,molecular_biology_research_technique
26,sign_or_symptom
27,food
28,mental_or_behavioral_dysfunction
29,injury_or_poisoning
30,disease_or_syndrome
31,entity
32,pathologic_function
33,biomedical_occupation_or_discipline
34,educational_activity
35,alga
36,social_behavior
37,medical_device
38,organic_chemical
39,body_location_or_region
40,receptor
41,cell_component
42,organophosphorus_compound
43,amino_acid_sequence
44,amino_acid_peptide_or_protein
45,diagnostic_procedure
46,finding
47,eicosanoid
48,chemical
49,genetic_function
50,cell_or_molecular_dysfunction
51,laboratory_or_test_result
52,anatomical_structure
53,neoplastic_process
54,hazardous_or_poisonous_substance
55,research_activity
56,molecular_function
57,chemical_viewed_functionally
58,organ_or_tissue_function
59,bird
60,body_space_or_junction
61,physical_object
62,bacterium
63,organization
64,element_ion_or_isotope
65,age_group
66,professional_or_occupational_group
67,fully_formed_anatomical_structure
68,carbohydrate
69,antibiotic
70,vitamin
71,group_attribute
72,biomedical_or_dental_material
73,natural_phenomenon_or_process
74,daily_or_recreational_activity
75,rickettsia_or_chlamydia
76,tissue
77,nucleic_acid_nucleoside_or_nucleotide
78,geographic_area
79,machine_activity
80,body_part_organ_or_organ_component
81,phenomenon_or_process
82,clinical_attribute
83,therapeutic_or_preventive_procedure
84,drug_delivery_device
85,quantitative_concept
86,patient_or_disabled_group
87,physiologic_function
88,steroid
89,health_care_related_organization
90,self_help_or_relief_organization
91,occupational_activity
92,embryonic_structure
93,body_substance
94,invertebrate
95,virus
96,animal
97,family_group
98,experimental_model_of_disease
99,fish
100,environmental_effect_of_humans
101,molecular_sequence
102,amphibian
103,intellectual_product
104,neuroreactive_substance_or_biogenic_amine
105,health_care_activity
106,indicator_reagent_or_diagnostic_aid
107,temporal_concept
108,organism
109,human_caused_phenomenon_or_process
110,behavior
111,clinical_drug
112,human
113,fungus
114,research_device
115,manufactured_object
116,vertebrate
117,spatial_concept
118,governmental_or_regulatory_activity
119,substance
120,activity
121,reptile
122,conceptual_entity
123,idea_or_concept
124,occupation_or_discipline
125,plant
126,body_system
127,mammal
128,archaeon
129,nucleotide_sequence
130,classification
131,language
132,carbohydrate_sequence
133,functional_concept
134,event
