,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
brazil,-0.58421105,0.93836087,-0.48814115,-0.9769088,-0.3388135,-1.0422142,-0.63879097,-0.013498755,-0.78663003,-1.2043374,1.266547,-0.69766784,-1.4139214,0.7241827,-0.8514537,0.07258967,-0.20720156,-1.1933677,-0.033179108,-0.510518,-1.1329956,-1.2051404,0.49832872,0.27527496,-0.77962583,-0.66749465,0.30412808,0.24496987,-0.16174401,-0.8859421,0.7309555,-0.56446475
burma,-1.8085842,-0.7043225,-0.0071248477,-2.0372217,1.2254355,-1.7731386,-0.7283888,-0.8734261,-1.9238483,-1.5946445,1.4538816,-0.5465322,-1.8112911,1.1261222,0.4194493,-0.40692005,-0.006112111,-0.4732842,-0.4047656,-0.67799795,-1.4994578,-1.6848752,0.2153867,0.5551531,-1.9264194,-0.30543497,0.39165926,-1.0520643,0.19086428,-0.2759781,1.115115,-0.23613195
china,-1.6878412,1.7249417,-0.6819685,-1.1621931,-0.32245317,-0.46824992,1.1556752,-0.23041874,-1.8957834,0.9465715,1.5362525,0.2792488,-2.16137,1.9385089,1.7042035,-1.1251173,-1.7415183,-0.077456936,-0.16466649,0.73505753,1.1117784,-2.363899,0.21403947,0.079286136,-0.012612727,-0.6895033,0.520035,-0.56548935,0.9690273,-0.85828894,1.7281668,-0.23024896
cuba,-1.5817354,1.4902264,-1.7616038,-0.542032,-0.100590356,-1.5224848,-1.1099322,-1.5139116,-0.38716006,-0.6395097,0.52870905,1.2625339,-1.6866275,0.7505706,-1.1436774,-0.081079856,0.19884366,-1.6290283,-0.21730562,0.7259249,-0.3709722,-1.8237345,0.07306057,0.5703015,-2.549693,-0.9743108,0.670641,0.031506307,0.860819,-0.6538054,0.3019183,0.5719539
egypt,-0.7444753,-0.621668,1.0679533,-2.1388042,-0.7094384,-2.4848034,-0.43158805,-0.8666121,-0.40544528,-1.3983991,0.43155798,-0.5879584,-2.2011805,0.5871633,-0.30860087,-1.0021449,-0.27076092,-0.15774702,-0.3563787,0.47020227,-1.1371393,-1.1767688,0.8656971,0.17240311,-1.7221092,-0.12528946,-0.21156248,0.27399695,0.31563392,-0.69514,0.65933883,-0.05502882
india,-0.3427387,0.116140224,-0.89390737,-1.5967178,-0.43647224,-1.1660919,-1.4479436,0.11626,-0.22723699,-2.2999885,-0.25674695,-0.31935033,-1.7817472,1.0058074,-1.2642729,-0.28358206,0.19977936,-0.73747116,-0.4996459,0.7883358,-0.83221114,-0.36858317,1.5143894,-1.3782692,-2.3349984,0.3369088,0.62240654,0.49029464,0.3538558,-0.698642,-0.37313595,0.94734
indonesia,-1.3809043,-1.50448,-1.1476934,-1.7212538,-0.07526706,-0.009428425,-0.55251026,-0.5494669,-1.4002668,-2.815599,2.6988657,0.67893165,-2.9744668,0.7086868,-0.70470285,-0.67834306,0.15949972,-0.76365113,-0.015814416,1.183942,0.21734071,0.7768017,0.2340892,0.11208321,-2.2836812,0.3564277,-1.5526752,0.079144426,2.0809615,0.09974162,-1.6688218,0.18196495
israel,-0.29254004,-0.6717469,-0.65619177,-3.3311906,-0.9374585,-1.2647014,-0.41728213,-1.7354383,-1.9130428,-1.8082193,1.8994567,-0.9450042,-2.1246727,0.4191499,-0.12897226,-0.8071753,-1.1581023,-0.23911406,0.2879785,0.7375703,-2.0587027,-0.716486,2.0234501,-0.9862804,0.9649187,-0.086670324,0.053994227,-0.12643401,0.63542545,0.6867379,0.7122209,0.6979922
jordan,-1.3011153,0.046713404,-3.209415,-2.3713553,-0.11671051,-0.3101978,0.16215311,0.41405866,-0.11797952,-1.2609029,1.701318,-0.18340999,-1.6705378,1.0643464,-0.41384208,-1.1836036,0.027041234,-0.41301286,-0.9912142,-0.49520904,0.24795175,-1.4024407,0.38761064,-1.6502964,-2.6233754,0.118881546,-0.22487938,-0.55082417,1.4310771,-1.0436338,-0.05704189,0.59269565
netherlands,0.51786053,1.2569464,-0.8882332,-0.05794075,-0.07204214,-1.7199268,-0.47262973,-0.21468845,-0.9445216,-0.6676163,-0.16475771,-0.07032922,-1.7418635,1.103681,0.030963456,-0.5450737,0.07195086,-0.50236875,-1.534066,-0.98002744,-0.6802747,-1.4037853,1.2304367,-0.03816942,0.81597954,-0.98902655,0.4027279,-0.020332962,0.33952948,-2.0797658,0.06388568,-0.8783621
