,entity
0,clinical_attribute
1,vitamin
2,organism_function
3,neoplastic_process
4,body_part_organ_or_organ_component
5,family_group
6,fish
7,professional_society
8,tissue
9,plant
10,natural_phenomenon_or_process
11,receptor
12,bird
13,immunologic_factor
14,daily_or_recreational_activity
15,organism_attribute
16,cell_component
17,injury_or_poisoning
18,disease_or_syndrome
19,quantitative_concept
20,pathologic_function
21,fungus
22,diagnostic_procedure
23,hormone
24,cell
25,biologic_function
26,mental_or_behavioral_dysfunction
27,sign_or_symptom
28,individual_behavior
29,amino_acid_peptide_or_protein
30,organophosphorus_compound
31,human_caused_phenomenon_or_process
32,antibiotic
33,body_location_or_region
34,laboratory_or_test_result
35,organ_or_tissue_function
36,behavior
37,anatomical_abnormality
38,acquired_abnormality
39,nucleic_acid_nucleoside_or_nucleotide
40,educational_activity
41,experimental_model_of_disease
42,hazardous_or_poisonous_substance
43,congenital_abnormality
44,health_care_activity
45,professional_or_occupational_group
46,amino_acid_sequence
47,body_system
48,pharmacologic_substance
49,molecular_function
50,reptile
51,therapeutic_or_preventive_procedure
52,gene_or_genome
53,chemical_viewed_structurally
54,element_ion_or_isotope
55,body_substance
56,social_behavior
57,laboratory_procedure
58,organic_chemical
59,food
60,fully_formed_anatomical_structure
61,steroid
62,human
63,lipid
64,phenomenon_or_process
65,environmental_effect_of_humans
66,molecular_biology_research_technique
67,invertebrate
68,cell_function
69,embryonic_structure
70,organization
71,biologically_active_substance
72,vertebrate
73,conceptual_entity
74,finding
75,research_activity
76,clinical_drug
77,mental_process
78,group
79,governmental_or_regulatory_activity
80,occupational_activity
81,physiologic_function
82,cell_or_molecular_dysfunction
83,geographic_area
84,neuroreactive_substance_or_biogenic_amine
85,biomedical_or_dental_material
86,body_space_or_junction
87,inorganic_chemical
88,indicator_reagent_or_diagnostic_aid
89,medical_device
90,functional_concept
91,alga
92,research_device
93,manufactured_object
94,population_group
95,substance
96,amphibian
97,rickettsia_or_chlamydia
98,enzyme
99,genetic_function
100,eicosanoid
101,virus
102,animal
103,age_group
104,self_help_or_relief_organization
105,qualitative_concept
106,anatomical_structure
107,carbohydrate_sequence
108,chemical_viewed_functionally
109,physical_object
110,molecular_sequence
111,carbohydrate
112,drug_delivery_device
113,temporal_concept
114,patient_or_disabled_group
115,bacterium
116,health_care_related_organization
117,mammal
118,language
119,regulation_or_law
120,chemical
121,intellectual_product
122,spatial_concept
123,occupation_or_discipline
124,nucleotide_sequence
125,archaeon
126,idea_or_concept
127,activity
128,group_attribute
129,organism
130,machine_activity
131,entity
132,biomedical_occupation_or_discipline
133,classification
134,event
