,entity
0,diagnostic_procedure
1,laboratory_procedure
2,antibiotic
3,chemical_viewed_functionally
4,acquired_abnormality
5,chemical_viewed_structurally
6,physical_object
7,immunologic_factor
8,tissue
9,mental_process
10,organism_function
11,pharmacologic_substance
12,congenital_abnormality
13,genetic_function
14,molecular_sequence
15,hazardous_or_poisonous_substance
16,fully_formed_anatomical_structure
17,biologically_active_substance
18,neuroreactive_substance_or_biogenic_amine
19,therapeutic_or_preventive_procedure
20,organ_or_tissue_function
21,sign_or_symptom
22,experimental_model_of_disease
23,anatomical_abnormality
24,cell_or_molecular_dysfunction
25,fungus
26,qualitative_concept
27,body_substance
28,vitamin
29,virus
30,injury_or_poisoning
31,biologic_function
32,family_group
33,finding
34,professional_or_occupational_group
35,nucleic_acid_nucleoside_or_nucleotide
36,body_part_organ_or_organ_component
37,cell_function
38,pathologic_function
39,mental_or_behavioral_dysfunction
40,cell
41,environmental_effect_of_humans
42,disease_or_syndrome
43,cell_component
44,carbohydrate
45,laboratory_or_test_result
46,behavior
47,gene_or_genome
48,element_ion_or_isotope
49,group
50,drug_delivery_device
51,molecular_biology_research_technique
52,food
53,lipid
54,population_group
55,molecular_function
56,temporal_concept
57,inorganic_chemical
58,social_behavior
59,enzyme
60,age_group
61,receptor
62,alga
63,hormone
64,patient_or_disabled_group
65,substance
66,organic_chemical
67,body_location_or_region
68,organism_attribute
69,neoplastic_process
70,chemical
71,invertebrate
72,eicosanoid
73,governmental_or_regulatory_activity
74,natural_phenomenon_or_process
75,clinical_attribute
76,steroid
77,body_space_or_junction
78,embryonic_structure
79,health_care_activity
80,educational_activity
81,physiologic_function
82,health_care_related_organization
83,research_activity
84,amino_acid_peptide_or_protein
85,biomedical_or_dental_material
86,individual_behavior
87,mammal
88,indicator_reagent_or_diagnostic_aid
89,language
90,plant
91,organophosphorus_compound
92,self_help_or_relief_organization
93,daily_or_recreational_activity
94,spatial_concept
95,regulation_or_law
96,phenomenon_or_process
97,occupation_or_discipline
98,rickettsia_or_chlamydia
99,human
100,professional_society
101,geographic_area
102,bacterium
103,conceptual_entity
104,reptile
105,nucleotide_sequence
106,organization
107,manufactured_object
108,occupational_activity
109,anatomical_structure
110,fish
111,medical_device
112,archaeon
113,quantitative_concept
114,animal
115,vertebrate
116,idea_or_concept
117,activity
118,bird
119,carbohydrate_sequence
120,human_caused_phenomenon_or_process
121,clinical_drug
122,amphibian
123,research_device
124,machine_activity
125,amino_acid_sequence
126,biomedical_occupation_or_discipline
127,body_system
128,functional_concept
129,intellectual_product
130,group_attribute
131,organism
132,entity
133,classification
134,event
