,relation
0,analyzes
1,associated_with
2,affects
3,measures
4,location_of
5,interacts_with
6,issue_in
7,conceptual_part_of
8,process_of
9,result_of
10,part_of
11,complicates
12,causes
13,isa
14,diagnoses
15,precedes
16,degree_of
17,disrupts
18,evaluation_of
19,assesses_effect_of
20,performs
21,produces
22,manifestation_of
23,exhibits
24,practices
25,occurs_in
26,co-occurs_with
27,prevents
28,method_of
29,connected_to
30,treats
31,uses
32,measurement_of
33,ingredient_of
34,contains
35,developmental_form_of
36,manages
37,property_of
38,consists_of
39,carries_out
40,indicates
41,adjacent_to
42,surrounds
43,conceptually_related_to
44,interconnects
45,derivative_of
