,entity
0,alga
1,anatomical_structure
2,gene_or_genome
3,organic_chemical
4,body_part_organ_or_organ_component
5,cell_or_molecular_dysfunction
6,mammal
7,experimental_model_of_disease
8,amino_acid_peptide_or_protein
9,immunologic_factor
10,diagnostic_procedure
11,phenomenon_or_process
12,embryonic_structure
13,drug_delivery_device
14,research_activity
15,disease_or_syndrome
16,injury_or_poisoning
17,congenital_abnormality
18,population_group
19,cell_component
20,molecular_biology_research_technique
21,natural_phenomenon_or_process
22,patient_or_disabled_group
23,chemical_viewed_functionally
24,laboratory_procedure
25,finding
26,sign_or_symptom
27,carbohydrate
28,enzyme
29,therapeutic_or_preventive_procedure
30,pharmacologic_substance
31,virus
32,inorganic_chemical
33,invertebrate
34,pathologic_function
35,laboratory_or_test_result
36,individual_behavior
37,cell
38,biomedical_or_dental_material
39,receptor
40,mental_or_behavioral_dysfunction
41,indicator_reagent_or_diagnostic_aid
42,body_substance
43,professional_or_occupational_group
44,neuroreactive_substance_or_biogenic_amine
45,organism_function
46,biologic_function
47,fungus
48,body_location_or_region
49,acquired_abnormality
50,organ_or_tissue_function
51,hormone
52,tissue
53,neoplastic_process
54,eicosanoid
55,quantitative_concept
56,antibiotic
57,anatomical_abnormality
58,professional_society
59,organophosphorus_compound
60,cell_function
61,hazardous_or_poisonous_substance
62,body_space_or_junction
63,clinical_attribute
64,plant
65,amphibian
66,self_help_or_relief_organization
67,temporal_concept
68,fully_formed_anatomical_structure
69,age_group
70,organization
71,fish
72,chemical
73,biologically_active_substance
74,lipid
75,genetic_function
76,nucleic_acid_nucleoside_or_nucleotide
77,clinical_drug
78,vitamin
79,mental_process
80,chemical_viewed_structurally
81,molecular_function
82,qualitative_concept
83,vertebrate
84,medical_device
85,reptile
86,organism_attribute
87,health_care_activity
88,physiologic_function
89,substance
90,activity
91,social_behavior
92,element_ion_or_isotope
93,occupational_activity
94,group_attribute
95,food
96,human_caused_phenomenon_or_process
97,steroid
98,geographic_area
99,group
100,bacterium
101,rickettsia_or_chlamydia
102,family_group
103,governmental_or_regulatory_activity
104,human
105,research_device
106,functional_concept
107,behavior
108,environmental_effect_of_humans
109,amino_acid_sequence
110,regulation_or_law
111,animal
112,idea_or_concept
113,educational_activity
114,health_care_related_organization
115,intellectual_product
116,spatial_concept
117,manufactured_object
118,machine_activity
119,body_system
120,molecular_sequence
121,language
122,archaeon
123,daily_or_recreational_activity
124,classification
125,biomedical_occupation_or_discipline
126,nucleotide_sequence
127,bird
128,organism
129,occupation_or_discipline
130,entity
131,carbohydrate_sequence
132,event
133,physical_object
134,conceptual_entity
