,entity
0,mammal
1,experimental_model_of_disease
2,amino_acid_peptide_or_protein
3,immunologic_factor
4,diagnostic_procedure
5,phenomenon_or_process
6,embryonic_structure
7,cell_or_molecular_dysfunction
8,drug_delivery_device
9,research_activity
10,disease_or_syndrome
11,injury_or_poisoning
12,congenital_abnormality
13,population_group
14,cell_component
15,molecular_biology_research_technique
16,natural_phenomenon_or_process
17,patient_or_disabled_group
18,chemical_viewed_functionally
19,laboratory_procedure
20,finding
21,sign_or_symptom
22,carbohydrate
23,enzyme
24,therapeutic_or_preventive_procedure
25,pharmacologic_substance
26,gene_or_genome
27,virus
28,inorganic_chemical
29,invertebrate
30,pathologic_function
31,laboratory_or_test_result
32,individual_behavior
33,cell
34,biomedical_or_dental_material
35,receptor
36,mental_or_behavioral_dysfunction
37,indicator_reagent_or_diagnostic_aid
38,body_substance
39,professional_or_occupational_group
40,neuroreactive_substance_or_biogenic_amine
41,organism_function
42,alga
43,biologic_function
44,fungus
45,body_location_or_region
46,acquired_abnormality
47,organ_or_tissue_function
48,hormone
49,organic_chemical
50,tissue
51,neoplastic_process
52,eicosanoid
53,quantitative_concept
54,antibiotic
55,anatomical_abnormality
56,professional_society
57,organophosphorus_compound
58,cell_function
59,hazardous_or_poisonous_substance
60,body_space_or_junction
61,clinical_attribute
62,plant
63,amphibian
64,body_part_organ_or_organ_component
65,self_help_or_relief_organization
66,temporal_concept
67,fully_formed_anatomical_structure
68,age_group
69,organization
70,fish
71,chemical
72,biologically_active_substance
73,lipid
74,genetic_function
75,nucleic_acid_nucleoside_or_nucleotide
76,clinical_drug
77,vitamin
78,mental_process
79,chemical_viewed_structurally
80,molecular_function
81,qualitative_concept
82,vertebrate
83,medical_device
84,reptile
85,organism_attribute
86,health_care_activity
87,physiologic_function
88,substance
89,activity
90,social_behavior
91,element_ion_or_isotope
92,occupational_activity
93,group_attribute
94,food
95,human_caused_phenomenon_or_process
96,steroid
97,geographic_area
98,anatomical_structure
99,group
100,bacterium
101,bird
102,rickettsia_or_chlamydia
103,family_group
104,governmental_or_regulatory_activity
105,human
106,research_device
107,functional_concept
108,behavior
109,environmental_effect_of_humans
110,amino_acid_sequence
111,regulation_or_law
112,animal
113,idea_or_concept
114,intellectual_product
115,educational_activity
116,health_care_related_organization
117,spatial_concept
118,manufactured_object
119,nucleotide_sequence
120,machine_activity
121,body_system
122,molecular_sequence
123,language
124,archaeon
125,daily_or_recreational_activity
126,classification
127,biomedical_occupation_or_discipline
128,organism
129,occupation_or_discipline
130,event
131,carbohydrate_sequence
132,conceptual_entity
133,physical_object
134,entity
