relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
term0,-0.21348979,2.3730118,-0.90727985,1.416668,-0.16862424,0.90975946,-0.103992715,-1.0098737,1.0537859,0.6037828,0.514392,-1.1395689,-0.85811573,0.47450367,0.4690514,-3.956395,-0.4532142,-4.039648,1.5205029,-2.2548375,-0.32027242,0.2990347,0.18594654,-2.0905335,-0.4284772,-1.4779345,-0.8523232,-1.2435172,-0.2660797,0.9738107,-0.11087901,-0.05264402
term1,-0.35807574,-1.2532108,0.09150283,0.52431595,-0.40424576,-1.6255125,-0.07749579,-0.64133143,1.013181,1.6272602,0.7004808,-0.15829206,-0.35332555,0.57564074,1.1362323,0.3235573,-1.0357971,0.13695179,0.98374563,0.21193682,-0.22900075,-0.92744327,-2.2280185,-1.9749376,-0.008232628,-1.2934436,-1.4178925,-0.7496701,1.0312996,-1.1435473,0.18240818,-0.9900521
term10,-0.99467564,0.31346482,0.10623381,0.28907096,-0.31091246,0.3742894,-0.2950851,-0.9708708,-1.225055,0.8933159,-0.55717945,-0.40446165,-0.20797423,0.87154275,0.65053046,0.06967478,-0.071396045,0.9107071,0.90537095,-0.2655608,-0.7669523,0.22133903,-0.32858464,-1.8099891,-0.6782806,0.1500854,0.5294263,0.9522979,-0.45763764,0.500442,0.6140316,-0.9502512
term11,-0.6210583,0.24622029,-0.13697879,0.12714097,-0.015656445,0.32404527,-0.0009621149,-1.028322,-0.42761636,1.6295925,-0.0046377303,0.016496323,-0.1695114,0.74968904,0.99062556,-0.09205404,-0.99296576,0.63986504,0.72923523,-0.5941552,-0.9733886,-1.0930492,0.40462226,-0.97211635,-0.4538375,-0.50735587,0.6818922,0.5220145,-0.33657965,0.6839855,-0.10681043,0.13713261
term12,0.7843496,1.4556798,-0.5810443,1.7252192,-1.1348423,-0.09332064,-0.81245804,-1.2366403,-0.6451813,0.054917283,-0.10983037,0.89618355,-1.8800384,-0.9613887,-0.7714747,1.1661257,-0.16758972,0.5116437,-0.56078464,-0.69370556,-2.0465243,0.012028638,0.043336295,-0.9766571,0.14691867,-0.018766066,-0.1932954,1.1065722,0.704277,-0.9407327,-0.5526947,-0.12734842
term13,0.1499624,-0.73104894,-0.07570044,-1.1532545,-0.49327502,-6.3562184e-05,0.026286269,-0.16047116,-0.63819164,1.7234964,-0.41841182,0.45172364,0.40026507,-0.80514026,-0.9938628,0.3769421,0.17136301,-0.17444462,-1.0651394,-1.5594345,-1.1599888,0.5968039,-0.07338013,-1.9619642,-0.65730697,0.050772805,0.025660794,0.69729793,0.41127473,-0.9106926,1.0515543,-0.7996382
term14,-1.2985293,-1.2004663,-1.8273602,1.7101419,-0.3859497,-0.74312437,-0.64656085,-1.3658881,-1.9694704,0.06955624,-0.3399911,-1.6264676,0.3081539,-0.056390528,-0.5615242,-0.048809562,-1.8658359,0.48677197,-2.0996015,-0.51646197,-2.642601,0.39707518,1.3759238,-1.3590101,0.17839687,-2.368182,1.1742786,1.6541722,2.007827,-1.1648285,-0.31945425,1.0952512
term15,-0.7637277,-0.49780047,-0.25291184,-0.18868297,-0.43665683,1.0097878,-0.040779207,-1.0176721,0.49129415,-1.1807275,-0.14474952,-0.07647749,-0.06650229,-0.9733052,-0.7380594,0.04772242,-0.26769748,-0.018954454,0.8745422,-0.84478676,-0.1840153,0.08307239,-0.3433414,-0.902411,-0.29608792,-0.5958422,-0.18675363,-0.11827052,0.29664156,-0.31502336,-0.032970104,0.12156666
term16,-0.109715715,-0.2056998,-0.09001125,-0.28855497,-0.20258556,-0.12246719,-0.011235088,-0.44601223,0.45683807,-0.9619197,0.2502552,-0.34082887,-0.25340325,0.7265435,0.9261132,-0.024574803,-0.60869014,-0.14705639,-0.92162293,-0.39657095,-0.5992654,-0.3883022,-0.082422,-0.80540264,-0.087933905,-0.42534983,-0.17229785,-0.08521293,0.06825674,0.027979055,-0.35002646,0.19667427
term17,0.052712057,0.3853426,-1.641337,0.18027523,0.03593642,0.25065053,1.8372715,-0.99969804,0.8602324,2.0801332,-2.013565,-0.34189478,-1.402294,-1.3947784,-1.3180001,0.59147567,-0.30919597,1.9270916,-1.0261133,0.13781789,-1.4311682,-0.120911464,0.4072682,-2.1150506,1.7027857,-0.34610248,-0.666048,0.0960379,-0.36126584,0.62442046,-2.895567,0.40266818
term18,0.47581095,1.5334997,-0.29778087,-1.2121456,2.663816,-3.1512659,0.07887587,-1.0930752,0.17418475,-1.1975447,0.35239112,0.86927086,-2.442306,-0.6894491,-1.5576127,0.25779068,-1.0114962,-0.30640036,0.6370981,0.47378463,-1.632912,-0.4417933,0.9090199,-1.5401016,0.49801832,-0.8571031,-0.03817069,0.5419752,-1.0096017,1.3366,-0.7193512,-0.82183963
term19,0.56875545,-0.8513513,-0.18531021,-3.02098,0.22505787,0.48658362,1.4638221,-2.710129,-4.9190793,-0.041419856,-0.29162794,-2.296662,-1.0278244,0.4032896,1.5032616,-3.001765,-1.3408632,-3.472728,-0.4496151,-0.17338145,-2.0125272,0.19415438,-0.31876737,-2.200896,0.82359475,0.45292237,-1.4053253,-1.3360076,-0.5066193,-1.5020008,0.6612428,0.7437152
term2,0.5695233,-0.4875494,-1.2428269,1.1171114,0.45411295,-1.2211258,-1.4264178,-1.0659617,0.7569812,2.0176172,1.8323857,0.10387547,0.155306,0.5534479,0.27805334,-0.97674716,0.308114,-0.19093819,1.0130146,-0.28784645,-0.4214956,-0.37074232,-0.72789603,-2.2122664,-0.1894334,-0.41016546,-1.7171702,-0.53093106,0.8853434,-1.7191012,-1.2450279,-1.0976869
