,relation
0,process_of
1,issue_in
2,assesses_effect_of
3,interacts_with
4,affects
5,result_of
6,part_of
7,carries_out
8,produces
9,complicates
10,precedes
11,prevents
12,performs
13,co-occurs_with
14,associated_with
15,measures
16,manifestation_of
17,location_of
18,disrupts
19,indicates
20,isa
21,ingredient_of
22,causes
23,contains
24,interconnects
25,degree_of
26,uses
27,treats
28,evaluation_of
29,measurement_of
30,diagnoses
31,property_of
32,practices
33,method_of
34,connected_to
35,conceptual_part_of
36,occurs_in
37,adjacent_to
38,manages
39,consists_of
40,surrounds
41,exhibits
42,analyzes
43,developmental_form_of
44,derivative_of
45,conceptually_related_to
