relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
accusation,-0.6456499,0.7816925,-0.84299904,-0.21443132,-1.3351494,-0.2956952,-2.6778662,-0.48274046,-0.6192683,-0.42879578,-1.1977636,1.0744219,-2.9274015,-1.3019984,-3.561465,3.2858574,0.9905266,1.003581,0.72534645,0.82022613,-3.8427439,-1.3755146,-0.39885446,-0.1704596,0.37230244,1.3750831,0.8153465,1.5860554,0.878993,-2.4742541,-0.8093965,0.14850383
aidenemy,-0.53030324,1.2420254,-2.2503605,-0.2223021,0.83318883,-2.7305572,-1.3704749,-1.4424467,-1.2534368,2.1517804,-0.5381613,0.28438178,-4.6006985,-2.393447,0.5412105,-0.32177812,0.94697875,0.08942078,-0.91465735,-1.2428054,0.5675852,1.1493902,0.13607551,-0.5500679,-2.4861646,2.407529,-1.9491833,-1.767766,2.459883,-2.154268,0.64409983,0.573367
attackembassy,-1.8330051,0.21411948,2.2524981,-3.6803586,0.75631505,1.367344,-0.94770396,-1.6552846,-1.5675944,-1.3738052,2.6539485,-0.41404283,-2.895908,1.0498788,-1.8125407,-0.22864369,0.54244643,4.371704,2.077452,-0.5549858,-0.058929134,-0.4411265,-2.461411,-0.50150144,-2.6361592,-1.9994131,2.01366,3.9555087,1.2725765,-0.41339636,3.1358516,0.36941147
blockpositionindex,0.8411029,0.79110235,-0.0712089,-1.3407325,0.56720644,-0.5466411,-1.0147313,-1.5908604,-1.0306745,-0.60967076,0.30769682,0.6456866,-2.04686,0.8582372,1.1782596,0.9694989,0.40027252,-0.7829159,-0.4184023,0.24840906,-0.5029399,0.51155776,0.7841941,-0.1830032,-0.392918,-1.4012059,-0.040319733,-0.25769785,-0.42624596,-0.21831225,0.19813894,0.026047647
booktranslations,-2.0167716,-0.50299686,0.35166526,-2.1380577,0.16323094,-1.2547815,-0.62711734,-0.10383928,-0.2900892,-0.11800335,-2.3673303,2.3795211,-4.071087,1.4442931,-1.8195902,1.1725566,-0.42936853,-0.21404925,-1.511111,0.32686087,-0.09725006,0.015759112,1.0113254,0.27430373,-1.128937,2.6260061,1.0393566,1.1280956,3.0855215,0.22551824,1.1277401,-1.3300198
boycottembargo,1.5063553,-3.550211,-0.9942995,-0.8935532,-2.374503,0.16586041,-0.48989615,-1.7745236,-1.0922931,-0.26724932,-2.5587182,0.07038055,-1.5097089,-2.2664037,-4.718018,-1.2413089,1.3847083,-2.1692884,0.47114757,-2.4598668,-0.66735166,0.18669692,-1.2670804,0.17447586,-0.92919856,0.6344872,-1.2476867,1.1017233,-1.3637861,-1.2669152,-1.1265938,-1.0381787
commonbloc0,0.07415177,-2.3203397,-0.27810705,0.09950446,-0.8228914,0.73801285,-1.9841434,-4.7452307,-2.0234973,-0.5191825,-1.5176528,2.9318986,-0.84208494,-0.2728701,0.7030321,0.035407044,1.4082592,-1.4056488,-0.7654328,-1.9009995,0.030650059,-1.1189792,-0.33087546,-0.24748553,1.8688374,1.4351279,0.09918215,-0.64165443,1.0156804,0.5203292,1.0377861,1.6339442
commonbloc1,0.6634352,-0.76553684,0.6625142,-2.1330729,-0.42824316,-1.170675,0.30019194,0.6042511,-0.48596677,-0.68118495,0.12080751,-3.9952388,0.8020724,-1.833551,-0.5745244,-0.20195183,-0.76817954,0.22042719,1.4398513,-0.7724438,0.85226923,-1.6385946,-1.4419761,0.4963245,-1.8473619,0.26329765,-1.94241,0.9478034,-0.29915616,0.73981196,0.93205404,-0.7270263
commonbloc2,-2.5483544,-1.6917781,-1.1511495,1.9307534,-2.5423117,-1.0222434,1.7818139,3.7096763,-0.5971809,1.367466,0.3384371,3.3247848,-0.9394528,-2.9081202,-1.0649673,-1.4745064,-1.4661189,-0.961585,0.27849787,-1.2998649,0.9718963,0.23603016,-1.9091215,1.6747502,0.42099285,-0.53201467,-0.6196506,-1.3951678,-0.35138184,-0.21351993,-0.52870584,0.9945871
conferences,-0.72013736,-0.08544222,-0.7913401,-1.3837358,-0.37403893,0.026987076,0.7925861,-0.045276165,-1.8401968,-0.67722255,-1.3570871,1.7327448,1.5668173,-1.5062587,-1.153579,0.3252677,-0.5807843,-0.59614223,-0.2769089,0.2435247,0.26254767,-0.33520636,0.24256794,-0.43528357,0.7156107,0.31741822,0.55492437,0.49465245,-0.33366418,0.34398916,0.43094283,0.1409704
dependent,-1.9236078,-2.5074527,0.1869293,-1.1625714,-1.0437564,-0.6963616,-2.4663644,0.061375342,-0.56939596,-0.9474512,-0.9383034,0.36672437,-1.9011873,-0.88468975,0.15427715,2.0356848,0.8832815,0.8765518,2.6726754,0.89504445,-0.8536828,-0.080977164,-0.8146818,-1.6944629,0.09762601,0.76686096,0.6114473,0.5138338,2.2219048,0.72831017,0.037856437,0.6100806
duration,0.17642477,0.64645094,-1.1132394,-0.1129082,-1.7114058,-0.40411708,-2.7843935,-1.0154452,-0.4059309,-1.0218145,-1.316073,2.234587,-2.2946515,-1.3832396,-0.008117111,-0.8171053,0.27661374,1.2311524,-2.1609085,-0.25288305,0.96697867,1.6563461,1.6361834,0.061872385,-0.99945974,-0.6706287,0.27541804,-0.3590049,1.8671552,-1.0966071,2.4258287,-1.0864204
economicaid,-2.1941907,-5.74318,0.3170973,0.6910032,-0.82501715,-0.6821735,-0.43360764,0.33655924,-1.5614271,-1.4935682,-0.20164666,-1.7145543,-1.6092379,-1.2221128,1.3147763,-1.2216002,-1.2249426,2.0321198,-2.0100007,4.4331684,3.2870405,0.70686305,0.062117808,0.6954014,1.0703127,-2.1744368,1.7565608,-2.2639434,1.5129178,0.4371636,-1.4871949,0.58711547
