,relation
0,diagnoses
1,issue_in
2,interacts_with
3,location_of
4,indicates
5,process_of
6,result_of
7,affects
8,associated_with
9,manifestation_of
10,isa
11,produces
12,method_of
13,part_of
14,co-occurs_with
15,prevents
16,uses
17,assesses_effect_of
18,causes
19,measurement_of
20,precedes
21,measures
22,complicates
23,treats
24,performs
25,carries_out
26,disrupts
27,property_of
28,conceptually_related_to
29,analyzes
30,occurs_in
31,exhibits
32,consists_of
33,ingredient_of
34,connected_to
35,evaluation_of
36,manages
37,degree_of
38,conceptual_part_of
39,contains
40,adjacent_to
41,surrounds
42,developmental_form_of
43,derivative_of
44,practices
45,interconnects
