,entity
0,clinical_attribute
1,alga
2,human_caused_phenomenon_or_process
3,lipid
4,invertebrate
5,hazardous_or_poisonous_substance
6,rickettsia_or_chlamydia
7,molecular_function
8,cell_or_molecular_dysfunction
9,pathologic_function
10,biomedical_or_dental_material
11,amino_acid_peptide_or_protein
12,laboratory_or_test_result
13,organism_function
14,laboratory_procedure
15,phenomenon_or_process
16,pharmacologic_substance
17,experimental_model_of_disease
18,genetic_function
19,mental_process
20,organic_chemical
21,organism_attribute
22,patient_or_disabled_group
23,biomedical_occupation_or_discipline
24,chemical
25,molecular_biology_research_technique
26,environmental_effect_of_humans
27,body_substance
28,mammal
29,therapeutic_or_preventive_procedure
30,carbohydrate
31,cell
32,behavior
33,tissue
34,acquired_abnormality
35,steroid
36,diagnostic_procedure
37,sign_or_symptom
38,body_part_organ_or_organ_component
39,neuroreactive_substance_or_biogenic_amine
40,chemical_viewed_structurally
41,organophosphorus_compound
42,population_group
43,nucleotide_sequence
44,injury_or_poisoning
45,organ_or_tissue_function
46,eicosanoid
47,occupational_activity
48,anatomical_abnormality
49,physiologic_function
50,disease_or_syndrome
51,mental_or_behavioral_dysfunction
52,vertebrate
53,family_group
54,health_care_related_organization
55,vitamin
56,individual_behavior
57,immunologic_factor
58,congenital_abnormality
59,biologic_function
60,antibiotic
61,cell_function
62,embryonic_structure
63,self_help_or_relief_organization
64,body_space_or_junction
65,qualitative_concept
66,enzyme
67,inorganic_chemical
68,receptor
69,neoplastic_process
70,biologically_active_substance
71,drug_delivery_device
72,professional_or_occupational_group
73,archaeon
74,gene_or_genome
75,body_system
76,geographic_area
77,natural_phenomenon_or_process
78,fully_formed_anatomical_structure
79,anatomical_structure
80,governmental_or_regulatory_activity
81,health_care_activity
82,medical_device
83,indicator_reagent_or_diagnostic_aid
84,amino_acid_sequence
85,element_ion_or_isotope
86,occupation_or_discipline
87,food
88,cell_component
89,temporal_concept
90,finding
91,virus
92,research_activity
93,quantitative_concept
94,body_location_or_region
95,clinical_drug
96,animal
97,nucleic_acid_nucleoside_or_nucleotide
98,organization
99,reptile
100,chemical_viewed_functionally
101,research_device
102,age_group
103,idea_or_concept
104,social_behavior
105,fungus
106,fish
107,activity
108,plant
109,group
110,group_attribute
111,hormone
112,substance
113,bacterium
114,amphibian
115,organism
116,regulation_or_law
117,manufactured_object
118,carbohydrate_sequence
119,classification
120,bird
121,functional_concept
122,professional_society
123,daily_or_recreational_activity
124,molecular_sequence
125,human
126,entity
127,intellectual_product
128,educational_activity
129,machine_activity
130,spatial_concept
131,conceptual_entity
132,physical_object
133,language
134,event
