,relation
0,assesses_effect_of
1,affects
2,interacts_with
3,part_of
4,prevents
5,location_of
6,diagnoses
7,isa
8,process_of
9,causes
10,precedes
11,associated_with
12,measures
13,uses
14,complicates
15,occurs_in
16,conceptual_part_of
17,analyzes
18,measurement_of
19,property_of
20,issue_in
21,produces
22,co-occurs_with
23,developmental_form_of
24,performs
25,result_of
26,evaluation_of
27,manifestation_of
28,carries_out
29,ingredient_of
30,disrupts
31,degree_of
32,treats
33,method_of
34,indicates
35,consists_of
36,practices
37,adjacent_to
38,exhibits
39,surrounds
40,contains
41,conceptually_related_to
42,derivative_of
43,connected_to
44,interconnects
45,manages
