,entity
0,virus
1,substance
2,organism_function
3,body_part_organ_or_organ_component
4,anatomical_structure
5,mental_or_behavioral_dysfunction
6,steroid
7,individual_behavior
8,biologically_active_substance
9,invertebrate
10,tissue
11,molecular_function
12,sign_or_symptom
13,chemical
14,neuroreactive_substance_or_biogenic_amine
15,neoplastic_process
16,amino_acid_peptide_or_protein
17,receptor
18,pathologic_function
19,physiologic_function
20,acquired_abnormality
21,therapeutic_or_preventive_procedure
22,congenital_abnormality
23,enzyme
24,biomedical_or_dental_material
25,disease_or_syndrome
26,injury_or_poisoning
27,animal
28,hazardous_or_poisonous_substance
29,pharmacologic_substance
30,organophosphorus_compound
31,mental_process
32,antibiotic
33,element_ion_or_isotope
34,cell_or_molecular_dysfunction
35,clinical_attribute
36,experimental_model_of_disease
37,health_care_related_organization
38,gene_or_genome
39,family_group
40,reptile
41,occupational_activity
42,eicosanoid
43,professional_or_occupational_group
44,immunologic_factor
45,research_activity
46,anatomical_abnormality
47,cell_function
48,hormone
49,diagnostic_procedure
50,natural_phenomenon_or_process
51,medical_device
52,body_location_or_region
53,laboratory_or_test_result
54,organic_chemical
55,geographic_area
56,organism_attribute
57,amino_acid_sequence
58,fully_formed_anatomical_structure
59,machine_activity
60,health_care_activity
61,molecular_biology_research_technique
62,nucleic_acid_nucleoside_or_nucleotide
63,cell_component
64,embryonic_structure
65,phenomenon_or_process
66,chemical_viewed_structurally
67,daily_or_recreational_activity
68,patient_or_disabled_group
69,alga
70,behavior
71,inorganic_chemical
72,organ_or_tissue_function
73,indicator_reagent_or_diagnostic_aid
74,idea_or_concept
75,bacterium
76,laboratory_procedure
77,research_device
78,manufactured_object
79,body_substance
80,professional_society
81,biologic_function
82,qualitative_concept
83,population_group
84,cell
85,group
86,lipid
87,regulation_or_law
88,food
89,entity
90,biomedical_occupation_or_discipline
91,educational_activity
92,social_behavior
93,finding
94,genetic_function
95,chemical_viewed_functionally
96,bird
97,body_space_or_junction
98,organization
99,age_group
100,carbohydrate
101,vitamin
102,group_attribute
103,vertebrate
104,rickettsia_or_chlamydia
105,drug_delivery_device
106,human_caused_phenomenon_or_process
107,self_help_or_relief_organization
108,fish
109,environmental_effect_of_humans
110,amphibian
111,intellectual_product
112,organism
113,clinical_drug
114,human
115,fungus
116,temporal_concept
117,governmental_or_regulatory_activity
118,activity
119,conceptual_entity
120,occupation_or_discipline
121,carbohydrate_sequence
122,plant
123,body_system
124,mammal
125,molecular_sequence
126,functional_concept
127,archaeon
128,nucleotide_sequence
129,quantitative_concept
130,classification
131,language
132,physical_object
133,event
134,spatial_concept
