,entity
0,diagnostic_procedure
1,group_attribute
2,sign_or_symptom
3,medical_device
4,cell_component
5,mental_process
6,virus
7,vertebrate
8,behavior
9,immunologic_factor
10,laboratory_procedure
11,chemical_viewed_functionally
12,rickettsia_or_chlamydia
13,patient_or_disabled_group
14,nucleotide_sequence
15,pathologic_function
16,anatomical_structure
17,genetic_function
18,health_care_related_organization
19,individual_behavior
20,social_behavior
21,research_activity
22,hazardous_or_poisonous_substance
23,age_group
24,classification
25,tissue
26,hormone
27,alga
28,antibiotic
29,idea_or_concept
30,qualitative_concept
31,molecular_function
32,governmental_or_regulatory_activity
33,plant
34,amino_acid_sequence
35,reptile
36,chemical_viewed_structurally
37,machine_activity
38,finding
39,biologic_function
40,carbohydrate
41,therapeutic_or_preventive_procedure
42,human_caused_phenomenon_or_process
43,geographic_area
44,mammal
45,biomedical_occupation_or_discipline
46,organ_or_tissue_function
47,cell_or_molecular_dysfunction
48,entity
49,animal
50,laboratory_or_test_result
51,carbohydrate_sequence
52,bird
53,physical_object
54,inorganic_chemical
55,language
56,family_group
57,receptor
58,fully_formed_anatomical_structure
59,natural_phenomenon_or_process
60,manufactured_object
61,chemical
62,food
63,neoplastic_process
64,body_location_or_region
65,amino_acid_peptide_or_protein
66,self_help_or_relief_organization
67,conceptual_entity
68,organization
69,steroid
70,element_ion_or_isotope
71,mental_or_behavioral_dysfunction
72,human
73,organism
74,intellectual_product
75,body_system
76,molecular_biology_research_technique
77,organic_chemical
78,phenomenon_or_process
79,body_part_organ_or_organ_component
80,physiologic_function
81,activity
82,cell_function
83,clinical_attribute
84,embryonic_structure
85,research_device
86,gene_or_genome
87,regulation_or_law
88,body_space_or_junction
89,occupation_or_discipline
90,professional_society
91,organism_attribute
92,injury_or_poisoning
93,anatomical_abnormality
94,educational_activity
95,pharmacologic_substance
96,congenital_abnormality
97,daily_or_recreational_activity
98,bacterium
99,nucleic_acid_nucleoside_or_nucleotide
100,professional_or_occupational_group
101,lipid
102,eicosanoid
103,spatial_concept
104,organophosphorus_compound
105,biomedical_or_dental_material
106,clinical_drug
107,disease_or_syndrome
108,population_group
109,acquired_abnormality
110,vitamin
111,cell
112,invertebrate
113,indicator_reagent_or_diagnostic_aid
114,functional_concept
115,health_care_activity
116,biologically_active_substance
117,organism_function
118,body_substance
119,environmental_effect_of_humans
120,temporal_concept
121,experimental_model_of_disease
122,drug_delivery_device
123,amphibian
124,archaeon
125,enzyme
126,fungus
127,substance
128,event
129,occupational_activity
130,group
131,neuroreactive_substance_or_biogenic_amine
132,quantitative_concept
133,molecular_sequence
134,fish
