,entity
0,neuroreactive_substance_or_biogenic_amine
1,embryonic_structure
2,daily_or_recreational_activity
3,patient_or_disabled_group
4,hazardous_or_poisonous_substance
5,alga
6,disease_or_syndrome
7,organism_attribute
8,physical_object
9,behavior
10,mental_or_behavioral_dysfunction
11,inorganic_chemical
12,anatomical_abnormality
13,organ_or_tissue_function
14,body_location_or_region
15,indicator_reagent_or_diagnostic_aid
16,mental_process
17,neoplastic_process
18,bacterium
19,laboratory_procedure
20,self_help_or_relief_organization
21,immunologic_factor
22,steroid
23,clinical_attribute
24,professional_or_occupational_group
25,bird
26,congenital_abnormality
27,research_device
28,manufactured_object
29,natural_phenomenon_or_process
30,medical_device
31,body_substance
32,professional_society
33,hormone
34,biologic_function
35,enzyme
36,biologically_active_substance
37,qualitative_concept
38,organism_function
39,cell_function
40,gene_or_genome
41,population_group
42,chemical_viewed_structurally
43,cell
44,pharmacologic_substance
45,group
46,acquired_abnormality
47,lipid
48,regulation_or_law
49,individual_behavior
50,molecular_biology_research_technique
51,sign_or_symptom
52,food
53,injury_or_poisoning
54,entity
55,pathologic_function
56,biomedical_occupation_or_discipline
57,educational_activity
58,social_behavior
59,organic_chemical
60,receptor
61,organophosphorus_compound
62,amino_acid_sequence
63,amino_acid_peptide_or_protein
64,diagnostic_procedure
65,finding
66,eicosanoid
67,chemical
68,genetic_function
69,cell_or_molecular_dysfunction
70,laboratory_or_test_result
71,research_activity
72,molecular_function
73,chemical_viewed_functionally
74,body_space_or_junction
75,organization
76,element_ion_or_isotope
77,carbohydrate
78,age_group
79,fully_formed_anatomical_structure
80,antibiotic
81,vitamin
82,group_attribute
83,biomedical_or_dental_material
84,rickettsia_or_chlamydia
85,tissue
86,nucleic_acid_nucleoside_or_nucleotide
87,geographic_area
88,machine_activity
89,body_part_organ_or_organ_component
90,drug_delivery_device
91,anatomical_structure
92,cell_component
93,quantitative_concept
94,physiologic_function
95,event
96,health_care_related_organization
97,occupational_activity
98,invertebrate
99,virus
100,animal
101,family_group
102,experimental_model_of_disease
103,fish
104,environmental_effect_of_humans
105,therapeutic_or_preventive_procedure
106,amphibian
107,intellectual_product
108,health_care_activity
109,vertebrate
110,organism
111,phenomenon_or_process
112,clinical_drug
113,human
114,fungus
115,molecular_sequence
116,spatial_concept
117,governmental_or_regulatory_activity
118,substance
119,activity
120,reptile
121,conceptual_entity
122,occupation_or_discipline
123,plant
124,body_system
125,mammal
126,functional_concept
127,archaeon
128,human_caused_phenomenon_or_process
129,nucleotide_sequence
130,idea_or_concept
131,classification
132,language
133,carbohydrate_sequence
134,temporal_concept
