relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
term0,0.9710356,1.2477784,1.0483319,-2.0148578,0.7255366,-1.0412418,-1.5665953,1.6373702,1.1864702,-1.4841325,1.0812098,0.70815295,1.0199486,-0.12459523,-0.84472066,1.1600671,-1.9834421,0.78877443,1.6417228,-0.65776294,-2.3152773,-0.44261757,-0.40944153,-2.361634,-0.56322056,-1.1983383,-0.9133899,0.24808566,-2.1431923,0.41836128,-2.2152526,-2.0881822
term1,-1.0434954,-0.07619844,1.7092361,-0.6573893,-0.03601416,0.006863674,0.32077143,0.88379014,1.1638718,-1.7405614,-0.321085,-0.044080116,-0.59005105,-0.25942096,3.2591658,-0.79037136,-0.8059317,-1.6132085,-1.674541,-0.9169477,0.5433377,-0.05407007,0.6023818,-1.1573731,-0.51191545,-1.1188519,-0.8475735,-0.58230644,-0.80674607,-0.2222799,-0.50327003,-1.0976336
term10,0.08283808,-0.8292171,1.1320692,0.033291176,0.026882758,-0.9339124,-0.0022868474,1.1360688,1.2596201,-2.1475985,-0.9829619,-0.540749,0.30305174,0.2352809,-0.3027955,-0.3573738,0.5911448,-0.114095055,0.5384843,0.55313057,-0.2782489,-0.6093634,-0.333926,-0.500287,0.81340986,0.62090343,-0.41609356,-0.39287618,0.74031675,-0.07267283,-0.559953,-0.8425006
term11,0.21632169,0.0135639105,1.6731882,0.20676212,-0.10573504,0.033786565,-0.48108602,0.9261407,0.7288592,-1.0940199,-0.8883513,-0.15800662,-0.39471856,0.2598852,-0.0001041207,0.19252312,0.8044127,-0.5070993,0.12997101,0.15200861,-0.66218096,-0.33017993,-0.778838,0.19468004,0.58521277,0.7350615,-0.17930424,0.27791947,0.59765476,0.058179654,-1.2847148,-1.2268965
term12,-0.6243536,0.5876007,0.87388587,-0.40579352,0.5271065,0.21433702,-0.7584595,-1.2842474,-1.0217112,-1.396588,-0.54005104,-0.045497775,-0.8338216,-0.363788,-0.0477781,-0.14970542,0.8639095,-0.28887495,1.5716472,-0.93395257,-0.095851906,-1.071235,1.0260167,0.17001048,-0.4361422,0.27182674,1.5488127,-1.3578079,1.9566823,-1.6903467,-2.5385602,-1.2999837
term13,-0.23390426,0.52314377,1.3627474,-0.4075916,-0.7017491,-0.69570184,-0.27829117,-1.1348673,-1.2914555,-2.2021148,-1.3629527,-0.14286149,-1.5332413,0.7484872,-1.443023,0.41875273,0.38261497,-0.420108,1.4399068,0.37503982,1.3027787,-0.28896967,0.27637613,-0.49053663,-0.48611647,0.65525335,0.9787248,0.08714064,0.6554661,0.30067825,-0.63282144,-1.5369276
term14,-1.6615417,-0.5470634,1.5560433,1.6870112,-0.0020813772,-0.89736056,-1.044957,-0.86515015,-0.33457074,-1.9668955,-0.7834241,-0.5622639,-2.5472517,-0.7901247,-0.06875282,0.10753602,-1.7162001,-2.0506828,2.012556,0.16353922,-0.038086314,0.3619253,0.7247263,-1.8176785,0.12467026,-0.31301498,1.9589558,-2.9221168,1.5343512,-0.16785896,-2.1025085,-0.84090775
term15,-0.6680421,0.11712274,-1.3933448,-0.1471053,-0.1347941,0.800989,-0.16092886,-1.2150712,1.0375612,-1.0833825,0.21187925,-0.09135964,-0.23338003,-0.25937608,0.01666751,0.3099725,0.22426279,0.025182521,0.002408523,0.37988445,-0.014173446,0.3196919,0.5719928,-0.37238538,-0.37982172,-0.38779125,-0.109737724,0.7079502,-0.3939455,-0.06456646,-0.85969734,-1.332722
term16,-0.1674832,0.11147761,-1.1683594,0.05195217,-0.06974749,-0.20596048,-0.09223303,0.77194893,-1.0178477,-0.8317253,0.047554776,-0.101771004,0.12874992,-0.0038834708,2.1583533,-0.058370195,-0.023194902,-0.080319405,-0.07375396,-0.12188464,-0.08895744,0.11101499,-0.22185478,0.062057223,0.022614542,0.0671382,0.04983405,0.120648995,-0.011749637,0.17673671,-1.0317663,-0.7758779
term17,1.1224439,1.2770329,1.6027794,0.99767166,-1.7294978,-0.5694212,0.76568377,-0.6976221,-1.2735356,-2.191132,-0.6445333,2.1382523,-0.27003625,-2.4129953,0.10481362,-0.7391823,-0.5335585,-0.22769582,-0.51572084,-0.6316973,-2.364806,0.19458374,-2.7124357,0.22616085,-0.14420892,-0.73503846,-0.20797701,-0.29966334,1.6771597,-1.695683,-1.9903003,-1.0109471
