,entity
0,clinical_attribute
1,vitamin
2,organism_function
3,neoplastic_process
4,body_part_organ_or_organ_component
5,family_group
6,fish
7,professional_society
8,tissue
9,plant
10,natural_phenomenon_or_process
11,receptor
12,indicator_reagent_or_diagnostic_aid
13,immunologic_factor
14,daily_or_recreational_activity
15,organism_attribute
16,cell_component
17,injury_or_poisoning
18,disease_or_syndrome
19,quantitative_concept
20,pathologic_function
21,fungus
22,diagnostic_procedure
23,hormone
24,cell
25,biologic_function
26,mental_or_behavioral_dysfunction
27,sign_or_symptom
28,individual_behavior
29,amino_acid_peptide_or_protein
30,organophosphorus_compound
31,human_caused_phenomenon_or_process
32,antibiotic
33,body_location_or_region
34,laboratory_or_test_result
35,organ_or_tissue_function
36,behavior
37,anatomical_abnormality
38,acquired_abnormality
39,nucleic_acid_nucleoside_or_nucleotide
40,educational_activity
41,experimental_model_of_disease
42,hazardous_or_poisonous_substance
43,congenital_abnormality
44,health_care_activity
45,professional_or_occupational_group
46,amino_acid_sequence
47,body_system
48,research_activity
49,pharmacologic_substance
50,molecular_function
51,reptile
52,therapeutic_or_preventive_procedure
53,gene_or_genome
54,chemical_viewed_structurally
55,element_ion_or_isotope
56,body_substance
57,social_behavior
58,laboratory_procedure
59,organic_chemical
60,food
61,fully_formed_anatomical_structure
62,steroid
63,human
64,lipid
65,phenomenon_or_process
66,bird
67,environmental_effect_of_humans
68,molecular_biology_research_technique
69,invertebrate
70,cell_function
71,embryonic_structure
72,organization
73,biologically_active_substance
74,vertebrate
75,conceptual_entity
76,clinical_drug
77,group
78,governmental_or_regulatory_activity
79,occupational_activity
80,physiologic_function
81,cell_or_molecular_dysfunction
82,geographic_area
83,biomedical_or_dental_material
84,body_space_or_junction
85,inorganic_chemical
86,medical_device
87,alga
88,research_device
89,neuroreactive_substance_or_biogenic_amine
90,manufactured_object
91,population_group
92,substance
93,mammal
94,rickettsia_or_chlamydia
95,amphibian
96,mental_process
97,enzyme
98,genetic_function
99,eicosanoid
100,virus
101,animal
102,finding
103,age_group
104,self_help_or_relief_organization
105,qualitative_concept
106,anatomical_structure
107,carbohydrate_sequence
108,chemical_viewed_functionally
109,physical_object
110,molecular_sequence
111,carbohydrate
112,drug_delivery_device
113,temporal_concept
114,patient_or_disabled_group
115,health_care_related_organization
116,language
117,spatial_concept
118,regulation_or_law
119,entity
120,organism
121,occupation_or_discipline
122,bacterium
123,nucleotide_sequence
124,machine_activity
125,classification
126,chemical
127,archaeon
128,idea_or_concept
129,activity
130,functional_concept
131,group_attribute
132,biomedical_occupation_or_discipline
133,intellectual_product
134,event
