relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
adjacent_to,0.57676536,-0.9154633,-3.2175887,-2.7420845,4.5301995,-1.328353,0.77395993,-2.6571884,-2.5177677,-0.4042508,0.6380597,0.14296663,3.2924335,-1.4663239,0.02609745,2.5881007,0.6676718,0.15732975,0.62052894,-2.0253434,-2.4247346,0.100404084,1.2315319,-2.3849537,-0.24242818,2.0912209,1.5484481,-0.016618388,-1.6100656,0.9180075,-1.2870613,-1.1938562
affects,-0.7705373,1.5194097,1.3348696,-4.161527,0.93720317,-1.4342026,-1.7996005,-1.8649818,-0.79409707,-0.30027282,-2.6521382,0.8360713,-3.4241185,0.69484967,0.1402989,0.6335315,-0.7549011,0.4992474,-3.004822,3.117979,2.419252,0.071265824,-0.7893407,0.72739154,-1.0615804,0.88037044,-1.5775504,4.49933,-3.7298408,0.7910063,1.8892161,0.15765661
analyzes,0.048658323,-1.3773853,3.2035127,-0.4794014,0.30081967,-1.8677838,-0.9187819,-2.565467,-2.5843482,1.1830769,1.0763652,-0.96610403,3.8231955,0.3292836,-3.2254753,-0.15684423,1.2577333,0.948584,1.0958177,2.5215373,-1.1029985,3.1099796,-3.3126886,1.9212873,-1.360391,-0.60713655,1.4642729,-3.0953915,1.9420366,1.8959533,-1.6360008,-0.6419659
assesses_effect_of,2.7496374,-1.0593513,1.2253873,1.433258,0.22574352,-2.3825858,-2.6564605,-1.4922084,-1.3540734,0.13255323,1.9512149,2.4777522,-3.2878363,1.7251002,-3.513998,1.1449512,-2.1972935,1.319261,-0.13181582,2.8908975,-1.0403764,2.3256516,-1.9433361,1.3932707,0.7274159,-1.1348416,-0.4756322,-2.9739492,3.604883,1.1552455,1.5146025,-0.92915225
associated_with,-1.868957,-1.4908766,1.102151,2.2123218,-0.89330834,-0.22932878,-1.1757995,-4.431681,1.4586111,2.0177703,-1.0210174,1.3435981,2.0506914,-0.9728277,-0.7198886,-0.59924513,-2.1809797,-0.09488165,1.5332141,-1.0451692,2.1724145,-1.3744197,0.2626773,1.1407005,0.58565074,2.8766315,3.3992383,0.7241546,3.5712767,-0.5994887,1.3371934,-0.56142247
carries_out,-1.5582726,0.50236636,-1.6314012,-0.9535893,1.787086,-2.4143522,-3.1773996,-0.60147744,-0.9602344,2.1477902,2.3061285,-1.2210097,2.612827,-1.4862438,2.1498995,0.41624916,1.484144,0.39898118,1.9269232,1.3322048,2.3808587,0.4115456,2.815353,-0.47026175,-1.9136047,2.5446985,-0.25075874,-0.85907716,-2.6572049,-1.2699665,-1.3077928,-1.6790234
causes,-0.9849126,-2.6315322,-1.069835,0.5036371,0.9189044,-0.31278643,-2.122039,-1.1488534,0.07347139,4.6518583,-0.27650255,-0.08828291,3.2517564,-0.30122134,0.6853857,-3.1918447,-2.515242,0.3479292,1.0919008,-0.47386917,4.6714816,-1.12654,0.2242475,1.3099988,-0.46903485,-1.3756682,-2.4802911,-3.9080248,-2.9282088,1.3528607,0.46282843,-0.35277835
co-occurs_with,-0.15507574,0.35424036,-3.0352023,2.2822247,1.0618707,-0.4869329,-2.6141026,-1.3613812,-0.116294205,0.6448255,2.5708523,2.136381,0.92184263,0.39587295,2.600895,0.49961457,-1.1801507,0.20342684,2.0253987,2.9519627,1.6903254,-2.7034712,0.2228479,1.9246796,-2.451674,0.5856655,-0.8509392,-1.5586833,0.7932549,-2.526097,-3.846107,-0.9065329
complicates,-0.72598153,-1.7556415,-3.258816,-3.6338081,3.8668828,-2.5570116,0.040135298,-1.7649635,-1.0615774,2.584783,1.4892454,1.9149747,3.404626,0.95242846,1.0614282,-2.0934901,-2.0625548,2.0897083,-1.0318075,0.75580716,2.199948,-1.2159142,2.2410555,4.5583906,-3.8279727,0.97452915,-2.2089562,-1.3545583,3.7047577,0.6022382,-1.9232703,-1.3830495
conceptual_part_of,-1.0169059,-2.8893719,1.6863792,-0.34008613,-2.1645083,-0.27284208,-3.60705,-0.24586245,-1.387544,0.7782735,-1.0149547,4.499745,2.1728232,-1.8995107,-3.5388448,0.48660994,2.4213967,2.1194217,-0.047949325,-1.0644822,-2.7406914,-0.7438842,2.3110173,1.9573802,-2.1009793,1.3320127,-0.47814718,2.6813586,0.8975713,-1.2037466,-1.9617548,0.17531247
