relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
term0,-0.4853777,-0.12509742,0.46950468,-1.2666537,0.13092431,0.31680495,-0.578571,-1.1627587,2.742772,-0.4975533,0.26913962,-1.4571798,-0.9555862,0.095045246,2.5877194,-1.0544876,0.34284055,0.86297864,1.2010765,-2.0727937,-0.88130033,1.2411734,-0.1289435,-1.5279437,-0.7856868,-1.3009626,-0.72722083,-1.5359837,-0.9086368,-0.47710162,0.91654783,0.119390026
term1,-0.45226488,-1.8501517,-0.32779288,0.5552527,-0.26471296,-1.5385073,-0.720917,-0.90038794,0.84114003,2.064999,0.3690955,-0.120027006,0.15697427,0.9349897,0.88875026,-0.28132918,-1.1612053,0.74524593,1.0965058,-0.5929087,-0.4079117,-0.8303768,-1.2873458,-1.6422596,-0.16099098,-1.460769,-1.4488395,-0.76674485,0.25992197,-1.2532865,0.4003883,-1.5247096
term10,-0.5062428,0.6753331,0.4200007,0.3450089,-0.36718422,0.83087635,-0.32438013,-1.2140782,-0.9038344,1.9036961,-0.939585,-0.1471599,-0.26466233,0.94782853,0.48612842,-0.22135347,0.12346229,-0.61660266,0.79400826,-0.54465324,-0.95593107,0.047940228,0.08874879,-1.8782635,-0.65915674,0.2610117,0.2722915,0.6360299,0.5000356,0.032006364,0.7977693,-0.21684031
term11,-0.6908639,0.17295174,0.29670805,0.41373226,-0.09828398,0.6722841,0.008677566,-1.1213678,-0.20677333,1.0360924,-0.43979397,0.2945681,-0.37740043,0.8464487,0.25811416,-0.09654103,-1.1795119,-0.8103731,0.993017,-0.9115126,-0.97868925,-0.7475096,0.76039463,-0.90071094,-0.27375832,-0.50008917,0.09260421,0.7206408,0.64572626,0.5120988,0.0052419063,0.2502558
term12,0.66824716,0.4982371,0.05482372,0.40009314,-0.62180674,1.5361667,0.21080835,-1.480696,-0.14020327,1.4584081,-0.43757498,-0.11962877,-1.4704452,0.006238982,-1.847959,0.9161984,-0.11783449,-1.5783468,-0.5072012,-1.28184,-2.393197,0.19740804,1.3339667,-0.79126006,0.4133223,-0.3804702,-0.6683362,1.1642985,0.040294025,-0.96356124,-1.8076686,-0.03175906
term13,0.16493106,-0.13148907,0.4470935,-1.299803,-0.87744653,0.5110242,0.030486014,-0.46376055,-0.3370474,1.8984009,-0.7484014,0.694428,0.4464683,-0.7383287,-0.39996147,0.71492827,0.41618854,-0.754553,-0.9051289,-1.1763293,-1.179643,0.12665825,0.44596857,-2.2905324,-0.40265656,-0.8060553,-0.24796888,0.81999546,-0.7664086,-1.1453462,1.1605966,-0.53071994
term14,-1.3196875,-1.103949,-2.0199356,-3.4298348,-0.61128074,0.9581568,-0.6371057,-1.5111364,0.67379904,2.0912087,2.0677948,-1.4687226,-0.26965633,-2.4989903,-1.3120934,0.83352774,-0.47208807,-1.525861,-0.45357266,-0.43572807,-1.9761481,1.3498297,2.0013256,-1.8739318,-0.29307526,-2.739454,-0.29777575,1.3218318,0.5166336,-0.89237887,-0.55306816,0.014903346
term15,-0.54431015,-0.32083124,-0.11762506,-0.41524425,-0.56470853,1.1627892,0.046018947,-1.0527998,-0.5929503,-0.9595958,-0.09721822,-0.5100654,-0.14268167,-0.5461712,-0.62047076,-0.03673574,0.067622654,-0.19794758,1.0079195,-1.0154198,-0.275796,0.038990494,-0.6739594,-1.0703411,-0.28981537,-0.44788384,-0.38809296,-0.0036019823,-0.3382384,-0.29356337,-0.3340104,0.043552585
term16,-0.27842376,0.04760365,0.019123299,0.17039429,0.02505796,0.12030311,-0.07906717,-0.5852668,-0.4400834,-0.8641411,0.040186368,0.21490972,-0.038807265,0.5863578,0.869013,0.0866861,-0.21758118,-0.15018974,-0.9063662,-0.53324103,-0.6251388,-0.015814535,-0.22890103,-0.83748937,-0.041768212,-0.37044102,-0.5676041,-0.047820766,0.4073918,-0.067566074,-0.39624512,0.1470229
term17,0.017263303,-1.1844198,-2.4648697,0.48197243,1.049221,-0.08584878,2.1721878,-0.85566676,0.31531006,1.1135218,-1.6271101,0.20202379,-0.8820895,-1.0681818,-0.04908902,0.57471585,-0.770707,1.0641717,-1.1447682,-0.18281707,-1.5939797,0.23205835,0.5289436,-1.8443817,0.088679716,-0.45212558,-0.85640484,0.0839044,-1.1397682,0.79512316,-0.36160323,0.034086604
