,entity
0,cell_or_molecular_dysfunction
1,qualitative_concept
2,body_location_or_region
3,diagnostic_procedure
4,pathologic_function
5,chemical_viewed_functionally
6,body_space_or_junction
7,laboratory_or_test_result
8,mental_process
9,antibiotic
10,experimental_model_of_disease
11,steroid
12,amino_acid_peptide_or_protein
13,pharmacologic_substance
14,reptile
15,physiologic_function
16,behavior
17,molecular_biology_research_technique
18,drug_delivery_device
19,organophosphorus_compound
20,neoplastic_process
21,acquired_abnormality
22,group
23,mammal
24,laboratory_procedure
25,biologic_function
26,educational_activity
27,research_activity
28,biomedical_or_dental_material
29,cell
30,biologically_active_substance
31,natural_phenomenon_or_process
32,gene_or_genome
33,medical_device
34,professional_or_occupational_group
35,congenital_abnormality
36,hazardous_or_poisonous_substance
37,invertebrate
38,therapeutic_or_preventive_procedure
39,cell_function
40,regulation_or_law
41,hormone
42,body_substance
43,body_part_organ_or_organ_component
44,health_care_related_organization
45,human
46,disease_or_syndrome
47,self_help_or_relief_organization
48,vitamin
49,event
50,virus
51,eicosanoid
52,chemical_viewed_structurally
53,embryonic_structure
54,mental_or_behavioral_dysfunction
55,receptor
56,carbohydrate
57,nucleic_acid_nucleoside_or_nucleotide
58,molecular_function
59,geographic_area
60,cell_component
61,anatomical_structure
62,element_ion_or_isotope
63,plant
64,alga
65,tissue
66,genetic_function
67,chemical
68,research_device
69,machine_activity
70,daily_or_recreational_activity
71,immunologic_factor
72,enzyme
73,organism_function
74,manufactured_object
75,individual_behavior
76,organic_chemical
77,patient_or_disabled_group
78,organism_attribute
79,indicator_reagent_or_diagnostic_aid
80,food
81,organ_or_tissue_function
82,neuroreactive_substance_or_biogenic_amine
83,fungus
84,quantitative_concept
85,anatomical_abnormality
86,finding
87,health_care_activity
88,inorganic_chemical
89,vertebrate
90,clinical_attribute
91,nucleotide_sequence
92,idea_or_concept
93,substance
94,injury_or_poisoning
95,lipid
96,social_behavior
97,fish
98,human_caused_phenomenon_or_process
99,governmental_or_regulatory_activity
100,bacterium
101,population_group
102,sign_or_symptom
103,rickettsia_or_chlamydia
104,phenomenon_or_process
105,age_group
106,fully_formed_anatomical_structure
107,clinical_drug
108,animal
109,environmental_effect_of_humans
110,intellectual_product
111,organization
112,family_group
113,activity
114,group_attribute
115,occupational_activity
116,biomedical_occupation_or_discipline
117,professional_society
118,language
119,functional_concept
120,bird
121,amphibian
122,archaeon
123,temporal_concept
124,classification
125,amino_acid_sequence
126,carbohydrate_sequence
127,entity
128,conceptual_entity
129,body_system
130,spatial_concept
131,occupation_or_discipline
132,physical_object
133,molecular_sequence
134,organism
