,entity
0,clinical_attribute
1,invertebrate
2,enzyme
3,pathologic_function
4,experimental_model_of_disease
5,body_part_organ_or_organ_component
6,body_location_or_region
7,mental_process
8,neoplastic_process
9,hazardous_or_poisonous_substance
10,organophosphorus_compound
11,laboratory_procedure
12,phenomenon_or_process
13,physical_object
14,behavior
15,family_group
16,pharmacologic_substance
17,biomedical_or_dental_material
18,quantitative_concept
19,element_ion_or_isotope
20,acquired_abnormality
21,finding
22,language
23,cell_or_molecular_dysfunction
24,mammal
25,archaeon
26,individual_behavior
27,food
28,cell_function
29,activity
30,indicator_reagent_or_diagnostic_aid
31,clinical_drug
32,medical_device
33,sign_or_symptom
34,injury_or_poisoning
35,diagnostic_procedure
36,rickettsia_or_chlamydia
37,molecular_function
38,congenital_abnormality
39,genetic_function
40,natural_phenomenon_or_process
41,patient_or_disabled_group
42,chemical
43,hormone
44,receptor
45,cell_component
46,organ_or_tissue_function
47,bird
48,embryonic_structure
49,human_caused_phenomenon_or_process
50,idea_or_concept
51,laboratory_or_test_result
52,neuroreactive_substance_or_biogenic_amine
53,conceptual_entity
54,plant
55,health_care_related_organization
56,population_group
57,educational_activity
58,molecular_sequence
59,organism_attribute
60,classification
61,biologic_function
62,eicosanoid
63,anatomical_abnormality
64,disease_or_syndrome
65,body_substance
66,chemical_viewed_structurally
67,geographic_area
68,therapeutic_or_preventive_procedure
69,steroid
70,cell
71,regulation_or_law
72,occupational_activity
73,functional_concept
74,spatial_concept
75,nucleic_acid_nucleoside_or_nucleotide
76,vitamin
77,bacterium
78,carbohydrate
79,antibiotic
80,reptile
81,body_system
82,mental_or_behavioral_dysfunction
83,immunologic_factor
84,inorganic_chemical
85,health_care_activity
86,qualitative_concept
87,physiologic_function
88,manufactured_object
89,intellectual_product
90,entity
91,amino_acid_peptide_or_protein
92,tissue
93,self_help_or_relief_organization
94,vertebrate
95,organic_chemical
96,virus
97,professional_or_occupational_group
98,chemical_viewed_functionally
99,environmental_effect_of_humans
100,lipid
101,organism_function
102,social_behavior
103,organization
104,biologically_active_substance
105,research_device
106,occupation_or_discipline
107,research_activity
108,animal
109,nucleotide_sequence
110,organism
111,fully_formed_anatomical_structure
112,drug_delivery_device
113,age_group
114,amino_acid_sequence
115,body_space_or_junction
116,group_attribute
117,professional_society
118,substance
119,alga
120,amphibian
121,molecular_biology_research_technique
122,event
123,human
124,carbohydrate_sequence
125,gene_or_genome
126,fungus
127,daily_or_recreational_activity
128,machine_activity
129,fish
130,governmental_or_regulatory_activity
131,biomedical_occupation_or_discipline
132,anatomical_structure
133,temporal_concept
134,group
