relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
location_of,-0.5022245645523071,-0.1636404246091843,0.0542327240109444,-0.1251950114965439,0.1757595986127853,0.1471760272979736,-1.6695369482040405,0.4697141945362091,-0.1267514526844025,0.1639369428157806,-0.1899822950363159,0.1160912886261940,-0.2224666476249695,-0.0472977794706821,0.1164392009377480,-0.2785402238368988,0.1545352637767792,-0.1109407469630241,0.4484578371047974,0.0919265151023865,0.2246173769235611,-0.2618673443794250,0.2977479696273804,0.2140388935804367,-0.1653921157121658,-0.1693264096975327,-0.7642772197723389,-0.4143079519271851,-0.2599448263645172,0.2689092159271240,-0.1033791825175285,0.3355389535427094,-0.2382357716560364,0.2246544063091278,-0.1750599294900894,0.2368996143341064,-0.3319986462593079,0.2648529112339020,-0.1577598452568054,-0.1076861247420311,-0.1108903437852859,0.0115503650158644,0.2091056853532791,-0.1648920774459839,-0.0489370115101337,-0.1463469713926315,0.1736916005611420,-0.0349981710314751,0.1101850718259811,-0.2398336529731750,-0.1702441871166229,0.0072282669134438,-2.5163445472717285,1.5087437629699707,-0.1581698060035706,0.1026327461004257,0.2927950620651245,0.1256571412086487,-0.1703335195779800,0.1064643561840057,0.0070188594982028,-0.2214840799570084,0.1146054118871689,-0.2170074582099915,0.2489127814769745,-0.2123537063598633,-0.1305436342954636,-0.1940190196037292,0.0912921354174614,0.2149443179368973,-0.1690500229597092,-0.2277661859989166,-0.1834993958473206,-0.1485815197229385,0.2231667488813400,-0.0647997632622719,0.2384016662836075,-0.3576153218746185,0.1774049699306488,-0.2302133738994598,0.2257415354251862,-0.0862660408020020,0.2540381550788879,-0.0739317610859871,-0.2016170471906662,-0.1023630946874619,-0.1136917173862457,-0.1481131464242935,0.0336635373532772,-0.1998076736927032,0.1765298843383789,-0.1011865586042404,0.0620832219719887,0.0751614347100258,0.1184519082307816,-0.2587783932685852,-0.1792709678411484,-0.2727492451667786,-0.2119147181510925,-0.3384050726890564,-0.1990899741649628,0.0515597499907017,-0.1736174523830414,-0.0133792320266366,0.3385369777679443,-0.4044729769229889,-0.1638379544019699,-0.1425757855176926,0.1592242270708084,2.3972012996673584,0.0956638976931572,0.2607774734497070,0.1561723947525024,-0.4191570878028870,-0.0774384737014771,-0.1824752241373062,0.2349261194467545,-0.1811560243368149,0.7515009641647339,-0.5597284436225891,-0.1721305698156357,-0.0346678048372269,-0.2625869214534760,0.1445179730653763,0.1204906851053238,0.1830708235502243,-0.1423352658748627,-0.2817985117435455
manifestation_of,-0.5474416613578796,0.5938957929611206,-0.4800377488136292,-0.4936648607254028,0.5217465758323669,0.2319513857364655,-2.3573732376098633,-0.7495621442794800,0.1250266581773758,0.0955771729350090,0.0902718752622604,-0.5818070769309998,0.0118650887161493,-0.0574211552739143,0.6719356179237366,0.5617284178733826,-0.3196164071559906,-0.0282243900001049,-0.3003256022930145,-0.2191831022500992,-0.0485900267958641,0.2242847383022308,-0.1884061992168427,-0.2025904953479767,-0.1241458877921104,0.3057391047477722,0.8040571212768555,-0.6033500432968140,-0.5715011358261108,0.1004500091075897,0.3176614642143250,-0.3053749501705170,0.2013417184352875,0.3003317713737488,-0.3084658086299896,-0.2507724463939667,-0.1338911652565002,-0.4830306768417358,0.1476501822471619,-0.0215022563934326,0.0175288729369640,-0.2148273289203644,-0.5285196304321289,0.3087958693504333,0.4921216964721680,-0.5654240250587463,-0.6458251476287842,0.1077823713421822,-0.2922381758689880,0.1571012884378433,0.0669196173548698,0.1747421771287918,1.3301513195037842,1.0016856193542480,-0.1603329181671143,-0.2309075295925140,-0.4927413463592529,-0.9825484156608582,-0.3923807442188263,0.2133218795061111,0.2002410590648651,0.2815650403499603,-0.4186777174472809,0.0382856056094170,-0.3471160531044006,-0.6758091449737549,0.0973767042160034,-0.1982538551092148,-0.0091885514557362,-0.3076212108135223,-0.1738632470369339,0.2930900454521179,0.0708894357085228,0.1341197639703751,0.3902307152748108,-0.1964931935071945,0.7784331440925598,0.3444546163082123,-0.4086004197597504,-0.2138402760028839,0.1004915833473206,0.2388583570718765,1.3851425647735596,0.6185868978500366,0.4945737123489380,-0.1210414171218872,0.2300279587507248,0.4168785512447357,0.1697787195444107,0.1224299296736717,-0.3395006954669952,0.1426646113395691,-0.1572525799274445,-0.1649481356143951,0.0795219168066978,0.1649072468280792,-0.2930268943309784,-0.3725808560848236,0.2548589408397675,0.0004787420912180,0.2228893786668777,0.6995167136192322,-0.0107661671936512,0.0704810619354248,-0.1002922728657722,0.5837954878807068,1.9460039138793945,-1.2621518373489380,-0.0098671885207295,-0.6188572049140930,-0.0158204250037670,-0.1604718118906021,0.3289820253849030,0.3240278363227844,0.1018236279487610,-0.3130221068859100,0.1271560043096542,0.0988443121314049,1.2669041156768799,0.6744539141654968,0.1374310106039047,-0.1094256788492203,-0.0424524620175362,-0.2606760561466217,0.0896174535155296,-0.0578870996832848,0.4317705631256104,0.4643780887126923
isa,0.0035213264636695,-0.0079271774739027,-0.0026914549525827,0.0035550864413381,0.0008859906811267,-0.0001412434066879,0.2078040391206741,0.0083387419581413,0.0024958478752524,-0.0016704668523744,0.0364614129066467,0.0353058055043221,0.0014908600132912,-0.0004760936717503,0.0001591816399014,0.0029128245078027,0.0006062075262889,0.0026227622292936,0.0245901662856340,-0.0528643727302551,-0.0003412632795516,-0.0868965834379196,-0.0046976087614894,-0.0032207802869380,-0.0002979323908221,0.0082789612933993,-0.0022221212275326,0.0045036925002933,0.0023708215449005,0.0028911347035319,0.0070289722643793,-0.0000830855424283,-0.0009839548729360,0.0006387667381205,-0.0015831040218472,0.0000411080363847,0.0016144273104146,0.0027704043313861,-0.0025387972127646,0.0031160982325673,-0.0070969657972455,-0.0000922435792745,-0.0028836450073868,0.0012395395897329,-0.0045038056559861,0.0028431056998670,-0.0006188681581989,0.0000933955307119,-0.0027255727909505,-0.0014587660552934,-0.0008825659169815,-0.0050959335640073,1.2076305150985718,-0.0534218735992908,-0.0004382283950690,0.0049480013549328,-0.0032589819747955,0.0261525884270668,-0.0177951101213694,-0.0072405925020576,0.0157358758151531,-0.0105650462210178,0.0039028143510222,0.0011566327884793,-0.0001746341586113,-0.0011729622492567,0.0007814913988113,-0.0002635226410348,0.0006119589670561,0.0009041934972629,-0.0060761836357415,0.0007981712114997,0.0144055513665080,0.0031187830027193,0.0055467109195888,0.0014827818376943,-0.0013620536774397,0.0044868024997413,-0.0122184650972486,0.0052561606280506,0.0005111019127071,0.0003611037391238,0.0166895855218172,0.0042386618442833,-0.0129213239997625,0.0060933288186789,0.0080735348165035,0.0018955486593768,0.0010224338620901,0.0015379181131721,0.0933380648493767,-0.0416859574615955,-0.0019513103179634,0.0004606311849784,-0.0009945543715730,-0.0029405711684376,0.0004841118352488,0.0005072536878288,-0.0035954727791250,0.0001536455965834,-0.0012452121591195,-0.0050889099948108,-0.0264925546944141,0.0344514399766922,0.0009513924014755,-0.0051667848601937,0.9817706942558289,-0.0324500389397144,0.0153340054675937,-0.0012463385937735,0.0043122861534357,0.0012885826872662,0.0008822186500765,0.0035006534308195,0.0034696003422141,0.0012675519101322,0.0013306871987879,-0.0020016941707581,1.0322244167327881,-0.0243578590452671,-0.0002888585731853,0.0040456457063556,-0.0035554023925215,0.0492275655269623,0.0005829032161273,0.0004515695036389,-0.0021162854973227,0.0083403857424855
affects,0.4340908825397491,-0.3965368568897247,0.2346074432134628,-0.2349671572446823,0.0001109776785597,0.0013203185517341,0.9944540262222290,-0.0886210799217224,0.0003777821839321,0.0021136167924851,-0.1244781687855721,-0.0017819184577093,-0.0353445671498775,-0.0049670361913741,-0.0654267147183418,-0.1196274757385254,0.1798325926065445,-0.1962972134351730,0.0699540749192238,-0.0992355123162270,0.0015835487283766,-0.0169607531279325,0.1141081005334854,-0.0014283079653978,0.3241898715496063,-0.0706801265478134,0.5890156030654907,-0.3867803514003754,-0.0189797058701515,0.0958896651864052,0.0242134127765894,-0.4625566005706787,0.1108189299702644,0.2106612771749496,0.0443234741687775,-0.2518845200538635,0.0266190171241760,-0.1551752239465714,0.0010139413643628,0.0017456451896578,-0.0678413808345795,0.2768772244453430,0.1295185834169388,-0.3848552405834198,-0.0226466320455074,0.0446663796901703,0.1204493418335915,-0.0048437761142850,0.0701609253883362,-0.0600902959704399,0.0061571905389428,0.1178750023245811,1.0399428606033325,1.1954857110977173,0.1797433942556381,0.3143277764320374,-0.1589344590902328,-0.1683939397335052,-0.0181911941617727,0.2372809499502182,-0.0023276268038899,0.2535528242588043,-0.1491058021783829,-0.0045101610012352,-0.8718972802162170,-0.3188443481922150,0.3767172694206238,-0.4475148022174835,-0.2087650448083878,0.1391140818595886,0.2060864418745041,-0.1326445192098618,0.1401465833187103,0.1256356984376907,-0.1285181492567062,-0.0549601055681705,0.2246005684137344,0.1814443916082382,0.1495418101549149,-0.0038423186633736,-0.0078679453581572,0.2063440084457397,0.1402085125446320,-0.1310047060251236,-0.0662158578634262,-0.1815648078918457,-0.0937098115682602,0.3235380351543427,-0.1089741662144661,0.1728550791740417,0.1489462107419968,-0.0119263594970107,-0.1474355459213257,0.0103171439841390,0.1306548267602921,-0.2776317298412323,-0.1927753090858459,-0.2179679274559021,0.1426243335008621,-0.1762571632862091,0.0278778132051229,0.0046754488721490,-0.0029663052409887,0.1062868461012840,-0.2141587883234024,0.0149832926690578,0.0050678923726082,0.0043651270680130,0.0016461283667013,0.0031841231975704,-0.1832959502935410,0.0262333806604147,0.2031271457672119,-0.1478409767150879,-0.1542429924011230,0.1337464600801468,0.1655253022909164,-0.0314920805394650,-2.0243906974792480,-1.5252139568328857,-0.1576352566480637,-0.1040408313274384,-0.1046033054590225,-0.0084255924448371,-0.1907755881547928,0.1272309124469757,0.1232525780797005,0.0712220817804337
associated_with,-0.4966168701648712,0.3835807144641876,0.3239001929759979,-0.1548394709825516,-0.0540058910846710,0.0645335316658020,-2.8406460285186768,-1.0766251087188721,-0.0334072373807430,0.1407659500837326,1.1465547084808350,-0.1051798984408379,-0.1289188116788864,-0.2705968320369720,-0.0304332152009010,0.2081408649682999,-0.2043702304363251,0.2545191049575806,-0.0003078423615079,-0.0798110067844391,-0.0657083839178085,0.2007013410329819,0.2998831570148468,-0.1017138883471489,0.0815295428037643,-0.0990493446588516,0.7644534707069397,-0.1117210239171982,0.5655916929244995,-0.3274710476398468,0.0320492498576641,-0.1442904174327850,0.1386106461286545,0.2427642643451691,0.0387767590582371,-0.2882331609725952,-0.0170687772333622,-2.0568349361419678,-0.0373405739665031,0.1862466186285019,0.0955724343657494,0.1223239451646805,-0.0061793620698154,0.0811023414134979,0.0890593454241753,-0.1051368638873100,0.0361754596233368,-0.1619980335235596,-0.0957073569297791,0.1269235461950302,0.3172745704650879,-0.2716285586357117,-0.1694188714027405,0.0295549444854259,-0.0139173101633787,0.0801616087555885,0.0569138750433922,-0.0259220935404301,0.2558506429195404,-0.1403810381889343,0.0110121453180909,-0.0408765077590942,-0.0850908309221268,-0.0400288701057434,-0.2113953232765198,0.2025890350341797,-0.0178080853074789,-0.0012422661529854,-0.0383202359080315,0.1587256640195847,0.1968913525342941,-0.2977132201194763,-0.0787196159362793,0.2086349129676819,0.2103701829910278,-0.0456909537315369,-0.0279165487736464,-0.0008426024578512,0.1859587877988815,-0.4553488790988922,-0.1781675070524216,-0.0197627935558558,0.0013789533404633,0.0135838910937309,-0.0615676864981651,0.0473278202116489,0.0663789212703705,-0.0837979912757874,-0.1578209400177002,-0.0096038663759828,-0.2784098684787750,0.1862022429704666,0.0164459962397814,0.0032036874908954,-0.0269796717911959,-0.0064465254545212,0.1365603059530258,-0.2455263733863831,-0.0365025214850903,-0.0555767118930817,0.0773566141724586,0.0302075520157814,0.2063314020633698,-0.0573650449514389,0.2221334129571915,-0.2544007599353790,-0.2600875794887543,0.4175242781639099,1.8936744928359985,-0.1427413970232010,-0.2736513316631317,-0.4672101438045502,0.0117845842614770,0.0798744633793831,0.2341987490653992,-0.2251701205968857,-0.0276620704680681,0.1992640644311905,0.0205319542437792,2.3288662433624268,-0.0543975457549095,-0.0762754231691360,0.0119702462106943,-0.2477162331342697,0.0085795670747757,-0.1633969545364380,0.2007039934396744,0.1506729274988174
interacts_with,0.2527820169925690,-0.0679415762424469,-0.1425966918468475,-0.1670497059822083,-0.0012029008939862,0.0018431247444823,0.8948333263397217,-0.0068361000157893,-0.0723289549350739,0.0037669425364584,0.2514624297618866,0.1067346557974815,0.1058697775006294,-0.1660905927419662,0.4635324776172638,-0.0343221053481102,-0.0107396133244038,-0.0528315827250481,-0.2378125190734863,-0.0114214709028602,0.0185097716748714,0.1023384332656860,-0.1022444888949394,-0.0022670330945402,-0.1237208098173141,-0.0669691860675812,-0.4701274037361145,-0.5106386542320251,-0.0485308617353439,-0.0743277743458748,-0.0193079598248005,-0.2319703847169876,0.3302205801010132,-0.0322319529950619,0.0395234152674675,-0.2505718469619751,0.0497131347656250,-0.0996455699205399,-0.0014744205400348,0.0006534758140333,0.0804237276315689,-0.0859894156455994,0.1423716247081757,-0.0243589244782925,-0.0282503962516785,-0.0026785396039486,0.2622735202312469,0.0327628254890442,0.4576914906501770,0.0020013246685266,0.0840772613883018,0.0021373436320573,1.2088319063186646,0.0635466054081917,-0.0751758515834808,-0.0464490540325642,0.1379294097423553,0.1385515332221985,0.0906246379017830,-0.0223622024059296,0.2466950714588165,0.2339247465133667,0.3929190337657928,-0.1504658460617065,-0.5092051029205322,0.3857727050781250,0.2212729305028915,0.1710038185119629,-0.2020267099142075,0.0613601878285408,0.0114397639408708,0.1837523728609085,-0.0359192490577698,0.1359128355979919,0.3737456202507019,-0.0739585757255554,0.0222935713827610,-0.1940607577562332,-0.0986815541982651,-0.0554638691246510,-0.1378632932901382,-0.0100459791719913,-0.0121295442804694,0.1075696945190430,0.0079584773629904,0.1574984192848206,-0.1788360029459000,-0.0508240796625614,-0.1422658264636993,0.0739247202873230,0.2208341062068939,-0.1149199306964874,0.0716116502881050,0.0022982989903539,-0.1298159807920456,-0.1902346462011337,0.3105530440807343,0.0087361549958587,-0.1599425375461578,0.0179225560277700,0.7661890387535095,-0.1094779372215271,-0.0848626047372818,0.0043735429644585,0.2224884480237961,0.1715972125530243,0.8049837946891785,-0.0432864725589752,0.0287734176963568,0.1051703467965126,0.0918754264712334,-0.0040277829393744,0.0308329295367002,-0.1263058334589005,0.1694521307945251,-0.1316602528095245,0.0463364310562611,0.1463376879692078,1.1772892475128174,-0.0570655763149261,-0.0031533108558506,-0.1290446817874908,0.0746663808822632,-0.2484164237976074,-0.0469250492751598,-0.1373009085655212,-0.0279866792261600,-0.1519180685281754
result_of,0.5264080762863159,1.5742906332015991,0.2762796282768250,-0.1773802787065506,0.1168592497706413,-0.0049591790884733,0.0146006839349866,0.0067156855948269,-0.0429785773158073,0.1153743416070938,0.0850097760558128,0.0269602444022894,-0.0108327073976398,-0.1414207518100739,0.3753049671649933,0.1154206544160843,-0.0235519632697105,-0.2523986995220184,0.0135206971317530,-0.1709356307983398,-0.2803409099578857,-0.1984077990055084,-0.0095166815444827,-0.2490840554237366,-0.1465948522090912,-0.0506830327212811,0.7728003859519958,-0.1207009106874466,0.1632233411073685,-0.1760785877704620,0.2187452614307404,-0.1358621865510941,-0.1116415783762932,-0.0401178747415543,-0.0710149183869362,-0.2327993363142014,-0.1725689917802811,0.0860112756490707,-0.0472928583621979,0.1121132522821426,-0.2161661535501480,0.0963217392563820,-0.2842035591602325,-0.0020050422754139,-0.2857958674430847,0.1663580536842346,-0.0304992105811834,-0.0371832698583603,-0.0933549627661705,0.1704374849796295,0.2155213654041290,0.1816636621952057,1.4019646644592285,-0.1564252078533173,0.0732304528355598,0.0661692917346954,0.1844723373651505,0.3042500019073486,-0.1603031754493713,0.2705665230751038,-0.0918553993105888,-0.1741151660680771,0.0085703674703836,0.1427796781063080,-0.5657525062561035,-0.3429640531539917,0.2344408035278320,-0.0006894285324961,0.2240602821111679,0.1430004686117172,0.0359103828668594,0.1934015601873398,-0.0113050993531942,0.1639670729637146,0.1058154851198196,-0.1207853928208351,-0.2221077382564545,-0.0041304370388389,0.0482419244945049,-0.3606589436531067,-0.1593930572271347,-0.0850655287504196,-0.0066469637677073,0.0275720655918121,-0.0786163508892059,0.1705489009618759,-0.2271888703107834,-0.0500222854316235,-0.0232806894928217,-0.2019917368888855,-0.0151644907891750,-0.0936908349394798,-0.1567359268665314,0.0239786040037870,-0.1801656633615494,-0.0007598141091876,-0.0086593572050333,0.2231831848621368,0.1815320253372192,0.2850478589534760,0.0325490683317184,-0.1377559900283813,-0.2312585860490799,0.0184909161180258,0.2329422682523727,-0.1730261147022247,-0.6957480907440186,-1.3019275665283203,0.6340703964233398,-0.4525618851184845,-0.0118933990597725,-0.1399290859699249,0.1413632929325104,0.1412255167961121,-0.0449515581130981,0.0741635859012604,0.0571567080914974,-0.0436541177332401,1.2148667573928833,-0.0969378575682640,0.1694459319114685,0.0599793307483196,0.1866047829389572,0.0011363445082679,-0.0501898527145386,0.1659380495548248,-0.0329910553991795,0.0038435577880591
complicates,-0.4010709524154663,0.2241127043962479,-0.1924125105142593,-0.1868134438991547,-0.0140846399590373,0.1781584471464157,0.4341300129890442,-2.3506691455841064,-0.0700477063655853,-0.0376431420445442,-0.0926089137792587,0.1944378912448883,-0.0663446187973022,-0.0321087017655373,-0.0694632008671761,-0.0056887571699917,-0.2520574629306793,-1.0974512100219727,-0.0552904903888702,-0.1194072738289833,0.1581836193799973,-0.0634973570704460,-0.3443262279033661,-0.2387285083532333,0.0446078255772591,0.1189370751380920,0.6675781011581421,-0.3258694410324097,0.3691647350788116,0.0241160374134779,0.3116803467273712,-0.0875202342867851,0.2027193307876587,0.0551553741097450,0.1251274049282074,-0.2001332491636276,-0.3375827074050903,0.1131889224052429,-0.1397973597049713,-0.1654277443885803,0.0474888421595097,0.1237506419420242,-0.1266967952251434,-0.1076078861951828,0.0589135475456715,-0.0372724756598473,0.0537276044487953,-0.0476490110158920,-0.0778718441724777,0.0238709691911936,-0.0257272589951754,-0.1138032153248787,0.4285913705825806,1.4390313625335693,0.1120370775461197,-0.1187998503446579,0.1154293268918991,-0.0099531030282378,0.1263907253742218,0.0529754124581814,-0.0651239678263664,-0.1190754324197769,0.0377401150763035,0.2319077253341675,-0.1059375256299973,-0.2118679285049438,0.1678483337163925,1.1948390007019043,-0.2290425002574921,-0.1719081550836563,-0.0057602659799159,-0.0951329842209816,0.1538325250148773,-0.0477145500481129,-0.3030196428298950,-0.3200005590915680,-0.3012208640575409,0.0327733010053635,-0.4931686818599701,-0.2247034460306168,-0.2183419466018677,0.0364785529673100,-0.1537065207958221,-0.5205620527267456,0.2566011846065521,0.2046176344156265,-0.2358116954565048,-0.1300003230571747,0.0569218657910824,-0.1871054917573929,0.0460884869098663,-0.0356160588562489,-0.0349394790828228,0.1717441827058792,-0.2179509103298187,-0.2897697389125824,-0.0510281212627888,-0.2487147897481918,-0.1029618158936501,-0.0666639581322670,-0.3503076434135437,0.2970810532569885,0.0937626659870148,-0.1605557501316071,-0.0751799643039703,0.2142281979322433,-0.1646907627582550,2.1614763736724854,0.2974573671817780,-0.4332232475280762,0.1164089515805244,-0.1862936317920685,-0.4163037240505219,0.1267715692520142,-0.2532719969749451,0.1195023134350777,0.0597990155220032,0.1570262312889099,-1.9532607793807983,-1.5061403512954712,-0.1178951710462570,-0.0514811538159847,0.1755903512239456,0.0757521018385887,-0.1187459155917168,0.1931104958057404,0.1246818229556084,-0.2101650536060333
occurs_in,-0.0820258110761642,0.2780953049659729,0.0502771064639091,-0.0809492766857147,-0.0326901674270630,-0.3994891643524170,0.0046956329606473,0.0074117598123848,0.1461155563592911,-0.0874663665890694,-0.0001466052490287,0.0193851105868816,0.1692438125610352,-0.0472941435873508,0.2807099819183350,-0.2490999102592468,0.2411949485540390,-0.2757247686386108,-0.1017866656184196,0.0035652837250382,-0.3685866296291351,-0.1884479224681854,-0.0405878871679306,0.0003461149171926,-0.7992450594902039,-0.3865757286548615,-1.0195000171661377,0.1530374139547348,-0.0157406236976385,-0.4919782876968384,0.5958327054977417,-0.0222050063312054,-0.3119233846664429,0.2213761359453201,0.3197510242462158,-0.0147990575060248,0.0070231761783361,-0.0158398691564798,0.5891159772872925,-0.8726193904876709,-0.0013464164221659,-0.0047427318058908,0.1739388704299927,-0.1942106038331985,0.1532138884067535,-0.2697642743587494,-0.0520440116524696,0.1704794466495514,0.1147524341940880,0.2373451143503189,-0.0049921548925340,0.0355641134083271,-0.0093245571479201,-0.0938188284635544,0.2158668786287308,0.2445056885480881,-0.0909935832023621,-0.0164391566067934,0.1247614473104477,0.0102709215134382,-0.9314081668853760,-1.1398509740829468,0.0132460938766599,-0.0046904487535357,0.8200498819351196,-0.0562858060002327,-0.0789176821708679,-0.1337764710187912,-0.2091605663299561,0.1725237369537354,0.1014743596315384,-0.0929159075021744,-0.1761321574449539,-0.0868644937872887,-0.2479188293218613,0.1141448095440865,-0.0040917857550085,-0.0125820143148303,0.1510661095380783,0.2716700136661530,0.1983977705240250,-0.3101440072059631,-0.2442403584718704,-0.2517409622669220,0.1492771506309509,-0.1990527361631393,-0.1023769751191139,0.4277999401092529,0.2336718291044235,0.2294227480888367,0.0143890725448728,0.0037670710589737,0.0116643905639648,-0.0698086097836494,0.2975561320781708,-0.6447119116783142,-0.2500436007976532,-0.0356220379471779,-0.1212869733572006,0.0013721836730838,-0.5660249590873718,-2.1096291542053223,-0.0088040633127093,0.0516426637768745,-0.1428708583116531,-0.3091802000999451,-0.1734576672315598,-0.0206778254359961,0.5013290643692017,-0.0488384030759335,0.1393394321203232,-0.0019105965038761,0.0029253552202135,0.1022955700755119,-0.0342468507587910,-0.0347801297903061,-0.0013510637218133,-0.2333524227142334,2.3406889438629150,-0.7338640689849854,-0.1865902394056320,0.0162486117333174,0.2356416583061218,-0.2031247466802597,-0.1922946870326996,0.0769006088376045,-0.2805795073509216,-0.0550391785800457
uses,0.6397239565849304,0.4623391330242157,0.0213341042399406,0.0075148479081690,0.0086780609562993,0.0025535516906530,0.3807413578033447,1.8791474103927612,0.1508917808532715,-0.2209194004535675,-0.0311364848166704,0.0089849662035704,-0.0135740460827947,0.0686218738555908,0.0204344093799591,-0.0014769163681194,0.0172049272805452,-0.0015436294488609,-0.0338420458137989,0.2162171006202698,0.1840435415506363,0.2434139251708984,-0.0052255047485232,-0.0120107680559158,-0.0006152581772767,-0.0859667062759399,0.1217844709753990,0.8249909877777100,-0.2819885015487671,0.1686732172966003,0.0342386290431023,-0.0183568634092808,0.0280233938246965,-0.0254534594714642,-0.0042062955908477,-0.3893781602382660,0.0043043345212936,-0.0037071362603456,0.2453863024711609,-0.3368725180625916,-0.0068469187244773,0.0047108260914683,-0.0025679403916001,0.0164165701717138,0.0357681848108768,0.0563829690217972,-0.1320670098066330,-0.0151036027818918,-0.0027938217390329,-0.0000006525245908,-0.0300499424338341,0.0384798832237720,0.8416357040405273,-0.4665673375129700,0.0015961556928232,0.0063312300480902,-0.0001500854559708,-0.0035505404230207,-0.0653885528445244,0.0397204495966434,0.0019534535240382,0.0045254239812493,-0.0153670711442828,0.0001140651220339,-0.3177769184112549,0.6270872354507446,0.0052741970866919,0.0037950309924781,0.1685579121112823,0.1487370431423187,0.0586250461637974,0.0172101147472858,0.1590494811534882,-0.1428134888410568,-0.0259568002074957,-0.0560566633939743,0.0119187375530601,-0.0104561327025294,-0.0000853754972923,-0.0055665499530733,-0.1746907830238342,-0.1835300773382187,-0.1350284963846207,-0.2645094394683838,0.3252301812171936,0.4806106090545654,0.0039704400114715,-0.0515273325145245,0.1719606369733810,-0.1672639101743698,-0.0084867496043444,0.1825121790170670,0.0065507008694112,-0.0105037642642856,-0.0061641302891076,0.0692407190799713,-0.0208429582417011,-0.1700952798128128,-0.1076310276985168,0.1710034459829330,-0.1909820586442947,-0.3404594659805298,-0.0086705023422837,0.0244106948375702,-0.0389121845364571,-0.0316989198327065,-0.0920964553952217,2.0529451370239258,0.0104557294398546,0.0113298129290342,0.0025198906660080,-0.0477835386991501,0.0250821355730295,-0.0265116151422262,-0.0175775401294231,-0.0256840419024229,-0.0779696181416512,-0.0044817682355642,-0.0541639402508736,0.0192035548388958,-0.0151345506310463,0.0100301941856742,0.0141938095912337,-0.1278283745050430,-0.1443119794130325,-0.0027879124972969,-0.0065290369093418,0.0687937662005424
