,relation
0,property_of
1,disrupts
2,process_of
3,isa
4,produces
5,performs
6,location_of
7,derivative_of
8,part_of
9,causes
10,connected_to
11,affects
12,interacts_with
13,result_of
14,contains
15,co-occurs_with
16,measurement_of
17,measures
18,indicates
19,issue_in
20,diagnoses
21,conceptual_part_of
22,complicates
23,evaluation_of
24,occurs_in
25,method_of
26,associated_with
27,degree_of
28,precedes
29,ingredient_of
30,manifestation_of
31,practices
32,analyzes
33,consists_of
34,carries_out
35,assesses_effect_of
36,interconnects
37,prevents
38,uses
39,surrounds
40,manages
41,treats
42,exhibits
43,developmental_form_of
44,adjacent_to
45,conceptually_related_to
